Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-02-27,6.85,2020-03-05,6.98,Sell,4 days,Fall by 12.120000%,-1.9,
2020-03-20,5.3,2020-03-24,5.08,Sell,1 days,Fall by -15.280000%,4.15,
2020-07-10,5.62,2020-07-20,5.81,Sell,5 days,Fall by -1.420000%,-3.38,
2020-09-24,6.22,2020-09-28,6.65,Sell,1 days,Fall by -18.170000%,-6.91,
2020-12-16,8.0,2020-12-21,8.3,Sell,2 days,Fall by 11.880000%,-3.75,
2021-01-28,8.35,2021-02-01,8.45,Sell,1 days,Fall by 13.770000%,-1.2,
2021-01-29,8.17,2021-02-01,8.45,Sell,0 days,Fall by 11.870000%,-3.43,
2021-02-03,8.25,2021-02-15,7.2,Sell,7 days,Fall by 12.120000%,12.73,
2021-02-12,7.2,2021-02-17,7.31,Sell,2 days,Fall by 7.220000%,-1.53,
2021-06-09,8.27,2022-02-16,8.1,Buy,179 days,Rise by 1.570000%,-2.06,
2021-08-06,8.15,2021-08-24,8.34,Sell,11 days,Fall by 1.720000%,-2.33,
2021-08-26,8.08,2021-09-02,8.3,Sell,4 days,Fall by 0.870000%,-2.72,
2021-10-05,8.25,2021-10-21,8.19,Sell,11 days,Fall by 2.790000%,0.73,
2021-10-06,8.23,2021-10-21,8.19,Sell,10 days,Fall by 4.500000%,0.49,
2021-10-12,8.37,2022-02-16,8.1,Buy,90 days,Rise by -2.870000%,-3.23,
2021-10-15,8.07,2021-11-10,7.91,Sell,17 days,Fall by 2.600000%,1.98,
2021-11-03,8.08,2021-11-10,7.91,Sell,4 days,Fall by 2.720000%,2.1,
2022-01-28,7.55,2022-01-31,7.83,Sell,0 days,Fall by -5.960000%,-3.71,
2022-02-09,8.24,2022-08-24,7.88,Buy,139 days,Rise by 1.330000%,-4.37,
2022-02-15,8.1,2022-08-24,7.88,Buy,135 days,Rise by 3.090000%,-2.72,
2022-03-01,8.35,2022-08-24,7.88,Buy,125 days,Rise by -2.400000%,-5.63,
2022-05-10,7.45,2022-05-18,7.77,Sell,5 days,Fall by 1.070000%,-4.3,
2022-06-15,7.1,2022-06-23,7.25,Sell,5 days,Fall by -1.970000%,-2.11,
2022-08-01,7.67,2022-08-18,7.95,Buy,12 days,Rise by 4.170000%,3.65,
2022-09-14,7.84,2022-10-05,7.41,Sell,14 days,Fall by 9.570000%,5.48,
2022-09-21,7.79,2022-10-05,7.41,Sell,9 days,Fall by 8.990000%,4.88,
2022-11-16,7.55,2022-12-08,7.84,Buy,15 days,Rise by 4.640000%,3.84,
2022-12-01,7.56,2022-12-08,7.84,Buy,4 days,Rise by 4.500000%,3.7,
2023-01-19,7.81,2023-02-20,7.62,Sell,21 days,Fall by 4.100000%,2.43,
2023-05-16,7.94,2023-07-06,8.12,Buy,36 days,Rise by 2.020000%,2.27,
2023-07-03,8.11,2023-07-28,8.3,Buy,18 days,Rise by 6.040000%,2.34,
2023-10-09,7.87,2023-11-06,8.1,Sell,19 days,Fall by 1.020000%,-2.92,
2023-11-07,8.1,2024-02-13,8.1,Buy,69 days,Rise by 0.860000%,0.0,
2024-03-27,8.53,2024-05-03,8.7,Buy,26 days,Rise by 5.510000%,1.99,
2024-07-09,8.76,2024-07-16,8.63,Sell,4 days,Fall by 5.140000%,1.48,
2024-08-08,8.46,2024-08-14,8.7,Sell,3 days,Fall by 1.540000%,-2.84,
2024-08-14,8.7,2024-12-02,8.94,Buy,77 days,Rise by 0.110000%,2.76,
