Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-06,28.515,2016-04-03,27.47,2015-11-29,Buy,17 Weeks,-3.66%,Rise by -14.26%,-3.66%,Normal Case,
2015-12-13,27.77,2016-04-03,27.47,2015-11-22,Buy,16 Weeks,-1.08%,Rise by -11.96%,-4.75%,Absolute Extrema Case,
2015-12-13,27.77,2016-04-03,27.47,2015-12-06,Buy,16 Weeks,-1.08%,Rise by -11.96%,-5.83%,Normal Case,
2015-12-27,28.875,2016-04-03,27.47,2015-12-13,Buy,14 Weeks,-4.87%,Rise by -15.5%,-10.69%,Normal Case,
2016-02-21,25.455,2016-05-08,26.675,2016-02-07,Buy,11 Weeks,4.79%,Rise by 11.9%,-5.9%,Normal Case,
2016-05-22,26.96,2016-08-21,23.44,2016-05-08,Buy,13 Weeks,-13.06%,Rise by 5.66%,-18.95%,Normal Case,
2016-06-26,25.53,2017-01-22,17.765,2016-06-19,Buy,30 Weeks,-30.42%,Rise by -10.3%,-49.37%,Normal Case,
2016-08-21,23.44,2017-01-22,17.765,2016-08-14,Buy,22 Weeks,-24.21%,Rise by -13.12%,-73.58%,Normal Case,
2016-08-28,23.445,2017-01-22,17.765,2016-08-21,Buy,21 Weeks,-24.23%,Rise by -15.59%,-97.81%,Normal Case,
2016-09-18,23.06,2017-01-22,17.765,2016-09-11,Buy,18 Weeks,-22.96%,Rise by -25.52%,-120.77%,Normal Case,
2017-01-01,17.93,2017-05-21,20.425,2016-12-25,Buy,20 Weeks,13.92%,Rise by 23.93%,-106.85%,Normal Case,
2017-03-26,16.77,2017-07-16,21.49,2017-03-12,Buy,16 Weeks,28.15%,Rise by 32.5%,-78.71%,Normal Case,
2017-04-02,17.14,2017-07-16,21.49,2017-03-26,Buy,15 Weeks,25.38%,Rise by 29.64%,-53.33%,Normal Case,
