Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-02-24 - 2020-03-09,10 days,2020-03-13,143.28,2020-03-20,140.11,5 days,2.2%,Fall by -10.28%,2.2%,
Buy,2020-05-12 - 2020-05-27,11 days,2020-05-29,162.91,2020-07-27,182.23,41 days,11.9%,Rise by 19.02%,14.1%,
Sell,2020-06-23 - 2020-06-24,1 days,2020-07-10,169.19,2020-07-22,175.63,8 days,-3.8%,Fall by -5.86%,10.3%,
Sell,2020-08-04 - 2020-08-06,2 days,2020-08-11,179.94,2020-08-17,186.5,4 days,-3.6%,Fall by 2.86%,6.6%,
Buy,2020-08-25 - 2020-09-08,10 days,2020-09-10,182.46,2021-02-26,161.81,121 days,-11.3%,Rise by -0.76%,-4.7%,
Sell,2021-01-04 - 2021-01-05,1 days,2021-01-08,173.34,2021-01-11,173.0,1 days,0.2%,Fall by 9.14%,-4.5%,
Buy,2021-01-19 - 2021-01-27,6 days,2021-02-05,169.81,2022-03-01,181.62,277 days,7.0%,Rise by -3.71%,2.5%,
Sell,2021-03-22 - 2021-04-06,11 days,2021-04-12,162.28,2021-04-16,166.35,4 days,-2.5%,Fall by -1.57%,-0.1%,
Sell,2021-04-21 - 2021-05-03,8 days,2021-05-12,170.43,2021-05-17,174.7,3 days,-2.5%,Fall by 3.29%,-2.6%,
Sell,2021-05-18 - 2021-05-19,1 days,2021-06-03,175.27,2021-06-15,174.05,8 days,0.7%,Fall by 5.96%,-1.9%,
Buy,2021-07-29 - 2021-08-17,13 days,2021-08-20,166.7,2022-03-08,191.51,142 days,14.9%,Rise by 4.68%,13.0%,
Sell,2021-08-31 - 2021-09-03,3 days,2021-09-16,164.03,2021-09-17,163.77,1 days,0.2%,Fall by -0.74%,13.2%,
Sell,2021-10-14 - 2021-10-22,6 days,2021-11-03,165.77,2021-11-08,170.45,3 days,-2.8%,Fall by 0.32%,10.4%,
Sell,2021-11-09 - 2021-11-10,1 days,2021-11-16,172.92,2021-11-26,166.85,8 days,3.5%,Fall by 3.43%,13.9%,
Buy,2021-11-30 - 2021-12-15,11 days,2021-12-22,168.59,2022-03-08,191.51,54 days,13.6%,Rise by 2.37%,27.5%,
Sell,2022-01-21 - 2022-01-25,2 days,2022-01-28,167.1,2022-02-11,173.81,10 days,-4.0%,Fall by -1.01%,23.4%,
Sell,2022-02-18 - 2022-02-24,4 days,2022-03-14,182.3,2022-03-17,180.89,3 days,0.8%,Fall by 7.41%,24.2%,
Buy,2022-03-22 - 2022-03-29,5 days,2022-03-31,180.65,2022-07-06,162.14,69 days,-10.2%,Rise by -3.38%,14.0%,
Sell,2022-04-14 - 2022-04-18,2 days,2022-04-21,182.06,2022-04-26,177.32,3 days,2.6%,Fall by 7.29%,16.6%,
