Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1994-12-31,4353.8999,1995-03-31,2979.0,1993-06-30-1994-09-30,23.7-5637.7002,Sell,64 days,31.58%,Fall by -321.89%,31.58%,
1997-09-30,11797.0,1997-12-31,10197.0,1993-06-30-1997-09-30,23.7-14005.0,Sell,66 days,13.56%,Fall by 35.34%,45.14%,
2000-06-30,16728.0,2000-09-30,15928.0,1993-06-30-2000-03-31,23.7-19047.0,Sell,65 days,4.78%,Fall by 33.22%,49.92%,
2000-12-31,15259.0,2001-03-31,14438.0,1998-09-30-2000-03-31,4576.0-19047.0,Sell,64 days,5.38%,Fall by 22.85%,55.3%,
2002-03-31,13255.0,2002-03-31,13255.0,1993-06-30-2000-03-31,23.7-19047.0,Buy,0 days,0.0%,Rise by 0%,55.3%,
2008-09-30,49541.0,2008-12-31,37550.0,2002-12-31-2008-06-30,8225.0-73920.0,Sell,66 days,24.2%,Fall by -62.28%,79.51%,
2009-09-30,61518.0,2009-12-31,68588.0,2000-03-31-2002-12-31,11648.0-15350.0,Sell,66 days,-11.49%,Fall by 5.94%,68.02%,
2010-12-31,69305.0,2012-12-31,60952.0,2002-12-31-2008-06-30,8225.0-73920.0,Buy,521 days,-12.05%,Rise by -14.13%,55.96%,
2011-06-30,62404.0,2011-09-30,52324.0,2008-12-31-2010-12-31,29435.0-73103.0,Sell,66 days,16.15%,Fall by 1.56%,72.12%,
2012-03-31,64511.0,2012-03-31,64511.0,1998-09-30-2008-06-30,4576.0-73920.0,Buy,0 days,0.0%,Rise by 0%,72.12%,
2015-06-30,53081.0,2015-06-30,53081.0,2008-12-31-2010-12-31,29435.0-73103.0,Buy,0 days,0.0%,Rise by 0%,72.12%,
2015-09-30,45059.0,2015-12-31,43350.0,2013-09-30-2014-09-30,44107.0-62305.0,Sell,66 days,3.79%,Fall by -96.92%,75.91%,
2015-12-31,43350.0,2016-03-31,50055.0,2010-12-31-2013-09-30,55900.0-66948.0,Sell,65 days,-15.47%,Fall by -45.37%,60.44%,
2016-09-30,58367.0,2016-09-30,58367.0,1993-06-30-2008-06-30,23.7-73920.0,Buy,0 days,0.0%,Rise by 0%,60.44%,
2021-09-30,110979.0,2021-12-31,104822.0,2013-09-30-2021-06-30,44107.0-131190.0,Sell,66 days,5.55%,Fall by -22.21%,65.99%,
2021-12-31,104822.0,2022-03-31,119999.0,2016-03-31-2021-06-30,37046.0-131190.0,Sell,64 days,-14.48%,Fall by 15.1%,51.51%,
2022-06-30,98542.0,2022-09-30,110037.0,2002-12-31-2021-06-30,8225.0-131190.0,Sell,66 days,-11.67%,Fall by -9.31%,39.85%,
2022-09-30,110037.0,2023-03-31,101882.0,2010-12-31-2016-03-31,52262.0-66948.0,Sell,130 days,7.41%,Fall by -36.29%,47.26%,
2023-03-31,101882.0,2023-06-30,118087.0,1993-06-30-2021-06-30,23.7-131190.0,Sell,65 days,-15.91%,Fall by -1.86%,31.35%,
