Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
SIGMASHELL,TWR.NZ,Long,Daily,2025-05-01,1.34,2025-09-17,1.76,31.343283582089544,99,85.71,7,72
SIGMASHELL,TWR.NZ,Long,Daily,2025-04-01,1.385,2025-09-17,1.76,27.075812274368232,121,85.71,7,72
