Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,27.44,2016-05-08,26.75,2015-11-15,Buy,24 Weeks,-2.51%,Rise by -12.39%,-2.51%,Absolute Extrema Case,
2015-12-20,27.23,2016-05-08,26.75,2015-12-13,Buy,20 Weeks,-1.76%,Rise by -11.72%,-4.28%,Absolute Extrema Case,
2016-08-07,29.68,2017-04-23,31.13,2016-07-31,Buy,37 Weeks,4.89%,Rise by -10.58%,0.61%,Normal Case,
2016-09-04,30.15,2017-04-23,31.13,2016-08-28,Buy,33 Weeks,3.25%,Rise by -11.97%,3.86%,Normal Case,
2016-09-11,29.44,2017-04-23,31.13,2016-09-04,Buy,32 Weeks,5.74%,Rise by -11.31%,9.6%,Normal Case,
2016-10-16,29.18,2017-04-23,31.13,2016-07-03,Buy,27 Weeks,6.68%,Rise by -10.52%,16.28%,Local Extrema Case,
2016-10-16,29.18,2017-04-23,31.13,2016-10-02,Buy,27 Weeks,6.68%,Rise by -10.52%,22.96%,Normal Case,
2017-01-01,26.81,2017-04-23,31.13,2016-12-25,Buy,16 Weeks,16.11%,Rise by 22.9%,39.08%,Normal Case,
2017-01-29,28.28,2017-04-23,31.13,2017-01-22,Buy,12 Weeks,10.08%,Rise by 16.51%,49.16%,Normal Case,
2017-03-12,30.05,2017-07-02,32.1,2017-03-05,Buy,16 Weeks,6.82%,Rise by 9.65%,55.98%,Normal Case,
2017-03-26,30.98,2017-07-02,32.1,2017-03-12,Buy,14 Weeks,3.62%,Rise by 6.36%,59.59%,Normal Case,
2017-04-02,31.49,2017-07-02,32.1,2017-03-26,Buy,13 Weeks,1.94%,Rise by 4.64%,61.53%,Normal Case,
2017-04-09,31.96,2017-07-02,32.1,2017-03-19,Buy,12 Weeks,0.44%,Rise by 3.1%,61.97%,Normal Case,
2017-04-16,31.45,2017-07-02,32.1,2015-11-29,Buy,11 Weeks,2.07%,Rise by 4.77%,64.03%,Tangent Case,
2017-05-21,32.26,2017-08-20,33.7,2017-04-30,Buy,13 Weeks,4.46%,Rise by 7.97%,68.5%,Normal Case,
2017-07-16,33.95,2017-11-26,35.42,2017-06-25,Buy,19 Weeks,4.33%,Rise by 4.89%,72.83%,Normal Case,
2017-08-20,33.7,2017-11-26,35.42,2017-08-13,Buy,14 Weeks,5.1%,Rise by 5.67%,77.93%,Normal Case,
2017-10-29,35.12,2018-02-11,35.36,2017-10-22,Buy,15 Weeks,0.68%,Rise by 8.34%,78.62%,Normal Case,
2017-12-31,36.07,2018-05-20,32.93,2017-12-24,Buy,20 Weeks,-8.71%,Rise by -3.11%,69.91%,Normal Case,
2018-02-11,35.36,2018-05-20,32.93,2017-11-19,Buy,14 Weeks,-6.87%,Rise by -1.16%,63.04%,Local Extrema Case,
2018-04-08,34.23,2018-09-16,34.57,2018-04-01,Buy,23 Weeks,0.99%,Rise by 4.94%,64.03%,Normal Case,
2018-06-03,33.81,2018-09-16,34.57,2018-05-27,Buy,15 Weeks,2.25%,Rise by 6.24%,66.28%,Normal Case,
2018-09-30,32.47,2018-12-16,32.26,2016-01-10,Buy,11 Weeks,-0.65%,Rise by 2.74%,65.63%,Tangent Case,
