Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2017-06-30,24.11,2021-03-31,222.64,Buy,977 days,Rise by -26.400000%,823.55
2020-03-31,34.93,2021-06-30,226.57,Buy,325 days,Rise by 573.350000%,548.57
2020-06-30,71.99,2021-06-30,226.57,Buy,260 days,Rise by 398.980000%,214.73
2024-12-31,403.84,2024-12-31,403.84,Buy,0 days,Rise by 13.050000%,0.0
