Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2022-01-10 - 2022-01-18,6 days,2022-01-24,29383.0,2022-01-27,29364.6992,3 days,0.1%,Fall by 8.68%,-16.0%
Buy,2022-02-24 - 2022-03-07,7 days,2022-03-09,27785.5,2022-04-01,30134.5508,17 days,8.5%,Rise by 13.04%,-7.5%
Sell,2022-04-05 - 2022-04-07,2 days,2022-04-13,30796.3008,2022-04-20,30279.25,5 days,1.7%,Fall by 10.55%,-5.9%
Buy,2022-05-10 - 2022-05-12,2 days,2022-05-17,28172.9004,2022-06-20,25292.9004,24 days,-10.2%,Rise by 1.13%,-16.1%
Sell,2022-06-02 - 2022-06-03,1 days,2022-06-10,27575.8008,2022-06-15,26809.0,3 days,2.8%,Fall by -9.03%,-13.3%
Sell,2022-07-19 - 2022-07-22,3 days,2022-07-27,28976.3008,2022-07-29,29634.25,2 days,-2.3%,Fall by -3.76%,-15.6%
Buy,2022-08-24 - 2022-08-29,3 days,2022-09-01,31516.3008,2023-05-25,33157.1016,190 days,5.2%,Rise by 1.42%,-10.4%
Sell,2022-09-08 - 2022-09-13,3 days,2022-09-19,31504.4004,2022-09-27,30160.6992,6 days,4.3%,Fall by 1.91%,-6.1%
Sell,2022-11-02 - 2022-11-09,5 days,2022-12-07,32308.3008,2022-12-27,31283.75,14 days,3.2%,Fall by 6.66%,-2.9%
Sell,2022-12-05 - 2022-12-09,4 days,2022-12-19,32186.8496,2022-12-27,31283.75,6 days,2.8%,Fall by 6.22%,-0.1%
Buy,2023-01-30 - 2023-02-01,2 days,2023-02-06,30670.6504,2023-05-04,32374.3496,63 days,5.6%,Rise by 1.46%,5.4%
Buy,2023-02-27 - 2023-03-16,13 days,2023-03-21,29958.1504,2023-06-02,33966.8008,53 days,13.4%,Rise by 34.34%,18.8%
Sell,2023-04-17 - 2023-04-19,2 days,2023-04-24,31210.0,2023-04-25,31180.5996,1 days,0.1%,Fall by -29.79%,18.9%
Sell,2023-06-15 - 2023-06-19,2 days,2023-06-23,34799.8984,2023-06-28,35520.9492,3 days,-2.1%,Fall by -14.21%,16.8%
Sell,2023-09-11 - 2023-09-12,1 days,2023-09-20,40543.8516,2023-09-25,40405.6992,3 days,0.3%,Fall by 1.97%,17.2%
Sell,2023-12-15 - 2023-12-20,3 days,2024-01-09,46969.9492,2024-01-15,47837.9492,4 days,-1.8%,Fall by 2.24%,15.3%
Sell,2024-01-15 - 2024-01-16,1 days,2024-02-12,47675.8008,2024-02-15,48821.8984,3 days,-2.4%,Fall by 3.68%,12.9%
Sell,2024-04-03 - 2024-04-08,3 days,2024-04-16,49236.6484,2024-04-18,48995.6992,2 days,0.5%,Fall by 0.17%,13.4%
Sell,2024-04-30 - 2024-05-03,3 days,2024-05-08,50036.3008,2024-05-16,51153.3008,6 days,-2.2%,Fall by 1.77%,11.2%
Sell,2024-05-22 - 2024-05-27,3 days,2024-05-30,51426.8516,2024-06-03,53353.3516,2 days,-3.7%,Fall by -7.95%,7.4%
Sell,2024-07-05 - 2024-07-08,1 days,2024-07-19,55908.3008,2024-07-26,57768.1016,5 days,-3.3%,Fall by 0.7%,4.1%
Sell,2024-08-28 - 2024-09-02,3 days,2024-09-09,58347.3984,2024-09-12,59640.3008,3 days,-2.2%,Fall by 1.79%,1.9%
Buy,2024-10-24 - 2024-10-25,1 days,2024-11-06,57355.8008,2025-01-28,51529.4492,59 days,-10.2%,Rise by 3.64%,-8.3%
Sell,2024-12-05 - 2024-12-12,5 days,2024-12-19,58556.25,2024-12-24,57057.8984,3 days,2.6%,Fall by 10.53%,-5.7%
Buy,2025-01-13 - 2025-01-28,11 days,2025-01-30,52714.25,2025-06-06,59010.3008,91 days,11.9%,Rise by -0.36%,6.2%
Sell,2025-03-21 - 2025-03-25,2 days,2025-04-07,48809.4492,2025-04-08,49838.0,1 days,-2.1%,Fall by -9.04%,4.1%
Sell,2025-04-23 - 2025-04-24,1 days,2025-05-02,53705.1016,2025-05-08,53229.3008,4 days,0.9%,Fall by -6.43%,5.0%
Sell,2025-05-16 - 2025-05-19,1 days,2025-05-22,56324.8516,2025-05-29,57457.25,5 days,-2.0%,Fall by -1.48%,3.0%
Sell,2025-06-09 - 2025-06-10,1 days,2025-06-13,58227.4492,2025-06-20,57995.5,5 days,0.4%,Fall by -0.71%,3.4%
Buy,2025-07-29 - 2025-08-01,3 days,2025-08-05,57206.8516,2025-10-29,60149.0508,61 days,5.1%,Rise by 3.3%,8.5%
Buy,2025-08-12 - 2025-08-29,13 days,2025-09-02,56977.3984,2025-09-02,56977.3984,0 days,0.0%,Rise by 3.72%,8.5%
Sell,2025-09-16 - 2025-09-19,3 days,2025-09-24,57924.4492,2025-09-29,56533.1484,3 days,2.4%,Fall by -3.28%,10.9%
