Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-02 - 2020-01-03,1 days,2020-01-08,17074.3008,2020-01-10,17386.3496,2 days,-1.8%,Fall by -3.71%,-1.8%
Sell,2020-01-16 - 2020-01-20,2 days,2020-01-31,18010.1992,2020-02-04,17910.0996,2 days,0.6%,Fall by 13.2%,-1.3%
Buy,2020-02-04 - 2020-02-18,10 days,2020-02-20,18109.8496,2020-03-09,15633.4502,12 days,-13.7%,Rise by -14.44%,-14.9%
Buy,2020-03-12 - 2020-03-19,5 days,2020-03-25,11481.5996,2020-04-08,12143.5498,10 days,5.8%,Rise by 17.6%,-9.2%
Sell,2020-06-02 - 2020-06-03,1 days,2020-06-17,14246.7998,2020-06-19,14565.8496,2 days,-2.2%,Fall by -15.47%,-11.4%
Sell,2020-06-23 - 2020-06-24,1 days,2020-06-30,14704.0,2020-07-03,15042.6504,3 days,-2.3%,Fall by -11.88%,-13.7%
Sell,2020-08-20 - 2020-08-31,7 days,2020-09-07,16780.25,2020-09-10,16653.0508,3 days,0.8%,Fall by 4.41%,-13.0%
Buy,2020-09-09 - 2020-09-24,11 days,2020-09-28,16998.25,2020-11-18,18924.1504,37 days,11.3%,Rise by 22.99%,-1.6%
Sell,2020-12-16 - 2020-12-17,1 days,2020-12-22,19964.9004,2020-12-23,20439.9492,1 days,-2.4%,Fall by -4.73%,-4.0%
Sell,2021-01-06 - 2021-01-13,5 days,2021-01-25,21455.1992,2021-01-29,20909.8496,4 days,2.5%,Fall by -6.54%,-1.5%
Sell,2021-02-17 - 2021-02-18,1 days,2021-02-23,23053.3496,2021-02-25,23646.8008,2 days,-2.6%,Fall by 0.84%,-4.0%
Sell,2021-03-03 - 2021-03-04,1 days,2021-03-09,24024.25,2021-03-22,23603.5996,9 days,1.8%,Fall by -20.36%,-2.3%
Sell,2021-06-04 - 2021-06-09,3 days,2021-06-17,26776.3496,2021-06-21,26705.1992,2 days,0.3%,Fall by -0.43%,-2.0%
Sell,2021-08-03 - 2021-08-04,1 days,2021-08-10,27439.25,2021-08-24,27276.6992,10 days,0.6%,Fall by -11.04%,-1.4%
Sell,2021-09-15 - 2021-09-17,2 days,2021-09-28,29951.3008,2021-10-04,30875.3496,4 days,-3.1%,Fall by -1.73%,-4.5%
Sell,2021-10-12 - 2021-10-19,5 days,2021-10-22,31082.4492,2021-11-01,31023.6992,6 days,0.2%,Fall by 5.04%,-4.3%
Buy,2021-11-30 - 2021-12-20,14 days,2021-12-22,29659.0996,2022-06-16,26180.3496,126 days,-11.7%,Rise by 8.03%,-16.1%
