Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2022-02-13,8.54,2022-09-04,4.94,2022-02-06,Buy,29 Weeks,-42.15%,Rise by -14.75%,-42.15%,Normal Case,
2022-02-20,9.85,2022-09-04,4.94,2022-02-13,Buy,28 Weeks,-49.85%,Rise by -26.09%,-92.0%,Normal Case,
2022-02-27,7.78,2022-09-04,4.94,2022-01-30,Buy,27 Weeks,-36.5%,Rise by -14.14%,-128.51%,Absolute Extrema Case,
2022-05-22,3.81,2022-09-04,4.94,2022-05-15,Buy,15 Weeks,29.66%,Rise by 41.47%,-98.85%,Absolute Extrema Case,
2022-07-17,3.85,2022-11-27,4.45,2022-07-03,Buy,19 Weeks,15.58%,Rise by 40.0%,-83.26%,Normal Case,
2022-08-28,4.94,2022-11-27,4.45,2022-08-21,Buy,13 Weeks,-9.92%,Rise by -16.6%,-93.18%,Normal Case,
2022-09-04,4.94,2022-11-27,4.45,2022-08-28,Buy,12 Weeks,-9.92%,Rise by -10.12%,-103.1%,Normal Case,
2022-09-11,5.39,2022-11-27,4.45,2022-09-04,Buy,11 Weeks,-17.44%,Rise by -14.84%,-120.54%,Normal Case,
2022-09-18,5.28,2022-11-27,4.45,2022-09-11,Buy,10 Weeks,-15.72%,Rise by -15.91%,-136.26%,Normal Case,
2022-09-25,4.72,2022-11-27,4.45,2022-06-19,Buy,9 Weeks,-5.72%,Rise by -16.74%,-141.98%,Local Extrema Case,
2022-10-02,4.4,2023-03-05,4.68,2022-05-29,Buy,22 Weeks,6.36%,Rise by -10.68%,-135.62%,Absolute Extrema Case,
2022-11-06,4.87,2023-03-05,4.68,2022-10-30,Buy,17 Weeks,-3.9%,Rise by -20.12%,-139.52%,Normal Case,
2022-12-25,3.89,2023-03-05,4.68,2022-12-18,Buy,10 Weeks,20.31%,Rise by 28.28%,-119.21%,Normal Case,
2023-02-19,4.99,2023-07-30,7.9,2023-02-12,Buy,23 Weeks,58.32%,Rise by -10.22%,-60.89%,Normal Case,
2023-04-30,5.16,2023-07-30,7.9,2023-04-23,Buy,13 Weeks,53.1%,Rise by 53.49%,-7.79%,Normal Case,
2023-05-07,5.46,2023-07-30,7.9,2023-04-30,Buy,12 Weeks,44.69%,Rise by 45.05%,36.9%,Normal Case,
2023-05-28,6.79,2023-07-30,7.9,2023-05-21,Buy,9 Weeks,16.35%,Rise by 16.64%,53.24%,Normal Case,
2023-07-09,7.78,2023-12-03,8.3,2021-12-12,Buy,21 Weeks,6.68%,Rise by -12.47%,59.93%,Tangent Case,
2023-08-06,7.85,2023-12-03,8.3,2023-07-23,Buy,17 Weeks,5.73%,Rise by -12.74%,65.66%,Normal Case,
2023-09-24,6.85,2023-12-03,8.3,2023-09-10,Buy,10 Weeks,21.17%,Rise by 24.38%,86.83%,Normal Case,
2023-10-08,7.38,2024-04-07,11.98,2023-10-01,Buy,26 Weeks,62.33%,Rise by 65.99%,149.16%,Normal Case,
2023-10-15,7.76,2024-04-07,11.98,2023-09-24,Buy,25 Weeks,54.38%,Rise by 57.86%,203.54%,Normal Case,
2023-10-22,8.17,2024-04-07,11.98,2023-10-15,Buy,24 Weeks,46.63%,Rise by 49.94%,250.17%,Normal Case,
2023-10-29,8.01,2024-04-07,11.98,2023-08-20,Buy,23 Weeks,49.56%,Rise by 52.93%,299.74%,Local Extrema Case,
2023-10-29,8.01,2024-04-07,11.98,2023-10-22,Buy,23 Weeks,49.56%,Rise by 52.93%,349.3%,Normal Case,
2024-01-14,9.26,2024-04-07,11.98,2023-12-31,Buy,12 Weeks,29.37%,Rise by 32.29%,378.67%,Normal Case,
