Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2009-01-31,80.7300,2009-03-31,106.0200,41 days,31.33%,31.3266%,Rise by 128.35%,31.3266%,
Buy,2011-10-31,109.5500,2013-01-31,147.8600,328 days,34.97%,34.9703%,Rise by 13.53%,66.2970%,
