Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-20,104.04,2016-02-21,104.57,2015-11-22,Buy,9 Weeks,0.51%,Rise by 15.16%,0.51%,Absolute Extrema Case
2015-12-27,105.02,2016-04-17,109.64,2015-12-13,Buy,16 Weeks,4.4%,Rise by 14.08%,4.91%,Normal Case
2016-02-07,104.07,2016-04-17,109.64,2016-01-31,Buy,10 Weeks,5.35%,Rise by 15.12%,10.26%,Normal Case
2016-02-14,102.01,2016-04-17,109.64,2016-01-24,Buy,9 Weeks,7.48%,Rise by 17.45%,17.74%,Absolute Extrema Case
2016-02-28,107.92,2016-05-29,119.38,2015-12-20,Buy,13 Weeks,10.62%,Rise by 11.02%,28.36%,Local Extrema Case
2016-05-08,119.49,2016-08-14,124.88,2016-05-01,Buy,14 Weeks,4.51%,Rise by 8.02%,32.87%,Normal Case
2016-05-15,119.81,2016-08-14,124.88,2016-04-24,Buy,13 Weeks,4.23%,Rise by 7.73%,37.1%,Normal Case
2016-08-28,124.96,2016-11-13,119.02,2016-08-21,Buy,11 Weeks,-4.75%,Rise by 5.69%,32.35%,Normal Case
2016-09-04,126.51,2016-11-13,119.02,2016-08-28,Buy,10 Weeks,-5.92%,Rise by 4.39%,26.43%,Normal Case
2016-09-11,127.1,2016-11-13,119.02,2016-09-04,Buy,9 Weeks,-6.36%,Rise by 31.72%,20.07%,Normal Case
2016-10-23,132.07,2017-02-19,133.53,2016-10-02,Buy,17 Weeks,1.11%,Rise by -11.21%,21.18%,Normal Case
2016-10-30,131.29,2017-02-19,133.53,2016-10-09,Buy,16 Weeks,1.71%,Rise by -10.68%,22.88%,Normal Case
2017-03-26,140.34,2017-06-25,155.07,2017-03-12,Buy,13 Weeks,10.5%,Rise by 22.88%,33.38%,Normal Case
2017-04-02,142.05,2017-06-25,155.07,2017-03-26,Buy,12 Weeks,9.17%,Rise by 21.4%,42.54%,Normal Case
2017-04-16,139.39,2017-06-25,155.07,2015-11-15,Buy,10 Weeks,11.25%,Rise by 23.72%,53.79%,Tangent Case
2017-06-25,155.07,2017-10-01,170.87,2017-06-04,Buy,14 Weeks,10.19%,Rise by 17.87%,63.98%,Normal Case
2017-07-02,150.98,2017-10-01,170.87,2017-06-18,Buy,13 Weeks,13.17%,Rise by 21.06%,77.16%,Normal Case
2017-08-13,168.08,2017-11-19,179.0,2017-07-30,Buy,14 Weeks,6.5%,Rise by 8.75%,83.65%,Normal Case
2017-12-10,179.0,2018-02-18,177.36,2015-11-29,Buy,10 Weeks,-0.92%,Rise by 6.3%,82.74%,Tangent Case
2018-01-07,186.85,2018-05-27,184.92,2017-12-24,Buy,20 Weeks,-1.03%,Rise by -14.7%,81.7%,Normal Case
2018-02-04,190.28,2018-05-27,184.92,2018-01-28,Buy,16 Weeks,-2.82%,Rise by -16.23%,78.89%,Normal Case
2018-04-08,157.2,2018-08-12,180.26,2018-04-01,Buy,18 Weeks,14.67%,Rise by 33.55%,93.56%,Normal Case
2018-04-29,173.59,2018-08-12,180.26,2018-04-15,Buy,15 Weeks,3.84%,Rise by 20.94%,97.4%,Normal Case
2018-05-06,176.61,2018-08-12,180.26,2018-04-22,Buy,14 Weeks,2.07%,Rise by 18.87%,99.47%,Normal Case
2018-06-24,201.74,2019-02-24,161.89,2018-06-17,Buy,35 Weeks,-19.75%,Rise by -10.65%,79.71%,Normal Case
2018-12-16,144.06,2019-02-24,161.89,2018-12-09,Buy,10 Weeks,12.38%,Rise by 35.69%,92.09%,Normal Case
2019-03-10,169.6,2019-05-12,188.34,2019-03-03,Buy,9 Weeks,11.05%,Rise by 15.25%,103.14%,Normal Case
2019-03-31,166.69,2019-08-11,187.85,2019-03-24,Buy,19 Weeks,12.69%,Rise by 22.9%,115.83%,Normal Case
2019-05-12,188.34,2019-08-11,187.85,2019-04-28,Buy,13 Weeks,-0.26%,Rise by 8.78%,115.57%,Normal Case
2019-05-26,181.06,2019-08-11,187.85,2019-05-19,Buy,11 Weeks,3.75%,Rise by 13.15%,119.32%,Normal Case
2019-10-13,184.19,2019-12-15,194.11,2019-09-29,Buy,9 Weeks,5.39%,Rise by 20.6%,124.71%,Normal Case
2019-12-08,201.05,2020-02-16,214.18,2019-11-24,Buy,10 Weeks,6.53%,Rise by -15.3%,131.24%,Normal Case
2020-03-29,156.79,2020-08-23,267.01,2020-03-22,Buy,21 Weeks,70.3%,Rise by 87.3%,201.54%,Normal Case
2020-05-10,212.35,2020-08-23,267.01,2020-05-03,Buy,15 Weeks,25.74%,Rise by 38.29%,227.28%,Normal Case
2020-05-31,225.09,2020-08-23,267.01,2020-05-24,Buy,12 Weeks,18.62%,Rise by 30.46%,245.9%,Normal Case
2020-06-14,228.58,2020-08-23,267.01,2020-06-07,Buy,10 Weeks,16.81%,Rise by 28.47%,262.71%,Normal Case
2020-06-21,238.79,2020-08-23,267.01,2020-06-14,Buy,9 Weeks,11.82%,Rise by 22.98%,274.53%,Normal Case
2020-08-16,261.24,2020-11-22,269.7,2020-08-09,Buy,14 Weeks,3.24%,Rise by 12.31%,277.77%,Normal Case
