Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-09-24,8.59,2020-09-29,9.0,Sell,2 days,Fall by -18.040000%,-4.77,
2020-10-12,9.77,2020-10-19,10.18,Buy,4 days,Rise by 11.870000%,4.2,
2021-02-22,12.57,2021-03-04,13.09,Sell,7 days,Fall by 6.920000%,-4.14,
2021-03-24,12.08,2021-04-09,11.89,Sell,11 days,Fall by -0.250000%,1.57,
2021-05-11,12.34,2021-05-21,12.51,Buy,7 days,Rise by 8.750000%,1.38,
2021-05-24,12.55,2021-06-01,12.75,Sell,5 days,Fall by -2.790000%,-1.59,
2021-05-27,12.11,2021-06-01,12.75,Sell,2 days,Fall by -6.520000%,-5.28,
2021-07-15,13.4,2021-07-29,13.03,Sell,9 days,Fall by 3.730000%,2.76,
2021-07-26,13.21,2021-08-24,13.8,Sell,20 days,Fall by 2.650000%,-4.47,
2021-07-28,13.07,2021-08-24,13.8,Sell,18 days,Fall by 1.610000%,-5.59,
2021-10-28,14.38,2021-11-08,14.05,Sell,6 days,Fall by 10.010000%,2.29,
2021-11-18,13.44,2021-11-30,12.7,Sell,7 days,Fall by 4.390000%,5.51,
2021-12-30,13.47,2022-01-10,13.85,Buy,6 days,Rise by -10.170000%,2.82,
2022-01-20,12.43,2022-01-31,12.2,Sell,6 days,Fall by 9.090000%,1.85,
2022-04-29,11.72,2022-08-09,10.97,Buy,71 days,Rise by -10.150000%,-6.4,
2022-07-08,10.2,2022-07-29,10.7,Buy,14 days,Rise by 13.630000%,4.9,
2022-08-01,10.78,2022-08-08,11.0,Buy,4 days,Rise by 7.510000%,2.04,
2022-09-19,10.85,2022-09-28,10.5,Sell,6 days,Fall by 11.520000%,3.23,
2023-01-18,9.35,2023-01-24,9.89,Buy,3 days,Rise by 6.740000%,5.78,
2023-06-16,9.15,2023-06-23,9.56,Buy,4 days,Rise by 14.750000%,4.48,
2023-06-23,9.56,2023-07-10,10.13,Buy,10 days,Rise by 9.830000%,5.96,
2023-07-11,10.3,2024-01-12,11.18,Buy,132 days,Rise by 0.000000%,8.54,
2023-12-18,10.12,2024-01-09,10.86,Buy,15 days,Rise by 10.470000%,7.31,
2024-01-08,10.45,2024-01-12,11.18,Buy,3 days,Rise by 7.460000%,6.99,
2025-01-07,12.9,2025-01-16,13.19,Sell,6 days,Fall by 9.300000%,-2.25,
2025-02-13,12.93,2025-02-25,11.72,Sell,7 days,Fall by 9.510000%,9.36,
2025-04-07,10.77,2025-04-15,11.25,Sell,5 days,Fall by 0.650000%,-4.46,
2025-06-30,11.25,2025-07-11,11.63,Buy,8 days,Rise by -0.530000%,3.38,
2025-08-11,11.0,2025-08-18,10.7,Sell,4 days,Fall by 4.270000%,2.73,
2025-09-17,11.13,2025-10-13,11.5,Buy,17 days,Rise by 5.570000%,3.32,
2025-10-07,11.24,2025-10-13,11.5,Buy,3 days,Rise by 3.200000%,2.31,
2025-10-24,11.9,2025-10-24,11.9,Buy,0 days,Rise by -2.520000%,0.0,
