Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2021-09-21 - 2021-09-29,6 days,2021-10-05,46.01,2021-10-07,49.22,2 days,7.0%,Rise by 12.85%,11.6%
Sell,2021-10-21 - 2021-10-22,1 days,2021-10-27,49.61,2021-11-02,48.4,4 days,2.4%,Fall by 11.21%,14.0%
Buy,2021-11-08 - 2021-11-24,12 days,2021-12-06,41.41,2021-12-29,34.06,17 days,-17.7%,Rise by -17.75%,-3.7%
Buy,2021-12-01 - 2021-12-20,13 days,2021-12-22,39.25,2021-12-29,34.06,5 days,-13.2%,Rise by -0.92%,-16.9%
Sell,2022-01-13 - 2022-01-20,5 days,2022-01-28,34.09,2022-01-31,37.41,1 days,-9.7%,Fall by 12.7%,-26.7%
Buy,2022-03-07 - 2022-03-08,1 days,2022-03-16,30.99,2022-04-14,27.86,21 days,-10.1%,Rise by 4.94%,-36.8%
Sell,2022-03-24 - 2022-03-29,3 days,2022-04-06,30.06,2022-04-08,28.81,2 days,4.2%,Fall by 16.3%,-32.6%
Buy,2022-04-12 - 2022-04-14,2 days,2022-04-22,25.13,2022-04-29,28.27,5 days,12.5%,Rise by 34.74%,-20.1%
Buy,2022-04-25 - 2022-05-09,10 days,2022-05-13,26.62,2022-06-02,30.17,14 days,13.3%,Rise by 27.2%,-6.8%
Buy,2022-05-17 - 2022-05-20,3 days,2022-05-25,25.51,2022-05-26,27.42,1 days,7.5%,Rise by 19.76%,0.7%
Sell,2022-06-15 - 2022-06-21,4 days,2022-06-29,32.97,2022-07-07,32.89,6 days,0.2%,Fall by 14.01%,0.9%
Buy,2022-07-13 - 2022-07-15,2 days,2022-07-26,29.86,2022-09-16,26.61,38 days,-10.9%,Rise by 2.31%,-9.9%
Buy,2022-10-21 - 2022-10-24,1 days,2022-11-04,22.81,2022-11-11,24.09,5 days,5.6%,Rise by 37.97%,-4.3%
Sell,2022-12-02 - 2022-12-05,1 days,2022-12-19,30.04,2022-12-21,30.84,2 days,-2.7%,Fall by 6.42%,-7.0%
Sell,2023-01-09 - 2023-01-13,4 days,2023-01-19,33.94,2023-01-20,34.85,1 days,-2.7%,Fall by 11.14%,-9.7%
Buy,2023-02-22 - 2023-03-10,12 days,2023-03-14,28.93,2023-05-24,25.87,51 days,-10.6%,Rise by 9.68%,-20.3%
Sell,2023-06-27 - 2023-07-03,4 days,2023-07-17,29.08,2023-07-19,28.29,2 days,2.7%,Fall by 7.63%,-17.5%
Buy,2023-06-30 - 2023-07-06,4 days,2023-07-10,27.56,2023-07-12,29.13,2 days,5.7%,Rise by 15.97%,-11.8%
Sell,2023-07-13 - 2023-07-25,8 days,2023-08-02,29.63,2023-08-03,30.84,1 days,-4.1%,Fall by 9.35%,-15.9%
Buy,2023-08-17 - 2023-08-21,2 days,2023-08-23,27.56,2023-08-29,29.22,4 days,6.0%,Rise by 3.99%,-9.9%
Sell,2023-10-10 - 2023-10-11,1 days,2023-10-16,27.47,2023-10-17,27.1,1 days,1.3%,Fall by 10.99%,-8.6%
Buy,2023-10-20 - 2023-10-23,1 days,2023-11-01,25.97,2023-11-03,27.34,2 days,5.3%,Rise by -11.01%,-3.3%
Buy,2023-12-06 - 2023-12-11,3 days,2023-12-21,26.96,2024-01-17,23.81,19 days,-11.7%,Rise by -11.68%,-15.0%
Buy,2024-01-18 - 2024-01-22,2 days,2024-02-05,23.38,2024-02-06,24.95,1 days,6.7%,Rise by 11.85%,-8.3%
Buy,2024-04-17 - 2024-04-19,2 days,2024-05-02,30.17,2024-05-16,32.16,10 days,6.6%,Rise by -10.44%,-1.7%
Sell,2024-04-25 - 2024-04-26,1 days,2024-05-01,27.97,2024-05-02,30.17,1 days,-7.9%,Fall by 3.4%,-9.5%
Sell,2024-05-06 - 2024-05-13,5 days,2024-05-21,31.16,2024-05-28,29.86,5 days,4.2%,Fall by 10.14%,-5.4%
Buy,2024-06-04 - 2024-06-10,4 days,2024-06-12,28.97,2024-07-30,26.07,34 days,-10.0%,Rise by -0.55%,-15.4%
Buy,2024-07-25 - 2024-08-01,5 days,2024-08-06,26.06,2024-09-24,30.04,35 days,15.3%,Rise by 49.16%,-0.1%
Sell,2024-10-03 - 2024-10-07,2 days,2024-10-15,31.87,2024-10-28,33.09,9 days,-3.8%,Fall by 6.34%,-3.9%
Buy,2024-10-18 - 2024-10-22,2 days,2024-10-25,32.11,2024-11-07,34.3,9 days,6.8%,Rise by 6.54%,2.9%
Buy,2024-11-14 - 2024-11-25,7 days,2024-11-27,30.92,2024-12-09,34.21,8 days,10.6%,Rise by -11.74%,13.5%
Buy,2025-01-02 - 2025-01-10,6 days,2025-01-14,28.22,2025-01-24,30.54,8 days,8.2%,Rise by 35.68%,21.8%
Sell,2025-02-14 - 2025-02-21,5 days,2025-02-28,33.93,2025-03-05,36.68,3 days,-8.1%,Fall by 13.5%,13.7%
Sell,2025-06-10 - 2025-06-11,1 days,2025-06-18,33.95,2025-07-07,33.87,13 days,0.2%,Fall by -1.62%,13.9%
Sell,2025-07-17 - 2025-07-18,1 days,2025-07-25,36.31,2025-07-31,35.44,4 days,2.4%,Fall by -5.81%,16.3%
