Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-15,28.25,2012-02-19,31.25,Buy,24 days,Rise by 15.400000%,10.62
2012-10-28,28.21,2012-12-16,26.81,Sell,34 days,Fall by -11.310000%,4.96
2012-11-18,26.52,2013-03-31,28.61,Sell,94 days,Fall by -18.400000%,-7.88
2012-12-09,26.46,2013-03-31,28.61,Sell,79 days,Fall by -18.670000%,-8.13
2013-05-05,33.49,2013-06-16,34.4,Buy,29 days,Rise by 6.510000%,2.72
2013-10-27,35.73,2013-12-08,38.36,Buy,29 days,Rise by 12.790000%,7.36
2014-09-21,47.52,2015-11-22,54.19,Buy,304 days,Rise by 4.340000%,14.04
2015-11-01,52.64,2015-12-13,54.06,Buy,29 days,Rise by 5.720000%,2.7
2016-05-01,49.87,2016-07-17,53.7,Sell,54 days,Fall by 0.080000%,-7.68
2016-11-13,59.02,2017-01-29,65.78,Sell,54 days,Fall by -42.000000%,-11.45
2016-12-18,62.3,2017-02-19,64.62,Buy,44 days,Rise by 15.180000%,3.72
2016-12-25,63.24,2017-03-12,64.93,Buy,54 days,Rise by 13.470000%,2.67
2017-01-29,65.78,2017-05-21,67.69,Buy,79 days,Rise by 9.090000%,2.9
2017-10-29,83.81,2018-01-07,88.19,Buy,49 days,Rise by 12.230000%,5.23
2018-09-23,114.26,2019-04-14,120.95,Buy,144 days,Rise by -2.950000%,5.86
2019-03-03,112.53,2019-04-14,120.95,Buy,29 days,Rise by 15.430000%,7.48
2021-01-10,219.62,2021-01-31,231.96,Sell,14 days,Fall by -4.890000%,-5.62
2021-07-25,289.67,2021-09-19,299.87,Buy,39 days,Rise by 18.450000%,3.52
2021-11-07,336.06,2023-07-16,345.24,Buy,439 days,Rise by -11.910000%,2.73
2022-05-15,261.12,2022-05-29,273.24,Sell,9 days,Fall by 10.810000%,-4.64
2022-09-04,256.06,2022-10-16,228.56,Sell,29 days,Fall by 13.540000%,10.74
2022-09-25,237.92,2022-11-13,247.11,Sell,34 days,Fall by 5.460000%,-3.86
2023-05-07,310.65,2023-06-18,342.33,Buy,29 days,Rise by 11.130000%,10.2
2024-03-24,428.74,2024-07-14,453.55,Buy,79 days,Rise by 9.050000%,5.79
2024-12-15,447.27,2025-06-15,474.96,Buy,129 days,Rise by -11.240000%,6.19
2025-01-12,418.95,2025-03-23,391.26,Sell,49 days,Fall by 14.110000%,6.61
2025-02-09,409.75,2025-03-23,391.26,Sell,29 days,Fall by 12.180000%,4.51
2025-03-09,393.31,2025-04-13,388.45,Sell,24 days,Fall by -25.850000%,1.24
2025-05-11,438.73,2025-06-08,470.38,Buy,19 days,Rise by 19.460000%,7.21
2025-06-22,477.4,2025-07-27,513.71,Buy,24 days,Rise by 8.460000%,7.61
2025-07-06,498.84,2025-08-10,522.04,Buy,24 days,Rise by 3.800000%,4.65
