Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-11,105.51,2020-03-12,91.81,1 days,-13.0%,Rise by -10.04%,-13.0%,
Buy,2020-03-09 - 2020-03-11,2 days,2020-03-13,102.52,2020-03-18,88.8,3 days,-13.4%,Rise by 9.49%,-26.4%,
Sell,2020-03-30 - 2020-04-01,2 days,2020-04-16,102.02,2020-04-17,106.63,1 days,-4.5%,Fall by -6.94%,-30.9%,
Sell,2020-08-28 - 2020-09-03,4 days,2020-09-14,131.25,2020-09-15,131.24,1 days,0.0%,Fall by 7.86%,-30.9%,
Buy,2020-09-25 - 2020-10-06,7 days,2020-10-08,123.09,2020-11-09,142.59,22 days,15.8%,Rise by 42.76%,-15.0%,
Sell,2020-12-04 - 2020-12-09,3 days,2020-12-15,173.94,2020-12-16,173.12,1 days,0.5%,Fall by 6.27%,-14.6%,
Buy,2021-01-19 - 2021-01-27,6 days,2021-02-01,170.97,2021-02-08,190.0,5 days,11.1%,Rise by 18.1%,-3.4%,
Sell,2021-02-11 - 2021-02-12,1 days,2021-02-18,183.0,2021-02-22,191.76,2 days,-4.8%,Fall by -0.83%,-8.2%,
Buy,2021-04-22 - 2021-05-06,10 days,2021-05-10,184.3,2021-11-11,162.11,133 days,-12.0%,Rise by -3.23%,-20.3%,
Sell,2021-10-11 - 2021-10-15,4 days,2021-10-20,170.55,2021-11-01,170.19,8 days,0.2%,Fall by 11.45%,-20.1%,
Buy,2021-11-23 - 2021-12-01,6 days,2021-12-03,146.22,2021-12-28,155.2,17 days,6.1%,Rise by 7.98%,-13.9%,
Sell,2022-01-03 - 2022-01-04,1 days,2022-01-11,157.89,2022-01-12,157.8,1 days,0.1%,Fall by 12.2%,-13.9%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,142.97,2022-02-10,152.16,8 days,6.4%,Rise by 9.36%,-7.4%,
Buy,2022-04-22 - 2022-04-28,4 days,2022-05-03,113.55,2022-05-24,101.59,15 days,-10.5%,Rise by -10.53%,-18.0%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,105.83,2022-06-14,94.22,16 days,-11.0%,Rise by -10.97%,-28.9%,
Sell,2022-08-01 - 2022-08-03,2 days,2022-08-18,122.67,2022-08-25,117.46,5 days,4.2%,Fall by 10.26%,-24.7%,
Buy,2022-09-22 - 2022-09-30,6 days,2022-10-04,101.44,2022-11-09,86.75,26 days,-14.5%,Rise by 5.03%,-39.2%,
Sell,2022-10-25 - 2022-10-26,1 days,2022-11-03,99.25,2022-11-10,90.46,5 days,8.9%,Fall by 13.57%,-30.3%,
Buy,2022-12-19 - 2022-12-28,7 days,2022-12-30,86.88,2023-01-06,93.92,5 days,8.1%,Rise by 30.31%,-22.2%,
Sell,2023-01-12 - 2023-01-18,4 days,2023-01-31,108.49,2023-02-02,113.21,2 days,-4.4%,Fall by 11.38%,-26.6%,
Sell,2023-01-27 - 2023-02-02,4 days,2023-02-13,107.66,2023-02-27,100.45,10 days,6.7%,Fall by 10.7%,-19.9%,
