Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-29,25.87,2016-03-27,24.0005,2015-11-08,Buy,17 Weeks,-7.23%,Rise by -14.24%,-7.23%,Normal Case,
2015-12-06,26.1,2016-03-27,24.0005,2015-11-29,Buy,16 Weeks,-8.04%,Rise by -15.0%,-15.27%,Normal Case,
2015-12-13,25.4965,2016-03-27,24.0005,2015-11-22,Buy,15 Weeks,-5.87%,Rise by -12.99%,-21.14%,Absolute Extrema Case,
2015-12-13,25.4965,2016-03-27,24.0005,2015-12-06,Buy,15 Weeks,-5.87%,Rise by -12.99%,-27.01%,Normal Case,
2015-12-27,26.5,2016-03-27,24.0005,2015-12-13,Buy,13 Weeks,-9.43%,Rise by -18.74%,-36.44%,Normal Case,
2016-01-10,25.786,2016-03-27,24.0005,2015-12-27,Buy,11 Weeks,-6.92%,Rise by -11.17%,-43.36%,Normal Case,
2016-03-13,25.314,2016-08-14,20.8285,2015-12-20,Buy,22 Weeks,-17.72%,Rise by 0.46%,-61.08%,Local Extrema Case,
2016-05-22,24.1475,2016-08-14,20.8285,2016-05-15,Buy,12 Weeks,-13.74%,Rise by 5.31%,-74.83%,Normal Case,
2016-07-03,24.2865,2017-01-01,17.0825,2016-06-26,Buy,26 Weeks,-29.66%,Rise by -15.06%,-104.49%,Normal Case,
2016-08-21,20.629,2017-01-01,17.0825,2016-08-14,Buy,19 Weeks,-17.19%,Rise by -11.92%,-121.68%,Normal Case,
2016-08-28,21.0,2017-01-01,17.0825,2016-08-21,Buy,18 Weeks,-18.65%,Rise by -13.14%,-140.34%,Normal Case,
2017-01-01,17.0825,2017-05-21,18.28,2016-12-18,Buy,20 Weeks,7.01%,Rise by 15.62%,-133.33%,Normal Case,
2017-01-08,17.2925,2017-05-21,18.28,2016-12-25,Buy,19 Weeks,5.71%,Rise by -10.11%,-127.61%,Normal Case,
2017-04-02,16.1285,2017-07-16,18.651,2017-03-26,Buy,15 Weeks,15.64%,Rise by 22.45%,-111.97%,Normal Case,
2017-04-09,16.582,2017-07-16,18.651,2017-03-19,Buy,14 Weeks,12.48%,Rise by 19.11%,-99.5%,Normal Case,
2017-04-16,17.0,2017-07-16,18.651,2017-04-09,Buy,13 Weeks,9.71%,Rise by 16.18%,-89.79%,Normal Case,
2017-05-21,18.28,2017-11-19,21.472,2017-04-30,Buy,26 Weeks,17.46%,Rise by 29.38%,-72.32%,Normal Case,
2017-08-13,19.39,2017-11-19,21.472,2017-07-30,Buy,14 Weeks,10.74%,Rise by 21.97%,-61.59%,Normal Case,
2017-08-20,19.2505,2017-11-19,21.472,2017-08-13,Buy,13 Weeks,11.54%,Rise by 22.85%,-50.05%,Normal Case,
2017-10-29,21.4155,2017-12-31,22.409,2017-10-22,Buy,9 Weeks,4.64%,Rise by 10.43%,-45.41%,Normal Case,
2017-12-31,22.409,2018-06-03,20.4,2017-12-24,Buy,22 Weeks,-8.97%,Rise by -11.64%,-54.37%,Normal Case,
2018-02-11,20.25,2018-06-03,20.4,2018-02-04,Buy,16 Weeks,0.74%,Rise by 1.73%,-53.63%,Normal Case,
2018-04-08,19.85,2018-08-12,20.6,2018-03-25,Buy,18 Weeks,3.78%,Rise by 10.08%,-49.85%,Normal Case,
2018-05-06,19.8,2018-08-12,20.6,2018-04-29,Buy,14 Weeks,4.04%,Rise by 10.35%,-45.81%,Normal Case,
2018-05-13,20.15,2018-08-12,20.6,2018-04-22,Buy,13 Weeks,2.23%,Rise by 8.44%,-43.58%,Normal Case,
2018-06-24,20.0,2018-12-30,19.8,2018-06-17,Buy,27 Weeks,-1.0%,Rise by 15.75%,-44.58%,Normal Case,
2018-07-01,19.8,2018-12-30,19.8,2018-06-24,Buy,26 Weeks,0.0%,Rise by 16.92%,-44.58%,Normal Case,
2018-08-19,20.8,2018-12-30,19.8,2018-08-12,Buy,19 Weeks,-4.81%,Rise by -12.26%,-49.39%,Normal Case,
2018-10-28,18.25,2018-12-30,19.8,2018-10-21,Buy,9 Weeks,8.49%,Rise by 26.85%,-40.89%,Normal Case,
2018-11-04,19.2,2019-02-10,21.35,2018-10-28,Buy,14 Weeks,11.2%,Rise by 20.57%,-29.7%,Normal Case,
2018-11-18,19.35,2019-02-10,21.35,2018-11-11,Buy,12 Weeks,10.34%,Rise by 19.64%,-19.36%,Normal Case,
2018-12-02,20.45,2019-02-10,21.35,2018-11-18,Buy,10 Weeks,4.4%,Rise by 13.2%,-14.96%,Normal Case,
