Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
SIGMASHELL,DIA,Long,Daily,2025-04-01,419.59,2025-07-09,444.52,5.941514335422677,71,90.91,11,62,
SIGMASHELL,DIA,Long,Daily,2025-03-13,408.78,2025-05-22,418.82,2.4560888497480358,50,90.91,11,62,
