Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-02-26 - 2020-02-28,2 days,2020-03-11,5.4111,2020-03-16,4.7488,3 days,-12.2%,Rise by -20.83%,-12.2%
Buy,2020-03-09 - 2020-03-16,5 days,2020-03-18,4.6642,2020-03-23,3.7765,3 days,-19.0%,Rise by -16.92%,-31.3%
Buy,2020-03-23 - 2020-03-24,1 days,2020-04-03,3.8751,2020-04-07,4.2485,2 days,9.6%,Rise by 13.8%,-21.6%
Sell,2020-04-20 - 2020-05-06,12 days,2020-05-12,4.29,2020-05-15,3.9,3 days,9.1%,Fall by 10.96%,-12.5%
Buy,2020-06-30 - 2020-07-14,10 days,2020-07-21,3.69,2020-08-03,3.31,9 days,-10.3%,Rise by 2.98%,-22.8%
Sell,2020-08-14 - 2020-08-25,7 days,2020-09-01,3.65,2020-09-07,3.64,4 days,0.3%,Fall by 7.95%,-22.6%
Buy,2020-09-22 - 2020-09-23,1 days,2020-10-01,3.48,2020-11-10,3.91,28 days,12.4%,Rise by 4.02%,-10.2%
Sell,2020-10-26 - 2020-11-10,11 days,2020-11-20,4.09,2020-11-24,4.41,2 days,-7.8%,Fall by -2.93%,-18.0%
Sell,2020-11-24 - 2020-11-25,1 days,2020-12-02,4.35,2020-12-23,4.22,15 days,3.0%,Fall by 3.22%,-15.0%
Buy,2020-12-24 - 2021-01-05,8 days,2021-01-07,4.28,2021-02-23,4.65,33 days,8.6%,Rise by 33.41%,-6.4%
Sell,2021-03-01 - 2021-03-02,1 days,2021-03-17,5.67,2021-03-25,5.59,6 days,1.4%,Fall by 10.41%,-5.0%
Sell,2021-03-15 - 2021-04-08,18 days,2021-04-13,5.53,2021-04-16,5.4,3 days,2.4%,Fall by 10.49%,-2.6%
Buy,2021-04-21 - 2021-05-05,10 days,2021-05-07,4.95,2021-10-11,5.52,111 days,11.5%,Rise by 4.04%,8.9%
