Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2009-03-31,21.7300,2009-05-31,27.8000,43 days,27.93%,27.9337%,Rise by 59.34%,27.9337%
Buy,2020-06-30,60.5900,2020-11-30,69.2800,109 days,14.34%,14.3423%,Rise by 43.42%,42.2760%
