Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2002-03-31,1.68,2007-06-30,3.61,1369 days,2001-06-30/1.4539,115.68%,115.68%,Rise by -13.53%,115.68%
Buy,2010-09-30,2.28,2013-09-30,3.68,782 days,2009-12-31/2.2259,61.70%,61.70%,Rise by 22.93%,177.38%
Buy,2013-12-31,3.92,2016-03-31,6.43,587 days,2013-09-30/3.6833,63.94%,63.94%,Rise by 63.94%,241.32%
Buy,2016-06-30,6.5,2020-03-31,4.99,978 days,2016-03-31/6.43,-23.23%,-23.23%,Rise by 12.31%,218.09%
Buy,2023-03-31,8.7,2023-03-31,8.7,0 days,2021-03-31/7.84,0.00%,0.00%,Rise by 0%,218.09%
