Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2006-12-31,2.41,2008-12-31,1.79,522 days,2004-12-31/2.1983,-26.03%,-26.03%,Rise by 138.27%,-26.03%
Buy,2013-12-31,3.92,2017-12-31,6.48,1043 days,2007-12-31/3.2066,65.21%,65.21%,Rise by 123.09%,39.19%
Buy,2018-12-31,7.18,2018-12-31,7.18,0 days,2017-12-31/6.48,0.00%,0.00%,Rise by 0%,39.19%
