Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-23 - 2020-01-24,1 days,2020-01-30,6.1452,2020-02-03,6.0083,2 days,2.2%,Fall by 12.0%,2.2%,
Sell,2020-02-19 - 2020-02-20,1 days,2020-02-25,6.5512,2020-02-28,6.7517,3 days,-3.1%,Fall by 17.45%,-0.8%,
Buy,2020-03-16 - 2020-03-18,2 days,2020-03-20,5.1438,2020-03-24,6.2295,2 days,21.1%,Rise by 75.48%,20.3%,
Sell,2020-03-30 - 2020-03-31,1 days,2020-04-03,6.0978,2020-04-06,6.71,1 days,-10.0%,Fall by -95.37%,10.2%,
Sell,2020-03-31 - 2020-04-07,5 days,2020-04-20,7.1762,2020-04-22,7.1537,2 days,0.3%,Fall by -66.01%,10.5%,
Sell,2020-05-11 - 2020-05-12,1 days,2020-06-02,8.8252,2020-06-03,8.7695,1 days,0.6%,Fall by -34.99%,11.2%,
Sell,2020-07-10 - 2020-07-13,1 days,2020-07-24,10.1945,2020-07-29,10.4655,3 days,-2.7%,Fall by -16.86%,8.5%,
Sell,2020-09-01 - 2020-09-02,1 days,2020-09-08,11.913,2020-09-09,12.715,1 days,-6.7%,Fall by -5.21%,1.8%,
Buy,2020-09-10 - 2020-09-11,1 days,2020-09-22,12.6377,2020-09-30,13.5305,6 days,7.1%,Rise by 12.74%,8.9%,
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-16,13.5153,2020-11-17,13.4222,1 days,0.7%,Fall by 4.33%,9.5%,
Sell,2020-12-21 - 2021-01-04,10 days,2021-01-13,13.5317,2021-01-20,13.3658,5 days,1.2%,Fall by 14.32%,10.8%,
Buy,2020-12-28 - 2021-01-06,7 days,2021-01-08,13.2767,2021-02-08,14.4388,21 days,8.8%,Rise by 15.47%,19.5%,
Sell,2021-01-25 - 2021-02-03,7 days,2021-02-18,14.829,2021-02-24,14.499,4 days,2.2%,Fall by 21.82%,21.7%,
Buy,2021-03-04 - 2021-03-08,2 days,2021-03-22,13.1862,2021-04-05,13.9875,10 days,6.1%,Rise by 22.38%,27.8%,
Sell,2021-04-13 - 2021-04-15,2 days,2021-04-20,15.1713,2021-05-05,14.4585,11 days,4.7%,Fall by 9.93%,32.5%,
Buy,2021-05-04 - 2021-05-13,7 days,2021-05-17,14.1655,2021-05-24,15.612,5 days,10.2%,Rise by 46.12%,42.7%,
Sell,2021-06-02 - 2021-06-07,3 days,2021-06-10,17.425,2021-06-14,18.0187,2 days,-3.4%,Fall by -4.22%,39.3%,
Sell,2021-06-30 - 2021-07-07,5 days,2021-07-14,19.8415,2021-07-20,18.612,4 days,6.2%,Fall by 4.04%,45.5%,
Sell,2021-08-24 - 2021-08-25,1 days,2021-09-08,22.339,2021-09-09,22.177,1 days,0.7%,Fall by 11.67%,46.2%,
Buy,2021-09-30 - 2021-10-04,2 days,2021-10-19,22.29,2021-10-26,24.717,5 days,10.9%,Rise by 49.74%,57.1%,
Sell,2021-11-02 - 2021-11-05,3 days,2021-11-11,30.39,2021-11-16,30.203,3 days,0.6%,Fall by 8.79%,57.8%,
Sell,2021-12-29 - 2022-01-03,3 days,2022-01-06,28.178,2022-01-11,27.817,3 days,1.3%,Fall by 20.78%,59.0%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,24.486,2022-02-09,26.705,7 days,9.1%,Rise by -12.8%,68.1%,
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-09,23.014,2022-03-16,24.496,5 days,6.4%,Rise by 24.52%,74.5%,
Sell,2022-03-28 - 2022-03-29,1 days,2022-04-01,26.712,2022-04-13,22.203,8 days,16.9%,Fall by 19.58%,91.4%,
Buy,2022-04-12 - 2022-04-14,2 days,2022-04-19,22.198,2022-04-22,19.515,3 days,-12.1%,Rise by -15.11%,79.3%,
Buy,2022-04-22 - 2022-04-26,2 days,2022-04-28,19.782,2022-05-09,16.95,7 days,-14.3%,Rise by -12.73%,65.0%,
Sell,2022-05-31 - 2022-06-02,2 days,2022-06-10,16.974,2022-06-15,16.527,3 days,2.6%,Fall by 10.69%,67.6%,
Buy,2022-07-01 - 2022-07-05,2 days,2022-07-14,15.372,2022-07-19,16.992,3 days,10.5%,Rise by 25.0%,78.2%,
Buy,2022-08-30 - 2022-09-01,2 days,2022-09-08,13.99,2022-09-22,12.561,10 days,-10.2%,Rise by -12.59%,68.0%,
Buy,2022-09-15 - 2022-09-26,7 days,2022-09-28,12.736,2022-10-14,11.227,12 days,-11.8%,Rise by -11.85%,56.1%,
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-18,15.409,2022-11-22,16.038,2 days,-4.1%,Fall by 8.91%,52.0%,
Sell,2022-12-12 - 2022-12-13,1 days,2022-12-16,16.571,2022-12-21,16.501,3 days,0.4%,Fall by 13.92%,52.5%,
Sell,2023-01-24 - 2023-01-27,3 days,2023-02-06,21.089,2023-02-07,22.173,1 days,-5.1%,Fall by -24.43%,47.3%,
Sell,2023-02-09 - 2023-02-14,3 days,2023-02-17,21.388,2023-02-23,23.664,4 days,-10.6%,Fall by -22.69%,36.7%,
Sell,2023-02-14 - 2023-02-23,7 days,2023-03-01,22.698,2023-03-02,23.314,1 days,-2.7%,Fall by -15.61%,34.0%,
Sell,2023-03-17 - 2023-03-22,3 days,2023-03-27,26.531,2023-03-30,27.383,3 days,-3.2%,Fall by 1.09%,30.8%,
Sell,2023-05-19 - 2023-05-25,4 days,2023-06-01,39.77,2023-06-02,39.327,1 days,1.1%,Fall by -2.73%,31.9%,
Sell,2023-06-15 - 2023-06-20,3 days,2023-06-23,42.209,2023-06-27,41.876,2 days,0.8%,Fall by 3.21%,32.7%,
Buy,2023-08-11 - 2023-08-14,1 days,2023-08-21,46.967,2023-08-31,49.355,8 days,5.1%,Rise by -10.07%,37.7%,
Sell,2023-08-23 - 2023-08-24,1 days,2023-09-06,47.061,2023-09-08,45.572,2 days,3.2%,Fall by 11.58%,40.9%,
Buy,2023-09-15 - 2023-09-18,1 days,2023-09-22,41.61,2023-10-02,44.782,6 days,7.6%,Rise by 12.82%,48.5%,
Buy,2023-09-22 - 2023-10-20,20 days,2023-10-24,43.663,2024-01-09,53.14,55 days,21.7%,Rise by 15.45%,70.2%,
Buy,2023-10-23 - 2023-10-26,3 days,2023-10-30,41.161,2023-11-02,43.506,3 days,5.7%,Rise by 22.47%,75.9%,
Sell,2023-11-14 - 2023-11-15,1 days,2023-11-22,48.716,2023-11-24,47.776,2 days,1.9%,Fall by 2.35%,77.9%,
Sell,2024-02-05 - 2024-02-12,5 days,2024-02-21,67.472,2024-02-22,78.538,1 days,-16.4%,Fall by -12.94%,61.5%,
Sell,2024-03-07 - 2024-03-08,1 days,2024-03-14,87.944,2024-03-20,90.372,4 days,-2.8%,Fall by 13.35%,58.7%,
Sell,2024-03-12 - 2024-03-18,4 days,2024-03-27,90.25,2024-04-03,88.964,5 days,1.4%,Fall by 15.57%,60.1%,
Buy,2024-04-08 - 2024-04-09,1 days,2024-04-22,79.518,2024-04-26,87.735,4 days,10.3%,Rise by 70.5%,70.5%,
Sell,2024-06-14 - 2024-06-20,4 days,2024-07-02,122.67,2024-07-03,128.28,1 days,-4.6%,Fall by 15.44%,65.9%,
Buy,2024-07-19 - 2024-07-25,4 days,2024-07-31,117.02,2024-08-05,100.45,3 days,-14.2%,Rise by 11.09%,51.7%,
Buy,2024-07-30 - 2024-08-05,4 days,2024-08-09,104.75,2024-08-13,116.14,2 days,10.9%,Rise by 37.19%,62.6%,
Sell,2024-08-19 - 2024-08-22,3 days,2024-08-28,125.61,2024-08-30,119.37,2 days,5.0%,Fall by -2.63%,67.6%,
Sell,2024-10-14 - 2024-10-17,3 days,2024-10-24,140.41,2024-11-01,135.4,6 days,3.6%,Fall by 8.19%,71.1%,
Sell,2024-11-08 - 2024-11-21,9 days,2024-11-26,136.92,2024-12-04,145.14,6 days,-6.0%,Fall by 5.85%,65.1%,
Buy,2024-11-27 - 2024-12-17,14 days,2024-12-19,130.68,2025-01-06,149.43,12 days,14.3%,Rise by -10.73%,79.5%,
Sell,2025-01-06 - 2025-01-07,1 days,2025-01-13,133.23,2025-01-14,131.76,1 days,1.1%,Fall by 12.44%,80.6%,
Buy,2025-01-16 - 2025-01-28,8 days,2025-02-05,124.83,2025-02-13,135.29,6 days,8.4%,Rise by -11.42%,89.0%,
Sell,2025-05-14 - 2025-05-16,2 days,2025-05-23,131.29,2025-05-27,135.5,2 days,-3.2%,Fall by -27.21%,85.8%,
Sell,2025-07-17 - 2025-07-18,1 days,2025-07-23,170.78,2025-07-28,176.75,3 days,-3.5%,Fall by 2.2%,82.3%,
Sell,2025-07-31 - 2025-08-07,5 days,2025-08-14,182.02,2025-08-18,182.01,2 days,0.0%,Fall by 8.24%,82.3%,
