Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-05-17,80.04,2021-06-11,80.96,2021-03-18-2021-04-21,77.57-79.1,Sell,19 days,-1.15%,Fall by 5.18%,-1.15%,
2021-07-12,79.29,2021-11-02,82.2,2020-11-04-2021-06-17,55.48-82.35,Buy,81 days,3.67%,Rise by 13.55%,2.52%,
2021-08-19,79.61,2021-08-23,80.23,2021-06-17-2021-07-20,77.97-80.67,Sell,2 days,-0.78%,Fall by 4.37%,1.74%,
2021-09-22,77.13,2021-11-01,81.96,2020-11-04-2021-03-18,55.48-80.16,Buy,28 days,6.26%,Rise by 13.88%,8.0%,
2021-10-05,77.93,2021-10-05,77.93,2021-06-17-2021-09-20,77.48-80.67,Sell,0 days,-0.0%,Fall by 0%,8.0%,
2022-02-28,91.85,2022-02-28,91.85,2021-09-20-2022-02-09,75.84-95.0,Buy,0 days,0.0%,Rise by 0%,8.0%,
2022-03-10,92.13,2022-03-28,91.99,2022-02-09-2022-02-24,89.05-93.84,Sell,12 days,0.15%,Fall by 10.9%,8.16%,
2022-04-26,83.49,2022-05-04,83.38,2020-11-04-2022-02-09,55.48-95.0,Sell,6 days,0.13%,Fall by 3.77%,8.29%,
2022-06-09,83.32,2022-06-09,83.32,2022-01-17-2022-05-20,81.28-92.31,Sell,0 days,-0.0%,Fall by 0%,8.29%,
2022-06-23,75.61,2022-06-27,76.89,2021-09-20-2022-02-09,75.84-95.0,Sell,2 days,-1.69%,Fall by 6.74%,6.59%,
2022-08-25,75.69,2022-08-25,75.69,2021-09-28-2022-07-14,73.48-78.56,Sell,0 days,-0.0%,Fall by 0%,6.59%,
2022-09-06,70.68,2022-09-09,73.33,2022-07-14-2022-08-18,71.21-81.98,Sell,3 days,-3.75%,Fall by 10.41%,2.85%,
2022-10-11,64.06,2022-10-17,66.17,2020-11-04-2021-06-17,55.48-82.35,Sell,4 days,-3.29%,Fall by 2.55%,-0.45%,
2022-11-04,65.85,2022-12-07,67.97,2021-03-18-2022-10-13,66.18-79.1,Sell,23 days,-3.22%,Fall by 3.25%,-3.67%,
2022-11-17,68.81,2022-11-17,68.81,2022-02-09-2022-10-13,66.18-93.84,Sell,0 days,-0.0%,Fall by 0%,-3.67%,
2022-12-21,65.86,2024-11-14,75.71,2022-10-13-2022-11-28,63.19-71.75,Buy,496 days,14.96%,Rise by 5.47%,11.29%,
2023-02-22,71.57,2023-02-28,67.44,2022-11-28-2022-12-19,65.58-70.87,Sell,4 days,5.77%,Fall by 3.29%,17.06%,
2023-03-03,69.96,2023-03-03,69.96,2022-12-19-2023-02-14,64.06-74.41,Buy,0 days,0.0%,Rise by 0%,17.06%,
2023-04-06,67.48,2023-04-10,67.61,2022-11-28-2023-03-15,65.31-70.87,Sell,2 days,-0.19%,Fall by 2.88%,16.87%,
2023-04-25,66.41,2023-04-28,67.63,2023-02-14-2023-03-15,65.31-73.61,Sell,3 days,-1.84%,Fall by 3.05%,15.03%,
2023-06-23,63.28,2023-06-28,64.65,2022-12-19-2023-02-14,64.06-74.41,Sell,3 days,-2.16%,Fall by 4.69%,12.86%,
2023-07-10,63.52,2023-07-11,63.8,2023-04-19-2023-05-24,66.42-68.58,Sell,1 days,-0.44%,Fall by 3.42%,12.42%,
2023-07-31,66.4,2023-08-03,64.24,2022-11-28-2023-07-07,64.33-70.87,Sell,3 days,3.25%,Fall by 4.08%,15.68%,
2023-08-11,64.6,2025-09-02,85.62,2023-07-07-2023-07-24,63.05-67.54,Buy,537 days,32.54%,Rise by 6.46%,48.22%,
2023-08-17,62.8,2023-08-24,62.4,2022-10-13-2023-02-14,63.19-74.41,Sell,5 days,0.64%,Fall by 6.81%,48.85%,
2023-08-18,62.42,2023-08-24,62.4,2022-10-13-2022-11-28,63.19-71.75,Sell,4 days,0.03%,Fall by 6.81%,48.88%,
2023-08-22,61.62,2023-08-24,62.4,2023-07-07-2023-07-24,63.05-67.54,Sell,2 days,-1.27%,Fall by 6.81%,47.62%,
