Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-24,129.0400,2022-01-31,131.2300,5 days,1.70%,1.6971%,Rise by 3.98%,1.6971%,
Buy,2022-02-24,127.0600,2022-02-25,130.9500,1 days,3.06%,3.0615%,Rise by 12.41%,4.7587%,
Buy,2022-05-12,127.2500,2022-05-17,131.3300,3 days,3.21%,3.2063%,Rise by 5.32%,7.9650%,
Buy,2022-06-15,121.7500,2022-06-23,127.0900,6 days,4.39%,4.3860%,Rise by 7.38%,12.3510%,
Buy,2022-09-01,126.8100,2022-09-08,129.3600,5 days,2.01%,2.0109%,Rise by 0.06%,14.3619%,
Buy,2022-09-27,121.1900,2022-09-28,123.8400,1 days,2.19%,2.1866%,Rise by 11.21%,16.5485%,
Buy,2023-03-02,127.7400,2023-04-03,130.9100,22 days,2.48%,2.4816%,Rise by 6.2%,19.0302%,
Buy,2023-10-31,124.5400,2023-11-02,126.7800,2 days,1.80%,1.7986%,Rise by 9.18%,20.8288%,
Buy,2024-04-08,142.7600,2024-05-14,144.0600,26 days,0.91%,0.9106%,Rise by 2.63%,21.7394%,
Buy,2024-10-28,148.8100,2024-11-15,141.8400,14 days,-4.68%,-4.6838%,Rise by -0.94%,17.0556%,
Buy,2024-11-20,142.8800,2024-11-25,145.3900,3 days,1.76%,1.7567%,Rise by 3.9%,18.8123%,
Buy,2024-12-17,139.2100,2025-01-13,141.4600,19 days,1.62%,1.6163%,Rise by 6.64%,20.4285%,
Buy,2025-04-09,138.7600,2025-06-20,132.6000,52 days,-4.44%,-4.4393%,Rise by 1.23%,15.9892%,
