Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-05-02,199.46,2022-11-18,287.98,Buy,144 Days,-12.39,Rise by -13.22%,44.38%,44.38%
2024-05-01,551.71,2024-07-10,677.65,Buy,50 Days,-4.69,Rise by 11.76%,22.83%,67.21%
2024-08-01,624.85,2024-10-01,706.13,Buy,43 Days,-3.78,Rise by 11.79%,13.01%,80.21%
