Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-02-23,60.71,2021-12-20,69.53,213 days,14.530000%,14.530000%,Rise by 4.250000%,14.530000%
Buy,2022-01-26,66.56,2022-06-09,71.89,95 days,8.010000%,8.010000%,Rise by 7.890000%,22.540000%
Buy,2022-06-15,66.77,2022-08-26,75.71,51 days,13.390000%,13.390000%,Rise by 7.610000%,35.930000%
Buy,2022-09-21,72.86,2024-12-04,80.44,574 days,10.400000%,10.400000%,Rise by -10.640000%,46.330000%
Buy,2025-03-07,77.29,2025-03-07,77.29,0 days,0.00%,0.00%,Rise by 0%,46.330000%
