Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-05-06,14.83,2020-05-08,15.76,Sell,1 days,Fall by -20.360000%,-6.27,
2020-07-14,18.64,2020-07-29,18.21,Sell,10 days,Fall by 4.880000%,2.31,
2020-07-30,17.86,2020-08-21,17.6,Sell,15 days,Fall by 4.820000%,1.46,
2020-09-04,18.59,2020-09-11,17.6,Sell,4 days,Fall by 10.330000%,5.33,
2020-10-02,17.85,2020-10-14,19.58,Buy,7 days,Rise by 36.300000%,9.69,
2020-10-08,18.62,2020-10-15,22.15,Buy,4 days,Rise by 30.670000%,18.96,
2021-01-05,24.79,2021-01-15,26.38,Sell,7 days,Fall by -17.790000%,-6.41,
2021-01-19,27.69,2021-02-09,29.23,Buy,14 days,Rise by 5.850000%,5.56,
2021-02-05,29.31,2021-03-01,30.65,Buy,15 days,Rise by 8.800000%,4.57,
2021-02-22,29.2,2021-03-01,30.65,Buy,4 days,Rise by 8.970000%,4.97,
2021-03-24,29.69,2021-04-01,31.22,Sell,5 days,Fall by -3.030000%,-5.15,
2021-05-12,30.55,2021-05-25,29.47,Sell,8 days,Fall by 5.430000%,3.54,
2021-06-09,32.25,2021-06-16,34.43,Buy,4 days,Rise by 16.190000%,6.76,
2021-08-11,39.62,2021-09-02,40.77,Buy,15 days,Rise by 8.810000%,2.9,
2021-08-12,39.78,2021-09-02,40.77,Buy,14 days,Rise by 8.370000%,2.49,
2021-08-24,40.52,2021-09-15,42.26,Buy,15 days,Rise by 6.390000%,4.29,
2021-08-31,41.23,2021-09-17,42.5,Buy,12 days,Rise by 4.560000%,3.08,
2021-09-03,40.66,2021-09-16,43.11,Sell,8 days,Fall by 1.300000%,-6.03,
2021-09-10,41.72,2021-09-27,42.75,Buy,10 days,Rise by 20.610000%,2.47,
2021-09-29,40.87,2021-10-14,47.5,Sell,10 days,Fall by -20.430000%,-16.22,
2021-10-15,48.23,2021-10-22,49.59,Buy,4 days,Rise by 9.680000%,2.82,
2021-12-14,49.84,2021-12-30,52.2,Sell,11 days,Fall by 3.610000%,-4.74,
2022-01-10,48.04,2022-01-13,58.87,Sell,2 days,Fall by 12.390000%,-22.54,
2022-03-07,42.09,2022-03-09,45.39,Sell,1 days,Fall by 11.190000%,-7.84,
2022-08-16,45.13,2022-09-14,48.84,Buy,20 days,Rise by 10.860000%,8.22,
2022-08-18,45.88,2022-09-14,48.84,Buy,18 days,Rise by 9.050000%,6.45,
2022-09-28,47.04,2022-10-20,50.42,Buy,15 days,Rise by 14.900000%,7.19,
2022-10-13,51.43,2022-10-31,52.84,Buy,11 days,Rise by 5.410000%,2.74,
2022-12-16,46.21,2022-12-21,47.91,Sell,2 days,Fall by 2.730000%,-3.68,
2023-01-10,50.25,2023-12-06,24.7,Buy,235 days,Rise by -3.800000%,-50.85,
2023-02-03,47.39,2023-02-09,44.34,Sell,3 days,Fall by 10.260000%,6.44,
2023-02-07,46.55,2023-02-14,43.46,Sell,4 days,Fall by 10.050000%,6.64,
2023-03-27,38.55,2023-03-29,42.08,Sell,1 days,Fall by 11.410000%,-9.16,
2023-03-30,42.54,2023-05-02,43.1,Buy,22 days,Rise by 3.200000%,1.32,
2023-04-11,42.38,2023-05-02,43.1,Buy,14 days,Rise by -19.420000%,1.7,
2023-04-21,43.9,2023-12-06,24.7,Buy,162 days,Rise by -17.310000%,-43.74,
2023-04-27,43.17,2023-12-06,24.7,Buy,158 days,Rise by -13.920000%,-42.78,
2023-11-29,26.08,2023-12-27,28.03,Buy,19 days,Rise by 8.170000%,7.48,
2023-12-20,26.79,2023-12-28,27.7,Buy,5 days,Rise by 30.200000%,3.4,
2024-01-12,34.88,2024-02-07,38.76,Buy,17 days,Rise by 15.170000%,11.12,
2024-05-13,34.09,2024-05-23,32.25,Sell,7 days,Fall by 5.690000%,5.4,
2024-06-17,38.36,2024-07-11,41.51,Buy,17 days,Rise by 24.240000%,8.21,
2024-08-26,46.66,2024-09-26,51.36,Buy,22 days,Rise by 10.070000%,10.07,
2024-10-15,45.65,2024-10-22,44.73,Sell,4 days,Fall by 8.110000%,2.02,
2024-10-25,43.19,2024-10-30,44.61,Sell,2 days,Fall by -0.320000%,-3.29,
2024-11-07,44.51,2024-11-25,45.57,Sell,11 days,Fall by 2.650000%,-2.38,
2024-11-21,43.33,2024-11-25,45.57,Sell,1 days,Fall by -57.420000%,-5.17,
2025-07-02,73.95,2025-08-18,77.1,Buy,32 days,Rise by 1.840000%,4.26,
2025-08-08,72.6,2025-08-13,76.94,Sell,2 days,Fall by -9.560000%,-5.98,
2025-10-01,81.51,2025-10-10,86.0,Sell,6 days,Fall by -20.190000%,-5.51,
