Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-01-20,173.64,2021-03-05,189.99,2020-11-04-2020-12-31,123.41-183.4,Buy,32 days,9.42%,Rise by -10.48%,9.42%
2021-03-03,192.26,2021-03-24,184.72,2020-12-31-2021-01-27,166.34-180.27,Sell,15 days,3.92%,Fall by 8.36%,13.34%
2021-03-29,184.85,2021-03-29,184.85,2020-11-04-2021-03-08,123.41-203.02,Buy,0 days,0.0%,Rise by 0%,13.34%
2021-05-10,184.3,2021-05-12,177.85,2021-03-08-2021-04-21,183.38-193.79,Sell,2 days,3.5%,Fall by 3.05%,16.84%
2021-05-11,181.67,2021-05-14,173.7,2020-11-04-2021-03-08,123.41-203.02,Sell,3 days,4.39%,Fall by 0.74%,21.22%
2021-06-08,176.33,2021-06-10,176.57,2021-03-08-2021-05-19,169.4-193.79,Sell,2 days,-0.14%,Fall by 2.14%,21.09%
2021-08-20,175.12,2021-08-23,177.66,2021-07-14-2021-08-03,176.13-182.08,Sell,1 days,-1.45%,Fall by 4.78%,19.64%
2021-09-23,176.25,2021-09-23,176.25,2021-05-19-2021-09-09,167.1-187.58,Buy,0 days,0.0%,Rise by 0%,19.64%
2021-10-14,174.41,2021-10-14,174.41,2021-07-14-2021-09-21,182.23-182.08,Sell,0 days,-0.0%,Fall by 0%,19.64%
2021-11-11,162.11,2021-11-18,155.58,2021-05-19-2021-09-09,167.1-187.58,Sell,5 days,4.03%,Fall by 5.86%,23.67%
2021-12-01,142.15,2021-12-03,146.22,2020-11-04-2020-12-31,123.41-183.4,Sell,2 days,-2.86%,Fall by -0.17%,20.8%
2021-12-17,148.76,2021-12-22,151.88,2021-11-08-2021-12-01,148.37-176.1,Sell,3 days,-2.1%,Fall by 10.12%,18.71%
2022-02-08,142.48,2022-02-28,148.46,2022-01-04-2022-01-24,137.68-155.55,Sell,14 days,-4.2%,Fall by 13.09%,14.51%
2022-02-17,152.95,2022-02-22,148.09,2020-12-31-2022-01-24,137.68-180.27,Sell,3 days,3.18%,Fall by 11.03%,17.69%
2022-04-05,135.62,2022-04-11,130.65,2022-01-04-2022-03-14,133.07-155.55,Sell,4 days,3.66%,Fall by 11.39%,21.35%
2022-06-08,107.34,2022-06-08,107.34,2022-01-04-2022-05-12,105.0-155.55,Sell,0 days,-0.0%,Fall by 0%,21.35%
2022-07-06,96.08,2022-07-13,92.94,2022-06-01-2022-06-22,94.61-108.27,Sell,5 days,3.27%,Fall by -6.51%,24.62%
2022-08-23,114.86,2022-08-23,114.86,2022-01-04-2022-07-14,92.04-155.55,Sell,0 days,-0.0%,Fall by 0%,24.62%
2022-09-02,111.2,2022-09-08,112.33,2022-03-29-2022-07-14,92.04-140.96,Sell,4 days,-1.02%,Fall by 11.42%,23.6%
2022-09-08,112.33,2022-09-08,112.33,2022-07-14-2022-08-16,90.23-126.48,Buy,0 days,0.0%,Rise by 0%,23.6%
2022-09-19,109.17,2022-09-19,109.17,2021-03-08-2022-07-14,92.04-193.79,Sell,0 days,-0.0%,Fall by 0%,23.6%
2022-10-11,93.1,2022-10-17,97.33,2022-06-01-2022-07-14,92.04-108.27,Sell,4 days,-4.54%,Fall by 10.87%,19.06%
2022-11-08,99.9,2022-11-09,86.75,2022-08-16-2022-10-13,96.97-123.45,Sell,1 days,13.16%,Fall by 2.97%,32.22%
2022-11-09,86.75,2022-11-11,95.01,2022-07-14-2022-08-16,90.23-126.48,Sell,2 days,-9.52%,Fall by 11.41%,22.7%
2022-11-29,94.69,2022-11-29,94.69,2022-03-29-2022-11-09,91.1-140.96,Sell,0 days,-0.0%,Fall by 0%,22.7%
2022-12-09,93.38,2022-12-15,90.49,2022-06-01-2022-11-09,91.1-108.27,Sell,4 days,3.09%,Fall by -2.33%,25.8%
