Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
FRACTAL TRACK,MSFT,Long,Weekly,2024-11-24,417.0,2025-08-24,507.23,21.637889688249405,194,100.0,28,434
