Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2011-05-31,36.75,2011-06-30,33.0,2008-11-30-2011-04-30,2.51-47.6,Sell,22 days,10.2%,Fall by 12.24%,10.2%,
2013-04-30,24.53,2013-05-31,23.72,2012-05-31-2012-11-30,22.94-41.3,Sell,23 days,3.3%,Fall by 11.72%,13.51%,
2014-07-31,26.11,2020-12-31,41.74,2008-11-30-2011-04-30,2.51-47.6,Buy,1675 days,59.86%,Rise by 15.05%,73.37%,
2016-08-31,25.33,2016-10-31,24.11,2016-01-31-2016-08-31,10.04-31.35,Sell,43 days,4.82%,Fall by 13.56%,78.18%,
2016-10-31,24.11,2016-11-30,18.23,2013-06-30-2016-08-31,17.75-31.35,Sell,22 days,24.39%,Fall by -4.72%,102.57%,
2017-10-31,20.74,2020-12-31,41.74,2016-01-31-2016-08-31,10.04-31.35,Buy,827 days,101.25%,Rise by 15.05%,203.83%,
2020-09-30,49.07,2020-10-31,46.11,2013-06-30-2020-08-31,17.75-57.89,Sell,22 days,6.03%,Fall by 17.13%,209.86%,
2020-10-31,46.11,2020-11-30,39.14,2018-11-30-2020-08-31,15.08-57.89,Sell,20 days,15.12%,Fall by 3.99%,224.97%,
2020-11-30,39.14,2021-02-28,35.74,2008-11-30-2020-08-31,2.51-57.89,Sell,64 days,8.69%,Fall by -5.15%,233.66%,
2021-01-31,41.07,2021-01-31,41.07,2016-08-31-2018-11-30,17.3-24.75,Sell,0 days,-0.0%,Fall by 0%,233.66%,
2021-05-31,48.02,2022-04-30,44.86,2012-05-31-2012-11-30,22.94-41.3,Buy,239 days,-6.58%,Rise by -27.86%,227.08%,
2021-12-31,42.93,2021-12-31,42.93,2018-11-30-2020-08-31,15.08-57.89,Buy,0 days,0.0%,Rise by 0%,227.08%,
2022-07-31,34.3,2022-08-31,30.5,2021-03-31-2022-04-30,34.85-51.91,Sell,22 days,11.08%,Fall by -32.95%,238.16%,
2022-11-30,39.03,2022-11-30,39.03,2016-01-31-2020-08-31,10.04-57.89,Buy,0 days,0.0%,Rise by 0%,238.16%,
2023-06-30,43.22,2023-09-30,40.55,2022-09-30-2023-04-30,28.62-52.76,Sell,65 days,6.18%,Fall by -38.69%,244.34%,
2023-08-31,43.58,2023-09-30,40.55,2021-03-31-2023-04-30,34.85-52.76,Sell,21 days,6.95%,Fall by -38.69%,251.29%,
2023-12-31,49.34,2023-12-31,49.34,2022-09-30-2023-04-30,28.62-52.76,Buy,0 days,0.0%,Rise by 0%,251.29%,
2025-10-31,96.52,2025-10-31,96.52,2023-10-31-2025-10-31,38.37-114.36,Sell,0 days,-0.0%,Fall by 0%,251.29%,
