Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-03,35.81,2021-03-05,36.21,2021-01-07-2021-01-27,39.33-44.94,Sell,2 days,-1.12%,Fall by -3.62%,-1.12%,
2021-03-24,37.94,2021-03-29,38.27,2021-01-07-2021-03-03,36.12-44.94,Sell,3 days,-0.87%,Fall by -7.97%,-1.99%,
2021-06-23,44.07,2025-04-24,82.17,2021-03-03-2021-06-01,34.85-49.1,Buy,1001 days,86.45%,Rise by 4.38%,84.47%,
2021-07-21,44.15,2021-08-09,42.65,2021-06-01-2021-06-29,43.98-48.07,Sell,13 days,3.4%,Fall by 10.46%,87.86%,
2021-08-11,43.38,2021-08-12,42.97,2021-06-01-2021-07-19,43.78-48.07,Sell,1 days,0.95%,Fall by 11.12%,88.81%,
2021-09-13,44.41,2021-09-13,44.41,2021-06-01-2021-08-10,42.94-48.07,Sell,0 days,-0.0%,Fall by 0%,88.81%,
2021-09-24,39.29,2021-09-29,37.58,2021-03-03-2021-06-01,34.85-49.1,Sell,3 days,4.35%,Fall by -5.48%,93.16%,
2021-10-29,40.41,2021-10-29,40.41,2021-08-04-2021-10-05,37.62-45.87,Sell,0 days,-0.0%,Fall by 0%,93.16%,
2021-11-23,42.33,2021-12-01,40.55,2021-06-01-2021-10-05,37.62-48.07,Sell,6 days,4.21%,Fall by 3.43%,97.37%,
2021-12-07,41.09,2023-04-18,50.02,2021-10-05-2021-11-16,36.39-45.64,Buy,355 days,21.73%,Rise by 4.14%,119.1%,
2022-01-07,38.56,2022-01-12,40.3,2021-11-16-2021-12-15,40.03-44.61,Sell,3 days,-4.51%,Fall by 3.2%,114.59%,
2022-03-15,46.92,2022-03-17,47.75,2021-11-16-2022-01-10,39.36-44.61,Sell,2 days,-1.77%,Fall by 10.95%,112.82%,
2022-05-04,45.85,2024-09-23,62.23,2021-03-03-2022-04-20,34.85-51.91,Buy,623 days,35.73%,Rise by 10.12%,148.54%,
2022-05-12,39.39,2022-05-16,39.81,2022-01-10-2022-04-20,38.01-51.91,Sell,2 days,-1.07%,Fall by 12.03%,147.48%,
2022-05-16,39.81,2022-05-16,39.81,2021-10-05-2022-04-20,36.39-51.91,Buy,0 days,0.0%,Rise by 0%,147.48%,
2022-05-17,40.28,2022-06-03,42.33,2021-03-03-2022-04-20,34.85-51.91,Sell,13 days,-5.09%,Fall by 12.19%,142.39%,
2022-05-20,41.58,2022-06-13,39.96,2021-10-05-2022-04-20,36.39-51.91,Sell,16 days,3.9%,Fall by 12.36%,146.28%,
2022-06-09,40.52,2022-06-14,38.9,2022-04-20-2022-05-12,41.02-50.64,Sell,3 days,4.0%,Fall by 10.33%,150.28%,
2022-06-30,36.03,2022-07-06,34.88,2021-10-05-2021-11-16,36.39-45.64,Sell,4 days,3.19%,Fall by 8.77%,153.47%,
2022-08-09,34.13,2022-08-09,34.13,2021-11-16-2022-07-25,32.7-44.61,Sell,0 days,-0.0%,Fall by 0%,153.47%,
2022-09-19,32.44,2022-09-22,31.42,2021-08-04-2022-09-01,30.29-45.87,Sell,3 days,3.14%,Fall by 2.29%,156.62%,
2022-10-11,31.72,2022-10-11,31.72,2021-09-03-2022-09-26,30.25-45.41,Sell,0 days,-0.0%,Fall by 0%,156.62%,
2022-11-02,31.34,2022-11-02,31.34,2021-12-31-2022-09-26,30.25-42.62,Sell,0 days,-0.0%,Fall by 0%,156.62%,
2022-11-18,37.01,2022-11-18,37.01,2021-01-07-2022-09-26,30.25-44.94,Sell,0 days,-0.0%,Fall by 0%,156.62%,
2022-12-08,39.52,2022-12-08,39.52,2021-06-01-2022-09-26,30.25-48.07,Sell,0 days,-0.0%,Fall by 0%,156.62%,
2023-01-04,41.95,2025-06-10,88.17,2022-01-10-2022-04-20,38.01-51.91,Buy,634 days,110.18%,Rise by 5.04%,266.8%,
2023-02-07,44.04,2023-04-11,49.55,2022-09-26-2023-01-25,28.62-46.53,Buy,45 days,12.51%,Rise by 5.13%,279.31%,
2023-03-06,41.25,2023-03-07,38.87,2022-09-26-2023-01-25,28.62-46.53,Sell,1 days,5.77%,Fall by -25.44%,285.08%,
2023-04-20,49.37,2023-05-18,47.85,2023-01-25-2023-03-08,39.36-45.42,Sell,20 days,3.08%,Fall by 10.16%,288.16%,
2023-04-25,49.55,2024-04-17,52.67,2023-03-08-2023-04-13,38.4-52.76,Buy,256 days,6.3%,Rise by 9.78%,294.45%,
2023-05-01,48.9,2024-04-17,52.67,2022-09-26-2023-04-13,28.62-52.76,Buy,252 days,7.71%,Rise by 9.78%,302.16%,
2023-05-16,49.63,2023-05-18,47.85,2023-04-13-2023-04-27,49.99-51.42,Sell,2 days,3.59%,Fall by 10.16%,305.75%,
2023-05-24,44.95,2023-06-01,46.24,2022-09-26-2023-04-13,28.62-52.76,Sell,6 days,-2.87%,Fall by 10.4%,302.88%,
2023-06-21,42.67,2023-06-26,42.98,2022-01-10-2023-04-13,38.01-52.76,Sell,3 days,-0.73%,Fall by 1.65%,302.15%,
2023-07-05,42.77,2023-07-06,41.43,2023-03-08-2023-04-13,38.4-52.76,Sell,1 days,3.13%,Fall by -2.03%,305.29%,
2023-07-06,41.43,2023-07-25,45.62,2021-10-05-2023-04-13,36.39-52.76,Sell,13 days,-10.11%,Fall by 10.11%,295.17%,
2023-08-02,42.27,2023-08-02,42.27,2023-04-13-2023-07-06,42.48-51.42,Sell,0 days,-0.0%,Fall by 0%,295.17%,
2023-08-18,41.01,2023-09-08,42.16,2021-03-03-2023-04-13,34.85-52.76,Sell,15 days,-2.8%,Fall by 7.92%,292.37%,
2023-09-07,41.75,2023-09-07,41.75,2023-04-13-2023-08-18,41.19-51.42,Sell,0 days,-0.0%,Fall by 0%,292.37%,
2023-09-27,40.23,2023-09-29,40.55,2023-07-26-2023-08-18,41.19-44.6,Sell,2 days,-0.8%,Fall by -4.19%,291.57%,
2023-11-01,43.09,2023-11-01,43.09,2023-01-25-2023-10-03,39.38-45.42,Sell,0 days,-0.0%,Fall by 0%,291.57%,
2024-01-11,47.75,2024-04-08,50.06,2023-10-03-2023-12-22,38.37-50.95,Buy,62 days,4.84%,Rise by 15.5%,296.41%,
2024-02-26,39.19,2024-02-28,39.76,2023-10-03-2023-12-22,38.37-50.95,Sell,2 days,-1.45%,Fall by -39.81%,294.96%,
2024-03-20,45.14,2024-04-03,51.09,2023-12-22-2024-01-22,46.34-49.8,Sell,10 days,-13.18%,Fall by -2.94%,281.77%,
2024-04-19,52.65,2024-06-20,53.87,2023-12-22-2024-02-26,39.39-49.8,Sell,44 days,-2.32%,Fall by 0.87%,279.46%,
2024-06-06,55.59,2025-04-24,82.17,2024-02-26-2024-05-20,38.57-57.87,Buy,230 days,47.81%,Rise by 4.38%,327.27%,
2024-06-20,53.87,2024-06-20,53.87,2022-09-26-2024-05-20,28.62-57.87,Buy,0 days,0.0%,Rise by 0%,327.27%,
2024-07-01,52.04,2024-07-03,54.52,2024-02-26-2024-05-20,38.57-57.87,Sell,2 days,-4.77%,Fall by 2.05%,322.51%,
2024-07-24,59.94,2024-08-02,57.67,2024-05-20-2024-07-01,52.94-56.18,Sell,7 days,3.79%,Fall by -0.54%,326.29%,
2024-07-29,58.64,2025-02-25,68.94,2024-07-01-2024-07-17,51.96-63.06,Buy,151 days,17.56%,Rise by 23.5%,343.86%,
2024-08-06,55.01,2024-08-09,55.81,2021-03-03-2024-07-17,34.85-63.06,Sell,3 days,-1.45%,Fall by -3.89%,342.4%,
2024-08-07,53.4,2024-08-16,59.05,2022-09-26-2024-07-17,28.62-63.06,Sell,7 days,-10.58%,Fall by 1.81%,331.82%,
2024-08-09,55.81,2025-04-24,82.17,2021-03-03-2024-07-17,34.85-63.06,Buy,184 days,47.23%,Rise by 4.38%,379.06%,
2024-08-30,61.81,2024-09-03,59.72,2024-07-17-2024-08-07,55.88-61.23,Sell,2 days,3.38%,Fall by 0.39%,382.44%,
2024-11-08,64.82,2025-04-08,70.56,2024-07-01-2024-10-22,51.96-68.64,Buy,107 days,8.86%,Rise by 21.56%,391.29%,
2024-11-12,59.69,2024-11-18,60.9,2024-02-26-2024-10-22,38.57-68.64,Sell,4 days,-2.03%,Fall by 8.46%,389.26%,
2024-11-13,59.04,2024-12-18,57.22,2021-03-03-2024-10-22,34.85-68.64,Sell,25 days,3.08%,Fall by 2.57%,392.35%,
2024-11-18,60.9,2024-11-18,60.9,2022-09-26-2024-10-22,28.62-68.64,Buy,0 days,0.0%,Rise by 0%,392.35%,
2024-12-02,61.48,2024-12-18,57.22,2024-09-26-2024-11-14,60.08-63.55,Sell,12 days,6.93%,Fall by 2.57%,399.28%,
2024-12-18,57.22,2025-01-30,63.12,2022-09-26-2024-10-22,28.62-68.64,Sell,31 days,-10.31%,Fall by -11.79%,388.97%,
2024-12-30,56.08,2025-01-02,58.07,2024-02-26-2024-07-17,38.57-63.06,Sell,3 days,-3.55%,Fall by -41.78%,385.42%,
2025-01-02,58.07,2025-02-25,68.94,2022-09-26-2024-07-17,28.62-63.06,Buy,38 days,18.72%,Rise by 23.5%,404.14%,
2025-01-17,57.77,2025-01-17,57.77,2024-09-26-2024-12-30,56.55-63.55,Sell,0 days,-0.0%,Fall by 0%,404.14%,
2025-05-06,85.76,2025-06-10,88.17,2024-12-30-2025-04-21,55.47-87.42,Buy,25 days,2.81%,Rise by 5.04%,406.95%,
2025-05-13,78.51,2025-05-16,78.5,2024-12-30-2025-04-21,55.47-87.42,Sell,3 days,0.01%,Fall by -10.47%,406.96%,
