Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-27,17.27,2016-04-10,12.88,2015-12-13,Buy,15 Weeks,-25.42%,Rise by -30.8%,-25.42%,Normal Case,
2016-05-01,14.56,2016-09-18,15.49,2016-04-24,Buy,20 Weeks,6.39%,Rise by -10.71%,-19.03%,Normal Case,
2016-05-08,14.11,2016-09-18,15.49,2016-04-17,Buy,19 Weeks,9.78%,Rise by 13.39%,-9.25%,Normal Case,
2016-08-07,15.05,2017-01-01,22.1,2016-07-24,Buy,21 Weeks,46.84%,Rise by 53.42%,37.59%,Normal Case,
2016-08-21,15.22,2017-01-01,22.1,2016-08-14,Buy,19 Weeks,45.2%,Rise by 51.71%,82.8%,Normal Case,
2016-08-28,15.79,2017-01-01,22.1,2016-08-21,Buy,18 Weeks,39.96%,Rise by 46.23%,122.76%,Normal Case,
2016-09-04,16.0,2017-01-01,22.1,2016-08-28,Buy,17 Weeks,38.13%,Rise by 44.31%,160.88%,Normal Case,
2016-10-16,16.0,2017-01-01,22.1,2016-07-03,Buy,11 Weeks,38.13%,Rise by 44.31%,199.01%,Local Extrema Case,
2016-10-16,16.0,2017-01-01,22.1,2016-10-09,Buy,11 Weeks,38.13%,Rise by 44.31%,237.13%,Normal Case,
2016-10-30,16.68,2017-01-01,22.1,2016-10-23,Buy,9 Weeks,32.49%,Rise by 52.52%,269.63%,Normal Case,
2016-11-13,19.02,2017-02-12,23.08,2016-10-30,Buy,13 Weeks,21.35%,Rise by 33.75%,290.97%,Normal Case,
2017-01-15,23.01,2017-03-19,24.86,2016-12-25,Buy,9 Weeks,8.04%,Rise by 10.56%,299.01%,Normal Case,
2017-01-29,23.36,2017-07-23,23.8,2017-01-22,Buy,25 Weeks,1.88%,Rise by 2.74%,300.9%,Normal Case,
2017-03-12,25.31,2017-07-23,23.8,2017-03-05,Buy,19 Weeks,-5.97%,Rise by -5.18%,294.93%,Normal Case,
2017-07-02,24.26,2017-11-12,26.51,2017-06-11,Buy,19 Weeks,9.27%,Rise by 32.73%,304.2%,Normal Case,
2017-07-09,24.83,2017-11-12,26.51,2017-06-25,Buy,18 Weeks,6.77%,Rise by 29.68%,310.97%,Normal Case,
2017-08-13,23.86,2017-11-12,26.51,2017-07-30,Buy,13 Weeks,11.11%,Rise by 34.95%,322.08%,Normal Case,
2017-08-20,23.62,2017-11-12,26.51,2015-12-20,Buy,12 Weeks,12.24%,Rise by 36.33%,334.31%,Tangent Case,
2017-10-01,25.34,2018-02-18,31.97,2017-09-24,Buy,20 Weeks,26.16%,Rise by 27.07%,360.48%,Normal Case,
2017-10-29,27.8,2018-02-18,31.97,2017-10-22,Buy,16 Weeks,15.0%,Rise by 15.83%,375.48%,Normal Case,
