Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-12-01,30.79,2022-04-25,31.32,Buy,103 Days,-5.59,Rise by 2.4%,1.72%,1.72%
2022-11-03,26.98,2023-01-25,31.46,Buy,59 Days,-3.36,Rise by 15.42%,16.6%,18.33%
