Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2022-09-14 - 2022-09-15,1 days,2022-09-20,20.41,2022-09-26,17.62,4 days,13.7%,Fall by 27.63%,-20.4%
Buy,2022-10-10 - 2022-10-14,4 days,2022-10-20,10.97,2022-10-24,9.45,2 days,-13.9%,Rise by -15.68%,-34.2%
Sell,2022-10-14 - 2022-10-18,2 days,2022-10-21,11.21,2022-10-25,10.63,2 days,5.2%,Fall by 17.48%,-29.1%
Buy,2022-10-20 - 2022-10-24,2 days,2022-11-04,11.68,2022-11-09,9.25,3 days,-20.8%,Rise by -14.3%,-49.9%
Buy,2022-12-29 - 2023-01-03,3 days,2023-01-05,10.86,2023-01-11,11.51,4 days,6.0%,Rise by 17.03%,-43.9%
Sell,2023-01-24 - 2023-01-27,3 days,2023-02-01,12.1,2023-02-02,11.96,1 days,1.2%,Fall by 15.79%,-42.7%
Buy,2023-02-10 - 2023-02-14,2 days,2023-02-27,9.33,2023-03-15,8.25,12 days,-11.6%,Rise by -11.58%,-54.3%
Buy,2023-02-14 - 2023-03-13,19 days,2023-03-16,8.5,2023-03-30,10.46,10 days,23.1%,Rise by -12.35%,-31.2%
Buy,2023-04-21 - 2023-04-25,2 days,2023-04-28,7.87,2023-05-08,8.27,6 days,5.1%,Rise by 11.69%,-26.2%
Buy,2023-05-30 - 2023-06-01,2 days,2023-06-26,8.4,2023-06-27,9.34,1 days,11.2%,Rise by 84.05%,-15.0%
Sell,2023-06-15 - 2023-06-16,1 days,2023-06-23,8.43,2023-06-26,8.4,1 days,0.4%,Fall by 0.95%,-14.6%
Sell,2023-07-12 - 2023-07-13,1 days,2023-08-02,14.57,2023-08-03,15.46,1 days,-6.1%,Fall by 26.77%,-20.7%
Sell,2023-07-31 - 2023-08-04,4 days,2023-08-09,13.46,2023-08-17,11.5,6 days,14.6%,Fall by 19.54%,-6.2%
Buy,2023-09-21 - 2023-09-25,2 days,2023-10-10,8.83,2023-10-18,7.91,6 days,-10.4%,Rise by -13.59%,-16.6%
Buy,2023-10-20 - 2023-10-23,1 days,2023-11-01,7.45,2023-11-03,8.23,2 days,10.5%,Rise by 26.58%,-6.1%
Buy,2023-10-23 - 2023-11-16,18 days,2023-11-29,7.18,2023-12-19,8.82,14 days,22.8%,Rise by 31.34%,16.7%
Buy,2023-11-29 - 2023-12-01,2 days,2023-12-05,7.43,2023-12-14,7.86,7 days,5.8%,Rise by 26.92%,22.5%
Buy,2024-01-31 - 2024-02-05,3 days,2024-02-14,6.0,2024-03-04,5.33,13 days,-11.2%,Rise by -11.17%,11.4%
Buy,2024-02-27 - 2024-03-01,3 days,2024-03-06,5.77,2024-03-11,6.1,3 days,5.7%,Rise by -15.25%,17.1%
Buy,2024-03-28 - 2024-04-02,3 days,2024-04-04,4.5,2024-04-15,3.89,7 days,-13.6%,Rise by -11.11%,3.5%
Sell,2024-05-06 - 2024-05-15,7 days,2024-05-20,5.22,2024-05-24,4.83,4 days,7.5%,Fall by 14.56%,11.0%
Buy,2024-06-14 - 2024-06-17,1 days,2024-06-24,4.44,2024-07-03,4.87,7 days,9.7%,Rise by 10.36%,20.7%
Sell,2024-07-05 - 2024-07-12,5 days,2024-07-18,4.54,2024-07-22,4.69,2 days,-3.3%,Fall by 14.32%,17.4%
Buy,2024-07-25 - 2024-08-05,7 days,2024-08-09,3.78,2024-08-19,4.07,6 days,7.7%,Rise by 90.74%,25.0%
Buy,2024-08-20 - 2024-08-28,6 days,2024-09-04,4.24,2024-09-05,4.85,1 days,14.4%,Rise by 70.05%,39.4%
Sell,2024-09-17 - 2024-09-24,5 days,2024-10-04,6.77,2024-10-10,6.22,4 days,8.1%,Fall by 22.75%,47.6%
Buy,2024-10-17 - 2024-11-01,11 days,2024-11-05,5.28,2024-11-12,4.58,5 days,-13.3%,Rise by -10.98%,34.3%
Buy,2024-11-01 - 2024-11-06,3 days,2024-11-18,4.67,2024-12-09,5.18,15 days,10.9%,Rise by 10.92%,45.2%
Buy,2024-11-05 - 2024-11-07,2 days,2024-11-18,4.67,2024-12-09,5.18,15 days,10.9%,Rise by 10.92%,56.1%
Buy,2024-11-15 - 2024-11-27,8 days,2024-12-03,4.64,2024-12-09,5.18,4 days,11.6%,Rise by 1.51%,67.8%
Sell,2025-02-19 - 2025-02-21,2 days,2025-03-03,4.23,2025-03-05,4.35,2 days,-2.8%,Fall by 11.35%,64.9%
Sell,2025-02-28 - 2025-03-12,8 days,2025-03-20,4.71,2025-04-01,3.87,8 days,17.8%,Fall by 28.66%,82.8%
Buy,2025-03-28 - 2025-04-08,7 days,2025-04-10,3.28,2025-04-11,3.52,1 days,7.3%,Rise by 52.74%,90.1%
Sell,2025-04-24 - 2025-04-29,3 days,2025-05-06,3.92,2025-05-12,4.2,4 days,-7.1%,Fall by 10.2%,82.9%
Buy,2025-06-02 - 2025-06-03,1 days,2025-06-16,3.52,2025-07-11,3.9,19 days,10.8%,Rise by 42.33%,93.7%
Buy,2025-06-24 - 2025-06-27,3 days,2025-07-01,3.51,2025-07-10,3.69,7 days,5.1%,Rise by 42.74%,98.9%
Sell,2025-07-16 - 2025-07-23,5 days,2025-07-29,4.71,2025-07-31,4.87,2 days,-3.4%,Fall by 5.52%,95.5%
Sell,2025-08-22 - 2025-08-26,2 days,2025-08-29,6.38,2025-09-02,6.58,2 days,-3.1%,Fall by -5.17%,92.3%
Sell,2025-09-19 - 2025-09-25,4 days,2025-10-14,6.8,2025-10-17,6.75,3 days,0.7%,Fall by -6.62%,93.1%
Buy,2025-10-14 - 2025-10-16,2 days,2025-10-20,7.06,2025-10-20,7.06,0 days,0.0%,Rise by 2.69%,93.1%
