Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1994-06-30,14.97,1994-09-30,14.28,1993-12-31-1994-06-30,8.89-28.3,Sell,66 days,4.61%,Fall by 20.31%,4.61%,
1998-03-31,24.22,1998-06-30,19.71,1995-12-31-1997-12-31,10.06-48.64,Sell,65 days,18.62%,Fall by -7.0%,23.23%,
1998-06-30,19.71,1998-09-30,40.95,1993-12-31-1997-12-31,8.89-48.64,Sell,66 days,-107.76%,Fall by 48.5%,-84.53%,
1998-12-31,24.42,1999-03-31,23.26,1995-12-31-1998-12-31,10.06-49.53,Sell,64 days,4.75%,Fall by 15.99%,-79.78%,
1999-03-31,23.26,1999-06-30,21.09,1998-09-30-1998-12-31,16.1-49.53,Sell,65 days,9.33%,Fall by 7.35%,-70.45%,
2000-03-31,24.11,2000-06-30,19.54,1990-03-31-1993-12-31,16.46-17.24,Sell,65 days,18.95%,Fall by 2.46%,-51.5%,
2006-09-30,11.98,2006-12-31,11.56,2005-09-30-2006-06-30,9.88-23.81,Sell,64 days,3.51%,Fall by -281.83%,-47.99%,
2009-06-30,26.35,2009-12-31,21.68,2006-12-31-2008-12-31,9.39-89.53,Sell,132 days,17.72%,Fall by 18.13%,-30.27%,
2009-09-30,25.61,2009-12-31,21.68,1998-09-30-2008-12-31,16.1-89.53,Sell,66 days,15.35%,Fall by 18.13%,-14.92%,
2010-03-31,17.59,2010-03-31,17.59,1994-06-30-2006-12-31,12.91-10.48,Sell,0 days,-0.0%,Fall by 0%,-14.92%,
2010-12-31,17.75,2013-09-30,16.6,2005-09-30-2006-06-30,9.88-23.81,Buy,716 days,-6.48%,Rise by -30.3%,-21.4%,
2011-12-31,23.4,2011-12-31,23.4,1995-12-31-1998-12-31,10.06-49.53,Buy,0 days,0.0%,Rise by 0%,-21.4%,
2018-06-30,16.09,2018-09-30,12.12,2017-12-31-2018-03-31,8.56-50.3,Sell,64 days,24.67%,Fall by -87.71%,3.27%,
2019-06-30,15.08,2019-06-30,15.08,2008-12-31-2014-09-30,17.57-37.96,Sell,0 days,-0.0%,Fall by 0%,3.27%,
2020-06-30,30.43,2020-09-30,26.37,2017-12-31-2020-03-31,8.56-85.47,Sell,66 days,13.34%,Fall by 39.97%,16.61%,
2021-06-30,15.83,2021-06-30,15.83,1992-12-31-2017-12-31,14.58-10.29,Sell,0 days,-0.0%,Fall by 0%,16.61%,
2023-06-30,13.59,2023-09-30,17.52,2021-06-30-2022-03-31,14.1-38.94,Sell,65 days,-28.92%,Fall by 29.0%,-12.31%,
2025-09-30,16.28,2025-09-30,16.28,2024-09-30-2025-06-30,10.62-60.13,Sell,0 days,-0.0%,Fall by 0%,-12.31%,
