Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2021-04-21,167.07,2021-04-26,174.88,Sell,2 days,Fall by 12.170000%,-4.67
2021-04-28,180.0,2021-08-31,154.99,Buy,88 days,Rise by -22.080000%,-13.89
2021-07-07,143.72,2021-07-09,149.64,Sell,1 days,Fall by 0.740000%,-4.12
2021-07-14,139.09,2021-07-21,139.25,Sell,4 days,Fall by -2.560000%,-0.12
2021-08-25,160.35,2021-09-24,175.88,Buy,21 days,Rise by 9.690000%,9.69
2021-11-05,201.62,2022-08-17,121.87,Buy,202 days,Rise by -11.580000%,-39.55
2021-12-01,163.08,2021-12-06,180.85,Sell,2 days,Fall by 4.110000%,-10.9
2021-12-14,167.96,2021-12-21,165.66,Sell,4 days,Fall by 11.940000%,1.37
2022-01-05,162.25,2022-01-11,168.61,Sell,3 days,Fall by 10.900000%,-3.92
2022-01-06,159.75,2022-01-11,168.61,Sell,2 days,Fall by 11.020000%,-5.55
2022-01-10,160.71,2022-02-14,169.66,Buy,24 days,Rise by -10.050000%,5.57
2022-01-14,163.99,2022-01-26,142.14,Sell,7 days,Fall by 12.980000%,13.32
2022-01-19,154.58,2022-01-27,138.41,Sell,5 days,Fall by 14.870000%,10.46
2022-02-07,157.91,2022-02-14,169.66,Buy,4 days,Rise by -16.670000%,7.44
2022-02-08,162.26,2022-02-14,169.66,Buy,3 days,Rise by -12.050000%,4.56
2022-02-10,171.95,2022-02-18,174.9,Buy,5 days,Rise by -11.900000%,1.72
2022-04-22,156.09,2022-04-28,159.74,Sell,3 days,Fall by 12.970000%,-2.34
2022-06-29,93.93,2022-07-05,95.94,Sell,3 days,Fall by -18.590000%,-2.14
2022-07-13,95.64,2022-07-21,108.14,Buy,5 days,Rise by 31.790000%,13.07
2022-08-31,113.12,2022-09-08,118.58,Sell,5 days,Fall by 10.050000%,-4.83
2022-09-21,114.01,2022-09-27,106.37,Sell,3 days,Fall by 17.190000%,6.7
2022-09-23,101.75,2022-09-27,106.37,Sell,1 days,Fall by 9.560000%,-4.54
2022-10-13,112.65,2022-10-21,119.95,Buy,5 days,Rise by -16.190000%,6.48
2022-11-21,95.71,2022-11-30,102.14,Sell,6 days,Fall by 10.220000%,-6.72
2022-11-29,95.38,2022-11-30,102.14,Sell,0 days,Fall by 11.020000%,-7.09
2022-12-19,85.93,2022-12-29,85.23,Sell,7 days,Fall by -26.700000%,0.81
2022-12-28,82.49,2023-01-04,88.72,Sell,4 days,Fall by -31.980000%,-7.55
2023-01-12,98.49,2023-01-26,109.42,Buy,9 days,Rise by 41.560000%,11.1
2023-01-27,115.94,2023-02-21,128.78,Buy,16 days,Rise by 20.250000%,11.07
2023-03-31,124.4,2023-07-06,128.16,Buy,68 days,Rise by -3.460000%,3.02
2023-05-01,121.42,2023-06-16,128.68,Buy,33 days,Rise by -12.880000%,5.98
2023-05-04,117.63,2023-05-08,125.65,Sell,1 days,Fall by 10.130000%,-6.82
2023-05-09,127.07,2023-07-12,137.02,Buy,45 days,Rise by -16.380000%,7.83
2023-07-14,143.34,2023-07-21,148.77,Buy,4 days,Rise by 6.970000%,3.79
2023-10-04,127.41,2023-10-10,131.59,Sell,3 days,Fall by 10.450000%,-3.28
2023-11-14,126.68,2023-12-07,139.84,Buy,16 days,Rise by 16.440000%,10.39
2023-11-29,126.48,2023-12-01,135.02,Sell,1 days,Fall by -5.490000%,-6.75
2024-03-20,164.71,2024-03-26,167.39,Buy,3 days,Rise by -0.290000%,1.63
2024-04-02,160.11,2024-04-24,162.84,Sell,15 days,Fall by 3.190000%,-1.71
2024-04-15,155.6,2024-04-24,162.84,Sell,6 days,Fall by 9.360000%,-4.65
2024-04-30,158.57,2024-05-14,146.7,Sell,9 days,Fall by 10.000000%,7.49
2024-05-01,156.16,2024-05-14,146.7,Sell,8 days,Fall by 9.680000%,6.06
2024-07-12,146.78,2024-07-30,138.99,Sell,11 days,Fall by 12.640000%,5.31
2024-07-25,140.03,2024-08-06,130.47,Sell,7 days,Fall by 18.130000%,6.83
2024-10-24,132.75,2024-11-06,140.91,Sell,8 days,Fall by 0.990000%,-6.15
2024-11-13,132.76,2024-11-22,137.34,Sell,6 days,Fall by 3.930000%,-3.45
2025-01-08,130.8,2025-01-17,135.12,Sell,6 days,Fall by 2.840000%,-3.3
2025-01-22,132.5,2025-02-07,134.98,Sell,11 days,Fall by 9.900000%,-1.87
2025-03-11,125.44,2025-03-17,126.94,Sell,3 days,Fall by 14.970000%,-1.2
2025-04-04,106.66,2025-04-09,121.32,Sell,2 days,Fall by -18.810000%,-13.74
2025-06-18,132.17,2025-07-01,135.41,Sell,8 days,Fall by 10.490000%,-2.45
2025-08-29,130.53,2025-08-29,130.53,Buy,0 days,Rise by -2.670000%,0.0
