Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-11-18,61.0700,2021-12-14,57.6700,18 days,-5.57%,-5.5674%,Rise by -2.96%,-5.5674%,
Buy,2022-01-25,54.5100,2022-03-04,55.9600,28 days,2.66%,2.6601%,Rise by 1.45%,-2.9073%,
Buy,2022-04-28,50.6900,2022-05-09,46.6900,7 days,-7.89%,-7.8911%,Rise by -2.88%,-10.7984%,
Buy,2022-05-12,45.8400,2022-05-19,47.1100,5 days,2.77%,2.7705%,Rise by 7.4%,-8.0279%,
Buy,2022-06-16,43.5900,2022-06-24,45.3400,6 days,4.01%,4.0147%,Rise by 4.45%,-4.0132%,
Buy,2022-09-28,42.6500,2022-10-31,43.6100,23 days,2.25%,2.2509%,Rise by 17.14%,-1.7624%,
Buy,2023-02-23,49.8000,2023-05-08,50.8200,52 days,2.05%,2.0482%,Rise by 1.47%,0.2858%,
Buy,2023-08-22,45.2900,2023-10-03,43.4300,30 days,-4.11%,-4.1069%,Rise by -0.91%,-3.8210%,
Buy,2024-02-15,45.1500,2024-03-07,46.0900,15 days,2.08%,2.0819%,Rise by 2.33%,-1.7391%,
Buy,2024-12-13,45.7800,2025-02-24,43.5500,51 days,-4.87%,-4.8711%,Rise by 0.59%,-6.6102%,
Buy,2025-02-28,42.3700,2025-04-24,43.8100,39 days,3.40%,3.3986%,Rise by 7.67%,-3.2116%,
