Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2014-10-19,38.4800,2014-10-26,39.6100,4 days,2.94%,2.9366%,Rise by 5.82%,2.9366%
Buy,2015-07-12,34.4800,2015-09-06,31.1500,39 days,-9.66%,-9.6578%,Rise by 5.39%,-6.7212%
Buy,2015-09-20,32.6000,2015-10-18,35.4900,19 days,8.87%,8.8650%,Rise by 14.97%,2.1438%
Buy,2020-04-05,44.3800,2020-04-19,49.1900,9 days,10.84%,10.8382%,Rise by 37.61%,12.9821%
Buy,2021-12-12,58.9700,2022-01-30,51.5000,34 days,-12.67%,-12.6675%,Rise by -12.67%,0.3146%
Buy,2022-02-13,53.5300,2022-03-06,55.9600,14 days,4.54%,4.5395%,Rise by -13.54%,4.8541%
Buy,2022-05-22,47.4300,2022-08-14,50.2100,59 days,5.86%,5.8613%,Rise by 5.86%,10.7154%
Buy,2022-10-23,41.5200,2022-11-06,44.6100,9 days,7.44%,7.4422%,Rise by 25.79%,18.1576%
