Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2013-12-31,89.54,2015-06-30,106.23,Buy,389 days,Rise by 18.960000%,18.64
2014-03-31,91.53,2016-09-30,120.37,Buy,653 days,Rise by 16.380000%,31.51
2014-06-30,96.79,2017-03-31,135.63,Buy,718 days,Rise by 10.050000%,40.13
2017-06-30,140.84,2018-09-30,202.56,Buy,325 days,Rise by 43.820000%,43.82
