Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-08-19,73.29,2013-06-02,76.4,Buy,204 days,Rise by -0.530000%,4.24
2012-11-04,68.95,2013-01-13,71.04,Sell,49 days,Fall by -0.480000%,-3.03
2012-11-18,65.98,2013-01-13,71.04,Sell,39 days,Fall by -5.000000%,-7.67
2013-02-10,71.99,2013-06-02,76.4,Buy,79 days,Rise by 1.260000%,6.13
2013-05-19,77.01,2013-08-25,79.32,Buy,69 days,Rise by 3.040000%,3.0
2014-10-19,94.14,2014-11-02,101.99,Sell,9 days,Fall by -7.090000%,-8.34
2016-06-26,104.69,2016-07-24,113.54,Sell,19 days,Fall by -11.380000%,-8.45
2016-07-17,111.44,2016-08-14,117.34,Buy,19 days,Rise by 8.010000%,5.29
2016-07-24,113.54,2016-08-28,117.9,Buy,24 days,Rise by 6.020000%,3.84
2016-08-21,117.7,2017-01-01,121.5,Buy,94 days,Rise by 15.370000%,3.23
2016-09-25,119.44,2017-01-08,124.42,Buy,74 days,Rise by 13.690000%,4.17
2018-01-14,173.43,2018-06-03,186.32,Buy,99 days,Rise by 6.270000%,7.43
2018-01-28,179.19,2018-06-10,187.88,Buy,94 days,Rise by 13.180000%,4.85
2018-10-21,187.26,2019-01-06,165.58,Sell,54 days,Fall by 15.140000%,11.58
2018-12-16,172.87,2019-01-13,171.85,Sell,19 days,Fall by -12.490000%,0.59
2018-12-23,158.9,2019-01-13,171.85,Sell,14 days,Fall by -22.380000%,-8.15
2019-11-10,230.2,2020-01-05,246.72,Buy,39 days,Rise by 17.800000%,7.18
2019-12-22,243.01,2020-02-02,254.18,Buy,29 days,Rise by 11.590000%,4.6
2020-03-08,235.83,2020-03-29,207.91,Sell,14 days,Fall by -58.510000%,11.84
2021-03-07,348.4,2021-04-11,381.95,Sell,24 days,Fall by -16.780000%,-9.63
2021-05-16,364.12,2021-06-27,393.05,Sell,29 days,Fall by -11.740000%,-7.95
2021-09-05,429.35,2021-11-28,442.12,Buy,59 days,Rise by 7.150000%,2.97
2021-09-19,418.87,2021-11-07,448.09,Sell,34 days,Fall by 10.490000%,-6.98
2022-04-17,384.18,2022-05-29,364.06,Sell,29 days,Fall by 12.190000%,5.24
2022-06-19,319.81,2022-06-26,344.03,Sell,4 days,Fall by 5.930000%,-7.57
2022-09-25,319.32,2022-10-30,334.18,Sell,24 days,Fall by -36.620000%,-4.65
2023-02-05,365.76,2023-04-30,384.36,Buy,59 days,Rise by 5.390000%,5.09
2023-03-26,371.92,2023-05-28,418.53,Buy,44 days,Rise by 21.680000%,12.53
2023-05-28,418.53,2023-07-09,435.48,Buy,29 days,Rise by 8.130000%,4.05
2024-02-04,505.16,2024-03-24,528.28,Buy,34 days,Rise by 4.580000%,4.58
2025-03-09,575.87,2025-04-13,520.14,Sell,24 days,Fall by -37.740000%,9.68
2025-08-17,700.05,2025-10-05,755.67,Buy,34 days,Rise by 13.310000%,7.95
2025-09-21,741.17,2025-09-21,741.17,Buy,0 days,Rise by 7.020000%,0.0
