Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-02-23,35.82,2021-02-25,35.82,2021-01-08-2021-01-28,34.595-35.225,Sell,2 days,-0.0%,Fall by -7.17%,0.0%
2021-07-12,40.365,2021-09-09,41.21,2020-11-04-2021-06-17,29.585-41.015,Buy,43 days,2.09%,Rise by 0.66%,2.09%
2021-08-20,40.895,2021-08-23,41.185,2021-06-17-2021-07-19,39.36-40.715,Sell,1 days,-0.71%,Fall by 3.14%,1.38%
2021-09-22,41.0,2023-12-19,47.765,2021-07-19-2021-09-06,38.515-41.945,Buy,584 days,16.5%,Rise by 12.38%,17.88%
2021-11-12,43.31,2021-11-26,40.54,2021-09-06-2021-10-06,39.835-41.59,Sell,10 days,6.4%,Fall by -0.49%,24.28%
2021-12-02,40.76,2021-12-02,40.76,2021-07-19-2021-11-18,38.515-43.745,Buy,0 days,0.0%,Rise by 0%,24.28%
2021-12-16,41.685,2025-01-29,56.73,2021-10-06-2021-11-18,39.275-43.745,Buy,814 days,36.09%,Rise by 6.17%,60.37%
2022-02-21,39.62,2022-02-24,38.14,2020-11-04-2021-11-18,29.585-43.745,Sell,3 days,3.74%,Fall by 0.81%,64.11%
2022-03-01,37.47,2022-03-04,35.42,2021-10-06-2021-11-18,39.275-43.745,Sell,3 days,5.47%,Fall by -6.8%,69.58%
2022-04-05,38.98,2022-04-05,38.98,2022-01-05-2022-03-07,35.81-43.35,Sell,0 days,-0.0%,Fall by 0%,69.58%
2022-06-13,35.565,2022-06-20,35.29,2022-03-29-2022-05-09,36.61-39.095,Sell,5 days,0.77%,Fall by 3.07%,70.35%
2022-08-11,38.205,2022-08-11,38.205,2022-03-29-2022-07-05,35.375-39.095,Sell,0 days,-0.0%,Fall by 0%,70.35%
2022-09-20,35.35,2022-09-23,34.165,2022-08-16-2022-09-05,35.635-38.54,Sell,3 days,3.35%,Fall by -13.38%,73.7%
2022-09-29,33.44,2022-10-03,34.085,2020-11-04-2021-09-06,29.585-41.945,Sell,2 days,-1.93%,Fall by -22.17%,71.78%
2022-12-08,40.045,2022-12-08,40.045,2021-09-06-2022-09-29,33.745-41.59,Sell,0 days,-0.0%,Fall by 0%,71.78%
2023-05-26,45.365,2023-06-02,45.245,2023-03-06-2023-03-20,42.335-44.0,Sell,5 days,0.26%,Fall by 2.27%,72.04%
2023-08-07,45.49,2023-08-10,45.985,2023-04-24-2023-05-31,44.76-45.18,Sell,3 days,-1.09%,Fall by 3.74%,70.95%
2023-08-10,45.985,2023-12-20,47.74,2022-09-29-2023-07-31,33.12-47.08,Buy,94 days,3.82%,Rise by 11.58%,74.77%
2023-08-22,44.675,2025-10-14,61.68,2020-11-04-2023-07-31,29.585-47.08,Buy,560 days,38.06%,Rise by 2.03%,112.83%
2023-09-06,44.455,2023-09-12,44.485,2023-07-31-2023-08-18,44.25-46.75,Sell,4 days,-0.07%,Fall by 3.43%,112.76%
2023-10-06,43.5,2023-10-25,42.77,2023-07-03-2023-08-18,44.25-46.04,Sell,13 days,1.68%,Fall by -8.57%,114.44%
2023-10-19,42.935,2023-10-25,42.77,2023-07-31-2023-10-04,43.29-46.75,Sell,4 days,0.38%,Fall by -8.57%,114.83%
2023-12-21,47.64,2023-12-21,47.64,2023-04-24-2023-10-04,43.29-45.18,Sell,0 days,-0.0%,Fall by 0%,114.83%
2023-12-27,47.75,2024-01-05,47.03,2023-10-23-2023-12-14,41.94-48.405,Buy,7 days,-1.51%,Rise by 14.25%,113.32%
2024-01-09,47.11,2025-08-27,59.87,2021-10-06-2023-12-14,39.275-48.405,Buy,426 days,27.09%,Rise by 4.83%,140.4%
2024-04-09,52.73,2024-04-15,52.73,2023-12-14-2024-01-17,46.48-47.615,Sell,4 days,-0.0%,Fall by 1.21%,140.4%
2024-04-15,52.73,2024-05-23,54.18,2023-10-23-2024-04-02,41.94-54.09,Buy,28 days,2.75%,Rise by 0.83%,143.15%
2024-04-18,52.23,2025-02-05,57.2,2021-10-06-2024-04-02,39.275-54.09,Buy,209 days,9.52%,Rise by 5.3%,152.67%
2024-06-18,52.92,2025-10-08,62.76,2023-10-23-2024-06-06,41.94-54.75,Buy,341 days,18.59%,Rise by 0.27%,171.26%
2024-07-29,51.95,2025-02-05,57.2,2021-07-19-2024-04-02,38.515-54.09,Buy,137 days,10.11%,Rise by 5.3%,181.37%
2024-08-07,50.38,2024-09-10,51.24,2024-04-02-2024-04-19,52.24-53.2,Sell,24 days,-1.71%,Fall by -3.61%,179.66%
2024-09-10,51.24,2024-10-07,53.66,2024-06-06-2024-08-05,49.395-54.41,Sell,19 days,-4.72%,Fall by 4.49%,174.94%
2024-10-07,53.66,2025-02-05,57.2,2024-08-05-2024-09-27,48.29-54.76,Buy,87 days,6.6%,Rise by 5.3%,181.54%
2024-10-18,53.89,2025-02-05,57.2,2023-10-23-2024-09-27,41.94-54.76,Buy,78 days,6.14%,Rise by 5.3%,187.68%
2024-11-04,52.51,2025-10-08,62.76,2021-10-06-2024-09-27,39.275-54.76,Buy,242 days,19.52%,Rise by 0.27%,207.2%
2024-11-15,51.89,2025-02-24,59.27,2022-09-29-2024-06-06,33.12-54.75,Buy,71 days,14.22%,Rise by -10.44%,221.42%
2024-12-16,53.61,2024-12-24,53.33,2024-09-27-2024-11-19,52.0-54.31,Sell,6 days,0.52%,Fall by -8.25%,221.94%
2025-02-25,59.21,2025-02-25,59.21,2024-04-02-2024-08-05,49.395-53.2,Sell,0 days,-0.0%,Fall by 0%,221.94%
2025-03-13,57.93,2025-03-13,57.93,2024-11-19-2025-03-03,50.79-60.5,Buy,0 days,0.0%,Rise by 0%,221.94%
2025-04-02,57.73,2025-04-02,57.73,2023-10-23-2025-03-03,41.94-60.5,Buy,0 days,0.0%,Rise by 0%,221.94%
2025-04-04,53.08,2025-04-07,50.74,2022-09-29-2025-03-03,33.12-60.5,Sell,1 days,4.41%,Fall by -13.5%,226.35%
2025-04-09,50.35,2025-04-23,55.69,2024-11-19-2025-03-03,50.79-60.5,Sell,10 days,-10.61%,Fall by -3.41%,215.75%
2025-04-11,52.13,2025-05-02,57.83,2020-11-04-2025-03-03,29.585-60.5,Sell,15 days,-10.93%,Fall by 0.42%,204.81%
2025-04-17,53.76,2025-05-12,59.4,2021-07-19-2025-03-03,38.515-60.5,Sell,17 days,-10.49%,Fall by 3.05%,194.32%
2025-05-27,59.96,2025-06-04,59.84,2025-03-03-2025-04-07,54.21-59.1,Sell,6 days,0.2%,Fall by 3.76%,194.52%
2025-06-04,59.84,2025-08-27,59.87,2025-04-07-2025-05-20,49.29-60.48,Buy,60 days,0.05%,Rise by 4.83%,194.57%
2025-07-18,59.4,2025-10-14,61.68,2025-04-07-2025-07-10,49.29-60.61,Buy,62 days,3.84%,Rise by 2.03%,198.41%
2025-07-24,59.4,2025-10-08,62.76,2024-08-05-2025-07-10,48.29-60.61,Buy,54 days,5.66%,Rise by 0.27%,204.07%
2025-08-05,58.27,2025-08-05,58.27,2023-10-23-2025-07-10,41.94-60.61,Buy,0 days,0.0%,Rise by 0%,204.07%
2025-08-07,59.21,2025-09-04,59.33,2025-05-20-2025-06-23,58.17-59.97,Sell,20 days,-0.2%,Fall by -6.07%,203.86%
2025-09-04,59.33,2025-09-04,59.33,2025-08-01-2025-08-22,57.2-61.15,Buy,0 days,0.0%,Rise by 0%,203.86%
2025-10-09,62.44,2025-10-16,62.76,2025-07-10-2025-08-01,58.44-60.23,Sell,5 days,-0.51%,Fall by -0.27%,203.35%
