Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-29 - 2020-01-31,2 days,2020-02-05,142.01,2020-02-07,144.43,2 days,-1.7%,Fall by -1.65%,-1.7%,
Sell,2020-02-24 - 2020-03-03,6 days,2020-03-11,156.53,2020-03-16,163.91,3 days,-4.7%,Fall by -3.94%,-6.4%,
Sell,2020-04-06 - 2020-04-17,9 days,2020-04-27,167.66,2020-05-04,167.16,5 days,0.3%,Fall by 6.89%,-6.1%,
Buy,2020-06-04 - 2020-06-05,1 days,2020-06-22,162.41,2020-07-30,171.11,28 days,5.4%,Rise by 5.64%,-0.8%,
Sell,2020-07-30 - 2020-07-31,1 days,2020-08-10,169.12,2020-08-17,163.59,5 days,3.3%,Fall by 4.73%,2.5%,
Buy,2020-08-17 - 2020-08-28,9 days,2020-09-02,165.42,2021-02-05,148.03,112 days,-10.5%,Rise by -0.18%,-8.0%,
Buy,2021-01-11 - 2021-01-12,1 days,2021-01-22,151.88,2021-03-12,136.06,35 days,-10.4%,Rise by -10.42%,-18.4%,
Buy,2021-02-23 - 2021-02-25,2 days,2021-03-09,139.74,2021-07-06,146.74,85 days,5.0%,Rise by 0.47%,-13.4%,
Sell,2021-06-10 - 2021-06-18,6 days,2021-06-23,143.27,2021-07-06,146.74,9 days,-2.4%,Fall by -2.07%,-15.8%,
Sell,2021-07-08 - 2021-07-20,8 days,2021-07-29,148.82,2021-08-04,151.06,4 days,-1.5%,Fall by 1.27%,-17.3%,
Sell,2021-12-02 - 2021-12-03,1 days,2021-12-08,148.39,2021-12-13,151.06,3 days,-1.8%,Fall by 5.59%,-19.1%,
Buy,2022-01-05 - 2022-01-07,2 days,2022-01-11,143.56,2022-03-22,128.68,50 days,-10.4%,Rise by -1.57%,-29.5%,
Buy,2022-02-10 - 2022-02-16,4 days,2022-02-18,138.23,2022-04-11,123.14,36 days,-10.9%,Rise by -10.92%,-40.4%,
Buy,2022-03-15 - 2022-03-22,5 days,2022-03-24,130.47,2022-05-02,117.18,27 days,-10.2%,Rise by -10.19%,-50.6%,
Buy,2022-04-19 - 2022-05-02,9 days,2022-05-10,115.71,2022-09-26,103.68,99 days,-10.4%,Rise by 0.88%,-61.0%,
Sell,2022-05-26 - 2022-05-27,1 days,2022-06-03,116.03,2022-06-07,115.12,2 days,0.8%,Fall by 10.64%,-60.2%,
