Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-09-21,30.55,2022-04-06,33.42,140 days,9.390000%,9.390000%,Rise by 8.610000%,9.390000%
Buy,2022-04-25,32.19,2024-08-02,33.75,593 days,4.850000%,4.850000%,Rise by -0.400000%,14.240000%
Buy,2024-12-19,37.0,2024-12-19,37.0,0 days,0.00%,0.00%,Rise by 0%,14.240000%
