Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2000-06-30,28.3750,2000-09-30,33.5000,65 days,18.06%,18.0617%,Rise by 38.22%,18.0617%
Buy,2009-04-30,49.4400,2009-07-31,55.5100,66 days,12.28%,12.2775%,Rise by 26.11%,30.3392%
