Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-17 - 2020-01-02,12 days,2020-01-16,58.75,2020-01-22,58.35,4 days,0.7%,Fall by 11.78%,0.7%
Buy,2020-03-20 - 2020-03-23,1 days,2020-04-02,48.13,2020-04-14,50.63,8 days,5.2%,Rise by 13.19%,5.9%
Sell,2020-04-08 - 2020-04-14,4 days,2020-04-21,51.37,2020-04-22,52.95,1 days,-3.1%,Fall by 3.06%,2.8%
Buy,2020-05-13 - 2020-05-15,2 days,2020-05-21,50.75,2020-06-04,54.28,10 days,7.0%,Rise by 13.4%,9.8%
Sell,2020-05-20 - 2020-05-21,1 days,2020-05-29,50.33,2020-06-02,52.01,2 days,-3.3%,Fall by -52.61%,6.4%
Sell,2020-06-04 - 2020-06-05,1 days,2020-06-18,56.15,2020-06-22,56.0,2 days,0.3%,Fall by -36.79%,6.7%
Sell,2020-07-16 - 2020-07-17,1 days,2020-07-23,67.37,2020-07-24,73.9,1 days,-9.7%,Fall by -14.01%,-3.0%
Buy,2020-07-27 - 2020-07-29,2 days,2020-08-04,80.19,2020-09-15,85.85,30 days,7.1%,Rise by 7.06%,4.0%
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-15,88.15,2020-10-19,87.56,2 days,0.7%,Fall by -23.61%,4.7%
Sell,2020-11-09 - 2020-11-16,5 days,2020-11-25,97.49,2020-12-01,100.86,4 days,-3.5%,Fall by -11.77%,1.3%
Sell,2020-11-16 - 2020-12-01,11 days,2020-12-10,104.23,2020-12-11,104.03,1 days,0.2%,Fall by -4.54%,1.5%
Sell,2021-01-07 - 2021-01-08,1 days,2021-01-22,129.14,2021-01-28,125.83,4 days,2.6%,Fall by 10.49%,4.0%
Buy,2021-03-10 - 2021-03-19,7 days,2021-03-26,116.56,2021-04-01,124.8,4 days,7.1%,Rise by 3.8%,11.1%
Buy,2021-04-21 - 2021-05-04,9 days,2021-05-07,116.83,2022-01-03,128.8,171 days,10.2%,Rise by 3.56%,21.3%
Sell,2021-06-01 - 2021-06-15,10 days,2021-06-21,114.14,2021-06-24,117.24,3 days,-2.7%,Fall by 0.53%,18.6%
Sell,2021-07-13 - 2021-07-14,1 days,2021-07-19,115.35,2021-07-28,115.07,7 days,0.2%,Fall by 6.27%,18.9%
Buy,2021-07-19 - 2021-07-27,6 days,2021-07-29,116.15,2021-09-03,123.97,26 days,6.7%,Rise by 7.36%,25.6%
Sell,2021-08-06 - 2021-08-25,13 days,2021-09-14,123.09,2021-09-21,114.96,5 days,6.6%,Fall by 11.43%,32.2%
Buy,2021-09-30 - 2021-10-04,2 days,2021-10-07,110.83,2021-10-19,116.96,8 days,5.5%,Rise by 12.56%,37.7%
Sell,2021-11-08 - 2021-11-09,1 days,2021-11-12,118.69,2021-11-15,118.12,1 days,0.5%,Fall by 3.16%,38.2%
Sell,2021-12-27 - 2021-12-28,1 days,2022-01-06,128.47,2022-01-12,132.23,4 days,-2.9%,Fall by 9.41%,35.3%
Buy,2022-01-27 - 2022-01-28,1 days,2022-02-04,121.02,2022-02-28,107.01,16 days,-11.6%,Rise by -11.58%,23.7%
Buy,2022-02-03 - 2022-02-14,7 days,2022-02-16,123.6,2022-02-25,111.23,7 days,-10.0%,Rise by -19.67%,13.7%
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-09,104.95,2022-04-26,92.77,34 days,-11.6%,Rise by 4.1%,2.1%
Sell,2022-03-28 - 2022-03-29,1 days,2022-04-01,102.79,2022-04-12,97.44,7 days,5.2%,Fall by 12.19%,7.3%
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,91.5,2022-06-02,96.34,8 days,5.3%,Rise by -10.66%,12.6%
Buy,2022-06-14 - 2022-06-17,3 days,2022-06-24,85.92,2022-07-01,77.0,5 days,-10.4%,Rise by 6.58%,2.2%
Buy,2022-07-01 - 2022-07-05,2 days,2022-07-07,80.65,2022-07-15,85.63,6 days,6.2%,Rise by 13.54%,8.4%
Sell,2022-07-29 - 2022-08-05,5 days,2022-08-17,89.2,2022-08-23,86.03,4 days,3.6%,Fall by 10.28%,11.9%
Buy,2022-08-30 - 2022-09-06,5 days,2022-09-08,80.24,2022-09-28,72.13,14 days,-10.1%,Rise by -10.11%,1.8%
Buy,2022-09-26 - 2022-10-03,5 days,2022-10-14,63.92,2022-11-10,70.84,19 days,10.8%,Rise by 29.82%,12.7%
Buy,2022-10-26 - 2022-11-03,6 days,2022-11-07,62.76,2022-11-10,70.84,3 days,12.9%,Rise by 32.22%,25.5%
