Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-21,79.93,2022-11-22,82.54,1 days,-3.3%,Fall by 8.6%,22.3%
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-07,79.24,2022-12-21,77.14,10 days,2.7%,Fall by 7.8%,24.9%
Buy,2022-12-19 - 2022-12-28,7 days,2023-01-03,74.03,2023-01-09,80.31,4 days,8.5%,Rise by 32.32%,33.4%
Sell,2023-01-11 - 2023-01-12,1 days,2023-02-06,91.83,2023-02-07,94.55,1 days,-3.0%,Fall by 5.59%,30.4%
Buy,2023-04-25 - 2023-04-26,1 days,2023-05-12,83.43,2023-05-17,90.88,3 days,8.9%,Rise by 28.74%,39.4%
Buy,2023-06-30 - 2023-07-06,4 days,2023-07-10,99.77,2023-07-13,105.57,3 days,5.8%,Rise by -4.7%,45.2%
Buy,2023-08-11 - 2023-08-14,1 days,2023-08-17,91.64,2023-11-10,97.44,61 days,6.3%,Rise by 1.39%,51.5%
Buy,2023-09-22 - 2023-09-26,2 days,2023-10-04,86.67,2023-10-11,92.0,5 days,6.1%,Rise by 15.33%,57.7%
Sell,2023-10-12 - 2023-10-19,5 days,2023-10-24,91.64,2023-10-30,86.06,4 days,6.1%,Fall by -5.51%,63.7%
Sell,2023-11-14 - 2023-11-15,1 days,2023-11-22,98.65,2023-11-28,97.98,4 days,0.7%,Fall by -0.49%,64.4%
Sell,2023-12-12 - 2023-12-15,3 days,2023-12-21,102.55,2024-01-08,102.24,12 days,0.3%,Fall by -24.52%,64.7%
Sell,2024-01-22 - 2024-01-24,2 days,2024-01-29,116.98,2024-02-02,115.75,4 days,1.1%,Fall by -9.16%,65.8%
Sell,2024-03-18 - 2024-03-21,3 days,2024-03-27,136.69,2024-03-28,136.05,1 days,0.5%,Fall by 6.58%,66.2%
Sell,2024-04-03 - 2024-04-04,1 days,2024-04-12,142.52,2024-04-17,139.03,3 days,2.4%,Fall by -5.98%,68.7%
Sell,2024-05-08 - 2024-05-10,2 days,2024-05-17,151.68,2024-05-22,156.15,3 days,-2.9%,Fall by 2.46%,65.7%
Sell,2024-05-16 - 2024-05-22,4 days,2024-05-28,159.41,2024-06-03,154.95,4 days,2.8%,Fall by 7.19%,68.5%
Sell,2024-06-17 - 2024-06-18,1 days,2024-06-24,167.81,2024-06-25,172.6,1 days,-2.9%,Fall by 10.7%,65.7%
Sell,2024-07-08 - 2024-07-11,3 days,2024-07-16,186.04,2024-07-19,165.77,3 days,10.9%,Fall by 14.98%,76.6%
Buy,2024-07-19 - 2024-07-24,3 days,2024-07-26,161.94,2024-08-13,172.34,12 days,6.4%,Rise by 8.34%,83.0%
Buy,2024-11-15 - 2024-11-18,1 days,2024-11-29,184.66,2024-12-02,194.4,1 days,5.3%,Rise by 19.14%,88.3%
Sell,2025-01-23 - 2025-01-24,1 days,2025-02-11,208.74,2025-02-12,206.38,1 days,1.1%,Fall by 13.51%,89.4%
Buy,2025-03-03 - 2025-03-10,5 days,2025-03-12,177.17,2025-04-03,157.38,16 days,-11.2%,Rise by -11.17%,78.2%
Sell,2025-05-15 - 2025-05-22,5 days,2025-06-02,194.84,2025-06-04,202.4,2 days,-3.9%,Fall by -18.75%,74.4%
Sell,2025-06-10 - 2025-06-11,1 days,2025-06-18,213.5,2025-06-24,220.09,4 days,-3.1%,Fall by -8.37%,71.3%
Sell,2025-06-27 - 2025-07-03,4 days,2025-07-11,230.4,2025-07-15,236.95,2 days,-2.8%,Fall by -0.42%,68.4%
Buy,2025-08-21 - 2025-09-02,8 days,2025-09-04,235.21,2025-09-10,260.44,4 days,10.7%,Rise by 29.55%,79.2%
Sell,2025-09-18 - 2025-09-23,3 days,2025-09-26,273.36,2025-09-29,273.23,1 days,0.0%,Fall by -9.9%,79.2%
Sell,2025-10-06 - 2025-10-16,8 days,2025-10-22,288.88,2025-10-27,298.25,3 days,-3.2%,Fall by -4.0%,76.0%
