Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-29,12.59,2016-04-03,16.41,2015-11-08,Buy,18 Weeks,30.34%,Rise by -11.44%,30.34%,Normal Case,
2015-12-06,13.98,2016-04-03,16.41,2015-11-29,Buy,17 Weeks,17.38%,Rise by -24.32%,47.72%,Normal Case,
2015-12-13,13.31,2016-04-03,16.41,2015-11-22,Buy,16 Weeks,23.29%,Rise by -11.65%,71.01%,Absolute Extrema Case,
2015-12-13,13.31,2016-04-03,16.41,2015-12-06,Buy,16 Weeks,23.29%,Rise by -11.65%,94.31%,Normal Case,
2016-01-10,12.77,2016-04-03,16.41,2015-12-20,Buy,12 Weeks,28.5%,Rise by 39.23%,122.81%,Normal Case,
2016-02-07,14.12,2016-05-22,19.13,2016-01-31,Buy,15 Weeks,35.48%,Rise by 48.37%,158.29%,Normal Case,
2016-02-14,15.24,2016-05-22,19.13,2016-01-24,Buy,14 Weeks,25.52%,Rise by 37.47%,183.82%,Absolute Extrema Case,
2016-02-14,15.24,2016-05-22,19.13,2016-02-07,Buy,14 Weeks,25.52%,Rise by 37.47%,209.34%,Normal Case,
2016-05-01,20.95,2016-08-28,26.56,2016-04-24,Buy,17 Weeks,26.78%,Rise by 45.44%,236.12%,Normal Case,
2016-05-08,19.5,2016-08-28,26.56,2016-05-01,Buy,16 Weeks,36.21%,Rise by 56.26%,272.32%,Normal Case,
2016-05-22,19.13,2016-08-28,26.56,2016-05-15,Buy,14 Weeks,38.84%,Rise by 59.28%,311.16%,Normal Case,
2016-06-19,20.92,2016-08-28,26.56,2016-06-05,Buy,10 Weeks,26.96%,Rise by 45.65%,338.12%,Normal Case,
2016-06-26,21.29,2016-08-28,26.56,2016-06-19,Buy,9 Weeks,24.75%,Rise by 43.12%,362.88%,Normal Case,
2016-07-03,24.78,2017-02-26,21.15,2016-06-26,Buy,34 Weeks,-14.65%,Rise by -27.68%,348.23%,Normal Case,
2016-08-07,28.81,2017-02-26,21.15,2016-07-31,Buy,29 Weeks,-26.59%,Rise by -21.62%,321.64%,Normal Case,
2016-08-21,29.26,2017-02-26,21.15,2016-08-14,Buy,27 Weeks,-27.72%,Rise by -22.83%,293.92%,Normal Case,
2016-09-11,27.31,2017-02-26,21.15,2016-09-04,Buy,24 Weeks,-22.56%,Rise by -14.17%,271.37%,Normal Case,
