Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,17.0,2016-03-27,13.71,2015-11-15,Buy,18 Weeks,-19.35%,Rise by -10.88%,-19.35%,Absolute Extrema Case,
2015-12-27,17.0,2016-03-27,13.71,2015-12-13,Buy,13 Weeks,-19.35%,Rise by -26.53%,-38.71%,Normal Case,
2016-01-17,15.21,2016-03-27,13.71,2016-01-10,Buy,10 Weeks,-9.86%,Rise by 2.43%,-48.57%,Absolute Extrema Case,
2016-05-15,14.9,2016-10-16,12.95,2016-05-01,Buy,22 Weeks,-13.09%,Rise by -10.34%,-61.66%,Normal Case,
2016-05-22,15.02,2016-10-16,12.95,2016-05-15,Buy,21 Weeks,-13.78%,Rise by -10.19%,-75.44%,Normal Case,
2016-08-07,14.07,2016-10-16,12.95,2016-07-31,Buy,10 Weeks,-7.96%,Rise by 16.7%,-83.4%,Normal Case,
2016-09-04,13.86,2017-03-26,12.57,2016-08-28,Buy,29 Weeks,-9.31%,Rise by -12.48%,-92.7%,Normal Case,
2016-09-11,14.14,2017-03-26,12.57,2016-09-04,Buy,28 Weeks,-11.1%,Rise by -14.21%,-103.81%,Normal Case,
2016-09-18,14.8,2017-03-26,12.57,2016-09-11,Buy,27 Weeks,-15.07%,Rise by -12.84%,-118.88%,Normal Case,
2016-10-16,12.95,2017-03-26,12.57,2016-10-09,Buy,23 Weeks,-2.93%,Rise by -11.51%,-121.81%,Normal Case,
2016-10-30,12.97,2017-03-26,12.57,2016-10-23,Buy,21 Weeks,-3.08%,Rise by 10.18%,-124.89%,Normal Case,
2017-01-01,12.46,2017-03-26,12.57,2016-12-25,Buy,12 Weeks,0.88%,Rise by 14.69%,-124.01%,Normal Case,
2017-01-29,12.85,2017-10-29,9.45,2017-01-22,Buy,39 Weeks,-26.46%,Rise by -10.89%,-150.47%,Normal Case,
2017-04-16,12.11,2017-10-29,9.45,2017-04-09,Buy,28 Weeks,-21.97%,Rise by -22.63%,-172.44%,Normal Case,
2017-07-09,9.21,2017-10-29,9.45,2017-06-25,Buy,16 Weeks,2.61%,Rise by 8.69%,-169.83%,Normal Case,
2017-08-20,8.82,2017-10-29,9.45,2015-11-22,Buy,10 Weeks,7.14%,Rise by 13.49%,-162.69%,Tangent Case,
2017-08-20,8.82,2017-10-29,9.45,2017-08-13,Buy,10 Weeks,7.14%,Rise by 13.49%,-155.54%,Normal Case,
2017-08-27,8.82,2017-10-29,9.45,2017-08-20,Buy,9 Weeks,7.14%,Rise by 13.49%,-148.4%,Normal Case,
2017-10-01,9.25,2017-12-31,9.5,2017-09-24,Buy,13 Weeks,2.7%,Rise by 8.65%,-145.7%,Normal Case,
2017-10-29,9.45,2017-12-31,9.5,2017-10-22,Buy,9 Weeks,0.53%,Rise by 6.35%,-145.17%,Normal Case,
2018-03-04,4.76,2018-06-03,5.56,2018-02-25,Buy,13 Weeks,16.81%,Rise by 43.91%,-128.36%,Normal Case,
2018-03-25,3.99,2018-06-03,5.56,2018-03-18,Buy,10 Weeks,39.35%,Rise by 71.68%,-89.01%,Normal Case,
2018-04-29,4.94,2018-07-08,6.2,2018-04-22,Buy,10 Weeks,25.51%,Rise by 38.66%,-63.51%,Normal Case,
2018-05-06,5.05,2018-07-08,6.2,2018-04-29,Buy,9 Weeks,22.77%,Rise by 35.64%,-40.74%,Normal Case,
2018-06-03,5.56,2018-09-30,6.65,2018-05-20,Buy,17 Weeks,19.6%,Rise by 48.38%,-21.13%,Normal Case,
2018-07-01,6.18,2018-09-30,6.65,2018-06-10,Buy,13 Weeks,7.61%,Rise by 33.5%,-13.53%,Normal Case,
2018-09-09,7.01,2019-01-27,7.17,2018-09-02,Buy,20 Weeks,2.28%,Rise by -11.98%,-11.24%,Normal Case,
2018-10-07,8.03,2019-01-27,7.17,2018-09-30,Buy,16 Weeks,-10.71%,Rise by -14.32%,-21.95%,Normal Case,
2018-10-14,8.25,2019-01-27,7.17,2018-10-07,Buy,15 Weeks,-13.09%,Rise by -14.55%,-35.04%,Normal Case,
2018-10-28,7.82,2019-01-27,7.17,2018-08-19,Buy,13 Weeks,-8.31%,Rise by -12.53%,-43.36%,Local Extrema Case,
2018-11-04,8.0,2019-01-27,7.17,2018-10-28,Buy,12 Weeks,-10.38%,Rise by -22.88%,-53.73%,Normal Case,
2018-12-09,7.11,2019-04-14,8.03,2018-12-02,Buy,18 Weeks,12.94%,Rise by 18.85%,-40.79%,Normal Case,
2019-03-10,7.88,2019-05-26,9.95,2019-02-24,Buy,11 Weeks,26.27%,Rise by 26.27%,-14.52%,Normal Case,
2019-03-17,8.29,2019-05-26,9.95,2019-03-03,Buy,10 Weeks,20.02%,Rise by 20.02%,5.5%,Normal Case,
2019-03-31,8.45,2019-08-18,10.23,2019-03-24,Buy,20 Weeks,21.07%,Rise by 17.75%,26.57%,Normal Case,
2019-05-12,9.49,2019-08-18,10.23,2019-05-05,Buy,14 Weeks,7.8%,Rise by 13.49%,34.36%,Normal Case,
2019-05-19,9.88,2019-08-18,10.23,2019-05-12,Buy,13 Weeks,3.54%,Rise by 9.01%,37.91%,Normal Case,
2019-06-02,9.78,2019-08-18,10.23,2019-05-19,Buy,11 Weeks,4.6%,Rise by 10.12%,42.51%,Normal Case,
