Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2020-12-03,1.29,2021-07-29,1.25,169 days,-3.070000%,-3.070000%,Rise by -0.190000%,-3.070000%,
Buy,2021-10-12,1.25,2022-09-09,1.31,237 days,4.820000%,4.820000%,Rise by 2.710000%,1.740000%,
Buy,2022-11-08,1.35,2022-12-23,1.36,32 days,1.070000%,1.070000%,Rise by 1.450000%,2.810000%,
Buy,2023-01-06,1.36,2023-03-20,1.37,50 days,1.110000%,1.110000%,Rise by 2.000000%,3.920000%,
Buy,2023-04-03,1.35,2023-05-05,1.35,23 days,0.160000%,0.160000%,Rise by 0.960000%,4.070000%,
Buy,2023-06-09,1.34,2023-09-11,1.36,65 days,1.980000%,1.980000%,Rise by 0.020000%,6.050000%,
Buy,2023-09-20,1.34,2023-11-03,1.37,31 days,2.260000%,2.260000%,Rise by 2.240000%,8.320000%,
Buy,2023-11-30,1.36,2024-04-26,1.37,105 days,0.500000%,0.500000%,Rise by -0.480000%,8.820000%,
Buy,2024-07-05,1.36,2024-11-06,1.38,87 days,1.600000%,1.600000%,Rise by 1.970000%,10.420000%,
Buy,2025-04-10,1.41,2025-05-21,1.39,28 days,-1.360000%,-1.360000%,Rise by -0.870000%,9.060000%,
