Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1997-03-31,12.71,2000-09-30,21.88,914 days,1996-12-31/11.4625,72.07%,72.07%,Rise by 51.23%,72.07%,
Buy,2001-06-30,22.7,2004-09-30,36.95,848 days,2000-09-30/21.875,62.78%,62.78%,Rise by 15.88%,134.85%,
Buy,2004-12-31,40.7,2009-03-31,31.07,1107 days,2004-09-30/36.95,-23.66%,-23.66%,Rise by 30.69%,111.19%,
Buy,2010-03-31,50.88,2021-12-31,89.55,3067 days,2009-12-31/49.22,76.00%,76.00%,Rise by 16.92%,187.19%,
Buy,2022-03-31,89.6,2022-09-30,65.7,131 days,2021-12-31/89.55,-26.67%,-26.67%,Rise by -25.96%,160.52%,
Buy,2024-09-30,73.69,2024-09-30,73.69,0 days,2024-03-31/70.07,0.00%,0.00%,Rise by 0%,160.52%,
