Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,123.01,2016-02-28,125.73,2015-11-15,Buy,14 Weeks,2.21%,Rise by 2.35%,2.21%,Absolute Extrema Case,
2015-11-29,123.25,2016-02-28,125.73,2015-11-08,Buy,13 Weeks,2.01%,Rise by 2.15%,4.22%,Normal Case,
2015-12-13,123.59,2016-02-28,125.73,2015-12-06,Buy,11 Weeks,1.73%,Rise by 1.87%,5.95%,Normal Case,
2016-01-10,123.8,2016-07-24,126.68,2016-01-03,Buy,28 Weeks,2.33%,Rise by 1.93%,8.28%,Absolute Extrema Case,
2016-01-17,124.44,2016-07-24,126.68,2016-01-10,Buy,27 Weeks,1.8%,Rise by 1.41%,10.08%,Normal Case,
2016-01-24,124.35,2016-07-24,126.68,2016-01-17,Buy,26 Weeks,1.87%,Rise by 1.48%,11.96%,Normal Case,
2016-02-07,125.54,2016-07-24,126.68,2016-01-31,Buy,24 Weeks,0.91%,Rise by 0.52%,12.86%,Normal Case,
2016-02-14,125.9,2016-07-24,126.68,2016-02-07,Buy,23 Weeks,0.62%,Rise by 0.23%,13.48%,Normal Case,
2016-05-08,125.88,2016-07-24,126.68,2016-05-01,Buy,11 Weeks,0.64%,Rise by 1.38%,14.12%,Normal Case,
2016-06-19,126.67,2016-10-16,125.62,2016-06-12,Buy,17 Weeks,-0.83%,Rise by -2.53%,13.29%,Normal Case,
2016-07-03,127.41,2016-10-16,125.62,2016-06-26,Buy,15 Weeks,-1.4%,Rise by -3.1%,11.88%,Normal Case,
2016-08-07,126.54,2016-10-16,125.62,2016-07-31,Buy,10 Weeks,-0.73%,Rise by -2.43%,11.16%,Normal Case,
2016-08-21,126.43,2017-02-05,122.67,2016-08-14,Buy,24 Weeks,-2.97%,Rise by -2.35%,8.18%,Normal Case,
2016-09-11,125.95,2017-02-05,122.67,2016-09-04,Buy,21 Weeks,-2.6%,Rise by -1.98%,5.58%,Normal Case,
2016-10-23,125.88,2017-02-05,122.67,2016-10-09,Buy,15 Weeks,-2.55%,Rise by -1.92%,3.03%,Normal Case,
2016-11-06,126.02,2017-02-05,122.67,2016-10-16,Buy,13 Weeks,-2.66%,Rise by -2.03%,0.37%,Normal Case,
