Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-01-06,143.2900,2022-02-10,136.2300,25 days,-4.93%,-4.9271%,Rise by -1.39%,-4.9271%
Buy,2022-02-11,138.2500,2022-03-01,141.3000,12 days,2.21%,2.2061%,Rise by 2.21%,-2.7209%
Buy,2022-03-16,132.8200,2022-04-11,123.1400,18 days,-7.29%,-7.2881%,Rise by -10.22%,-10.0090%
Buy,2022-04-13,123.2200,2022-05-05,115.3700,16 days,-6.37%,-6.3707%,Rise by -3.16%,-16.3797%
Buy,2022-05-10,115.7100,2022-05-20,118.5100,8 days,2.42%,2.4198%,Rise by 3.13%,-13.9599%
Buy,2022-09-07,109.1900,2022-09-27,100.9500,14 days,-7.55%,-7.5465%,Rise by -10.17%,-21.5063%
Buy,2022-09-28,104.3300,2022-10-19,96.5300,15 days,-7.48%,-7.4763%,Rise by -10.7%,-28.9826%
Buy,2022-10-25,95.0900,2022-10-27,97.4700,2 days,2.50%,2.5029%,Rise by 15.12%,-26.4797%
Buy,2023-02-22,101.3100,2023-03-10,105.5900,12 days,4.22%,4.2247%,Rise by 5.47%,-22.2551%
Buy,2023-05-23,101.0300,2023-05-31,102.9900,6 days,1.94%,1.9400%,Rise by 2.55%,-20.3150%
Buy,2023-08-04,96.5300,2023-09-21,90.7000,34 days,-6.04%,-6.0396%,Rise by 0.11%,-26.3546%
Buy,2023-09-28,88.6800,2023-11-22,90.8700,39 days,2.47%,2.4696%,Rise by 13.34%,-23.8851%
Buy,2024-04-17,89.2800,2024-05-07,90.7400,14 days,1.64%,1.6353%,Rise by 3.16%,-22.2498%
Buy,2024-10-09,94.4500,2024-11-01,90.8400,17 days,-3.82%,-3.8221%,Rise by -1.81%,-26.0719%
