Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-03-01,321.28,2021-07-06,263.52,Buy,91 Days,-3.14,Rise by -19.59%,-17.98%,-17.98%
2021-08-12,215.04,2021-11-05,289.05,Buy,61 Days,-3.06,Rise by 5.52%,34.42%,16.44%
2021-12-01,225.09,2022-08-01,115.35,Buy,173 Days,-5.46,Rise by 8.03%,-48.75%,-32.32%
2022-02-03,159.76,2022-08-16,120.1,Buy,138 Days,-7.23,Rise by -2.23%,-24.82%,-57.14%
2022-03-03,139.92,2022-08-09,115.56,Buy,113 Days,-6.71,Rise by -11.17%,-17.41%,-74.55%
2022-05-02,108.86,2023-01-26,101.3,Buy,193 Days,-7.15,Rise by -13.25%,-6.94%,-81.49%
2022-12-07,75.72,2023-01-26,101.3,Buy,36 Days,-3.09,Rise by 2.96%,33.78%,-47.71%
2025-04-01,551.73,2025-05-30,665.14,Buy,43 Days,-5.9,Rise by 3.14%,20.56%,-27.16%
