Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-19 - 2019-12-27,6 days,2020-01-22,247.05,2020-01-28,242.58,4 days,1.8%,Fall by 11.92%,1.8%,
Buy,2020-02-11 - 2020-02-18,5 days,2020-03-02,209.47,2020-03-09,172.81,5 days,-17.5%,Rise by -33.16%,-15.7%,
Buy,2020-02-27 - 2020-03-09,7 days,2020-03-13,177.17,2020-03-16,154.66,1 days,-12.7%,Rise by -12.74%,-28.4%,
Sell,2020-03-19 - 2020-03-23,2 days,2020-04-14,178.23,2020-04-16,177.04,2 days,0.7%,Fall by 3.61%,-27.7%,
Sell,2020-07-14 - 2020-07-15,1 days,2020-07-20,211.71,2020-07-28,201.62,6 days,4.8%,Fall by 12.09%,-23.0%,
Buy,2020-09-17 - 2020-09-23,4 days,2020-09-25,194.95,2020-10-08,207.98,9 days,6.7%,Rise by 57.92%,-16.3%,
Sell,2020-11-17 - 2020-11-18,1 days,2020-11-27,235.4,2020-12-01,232.08,2 days,1.4%,Fall by -15.2%,-14.9%,
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-30,259.45,2021-01-05,270.93,4 days,-4.4%,Fall by -4.52%,-19.3%,
Sell,2021-01-05 - 2021-01-07,2 days,2021-01-21,289.37,2021-01-26,281.76,3 days,2.6%,Fall by -11.81%,-16.7%,
Sell,2021-02-17 - 2021-02-25,6 days,2021-03-05,327.37,2021-03-10,342.02,3 days,-4.5%,Fall by 1.17%,-21.1%,
Sell,2021-03-12 - 2021-03-15,1 days,2021-03-22,339.33,2021-03-26,327.39,4 days,3.5%,Fall by -2.8%,-17.6%,
Sell,2021-05-07 - 2021-05-10,1 days,2021-05-13,358.81,2021-05-14,368.77,1 days,-2.8%,Fall by 2.78%,-20.4%,
Sell,2021-06-04 - 2021-06-07,1 days,2021-06-16,371.0,2021-06-21,357.54,3 days,3.6%,Fall by 4.39%,-16.8%,
Sell,2021-07-01 - 2021-07-13,8 days,2021-07-16,364.8,2021-07-20,364.76,2 days,0.0%,Fall by -2.56%,-16.8%,
Sell,2021-08-12 - 2021-08-26,10 days,2021-09-07,410.32,2021-09-13,409.26,4 days,0.3%,Fall by 8.82%,-16.5%,
Sell,2021-10-26 - 2021-11-02,5 days,2021-11-05,407.08,2021-11-11,402.34,4 days,1.2%,Fall by 7.52%,-15.3%,
Buy,2021-11-19 - 2021-12-01,8 days,2021-12-03,382.73,2022-01-21,343.91,35 days,-10.1%,Rise by 6.47%,-25.5%,
Sell,2022-03-21 - 2022-04-21,23 days,2022-04-26,313.12,2022-05-04,324.11,6 days,-3.5%,Fall by 4.38%,-29.0%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,316.61,2022-06-13,283.32,15 days,-10.5%,Rise by -10.51%,-39.5%,
Buy,2022-06-14 - 2022-06-17,3 days,2022-06-24,302.75,2022-07-19,318.05,17 days,5.1%,Rise by 17.54%,-34.4%,
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-02,327.88,2022-08-09,336.62,5 days,-2.7%,Fall by 10.14%,-37.1%,
Sell,2022-08-01 - 2022-08-03,2 days,2022-08-17,353.74,2022-08-25,346.49,6 days,2.0%,Fall by 11.54%,-35.1%,
Sell,2022-11-08 - 2022-11-15,5 days,2022-11-29,383.71,2022-12-09,359.14,8 days,6.4%,Fall by 10.19%,-28.7%,
Buy,2022-11-15 - 2022-11-25,8 days,2022-12-01,383.81,2022-12-19,344.61,12 days,-10.2%,Rise by -10.21%,-38.9%,
Buy,2022-12-20 - 2022-12-28,6 days,2023-01-03,346.22,2023-01-12,369.94,7 days,6.9%,Rise by 8.34%,-32.0%,
Sell,2023-01-12 - 2023-01-13,1 days,2023-01-19,350.75,2023-01-24,348.33,3 days,0.7%,Fall by 10.05%,-31.3%,
Buy,2023-03-13 - 2023-03-17,4 days,2023-03-21,317.28,2023-04-14,336.92,18 days,6.2%,Rise by 8.41%,-25.1%,
Sell,2023-04-13 - 2023-04-17,2 days,2023-04-26,336.56,2023-05-05,327.02,7 days,2.8%,Fall by 5.07%,-22.3%,
Sell,2023-04-24 - 2023-05-01,5 days,2023-05-04,321.26,2023-05-16,320.81,8 days,0.1%,Fall by 1.51%,-22.2%,
Sell,2023-06-13 - 2023-06-14,1 days,2023-06-20,330.72,2023-06-28,313.66,6 days,5.2%,Fall by 3.61%,-17.0%,
Buy,2023-08-22 - 2023-08-23,1 days,2023-08-28,325.97,2023-09-14,344.57,13 days,5.7%,Rise by 5.71%,-11.3%,
Buy,2023-10-20 - 2023-10-25,3 days,2023-10-30,300.83,2023-11-03,327.62,4 days,8.9%,Rise by 29.26%,-2.4%,
Sell,2024-01-02 - 2024-01-05,3 days,2024-01-10,381.96,2024-01-12,377.75,2 days,1.1%,Fall by 1.03%,-1.3%,
Sell,2024-01-05 - 2024-01-22,11 days,2024-01-29,380.56,2024-02-12,392.64,10 days,-3.2%,Fall by 0.66%,-4.5%,
Sell,2024-02-28 - 2024-03-05,4 days,2024-03-18,384.37,2024-03-20,396.47,2 days,-3.1%,Fall by -1.33%,-7.6%,
Sell,2024-05-17 - 2024-05-20,1 days,2024-05-23,458.15,2024-05-31,456.52,6 days,0.4%,Fall by 3.03%,-7.3%,
Sell,2024-07-16 - 2024-07-17,1 days,2024-07-22,487.04,2024-07-30,505.67,6 days,-3.8%,Fall by 4.09%,-11.1%,
