Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,14.705,2016-08-14,17.475,2015-11-15,Buy,38 Weeks,18.84%,Rise by -10.61%,18.84%,Absolute Extrema Case,
2015-12-06,14.9125,2016-08-14,17.475,2015-11-29,Buy,36 Weeks,17.18%,Rise by -11.85%,36.02%,Normal Case,
2015-12-20,14.65,2016-08-14,17.475,2015-12-13,Buy,34 Weeks,19.28%,Rise by -10.27%,55.3%,Absolute Extrema Case,
2016-01-10,14.6225,2016-08-14,17.475,2015-12-20,Buy,31 Weeks,19.51%,Rise by -10.1%,74.81%,Normal Case,
2016-02-07,14.545,2016-08-14,17.475,2016-01-31,Buy,27 Weeks,20.14%,Rise by 25.21%,94.96%,Normal Case,
2016-02-14,13.8075,2016-08-14,17.475,2016-01-24,Buy,26 Weeks,26.56%,Rise by 31.9%,121.52%,Absolute Extrema Case,
2016-05-01,15.7175,2016-08-14,17.475,2016-04-24,Buy,15 Weeks,11.18%,Rise by 15.87%,132.7%,Normal Case,
2016-05-15,15.805,2016-08-14,17.475,2016-05-01,Buy,13 Weeks,10.57%,Rise by 15.23%,143.27%,Normal Case,
2016-06-19,16.2075,2016-09-25,18.135,2016-06-05,Buy,14 Weeks,11.89%,Rise by 12.37%,155.16%,Normal Case,
2016-06-26,16.44,2016-09-25,18.135,2016-06-19,Buy,13 Weeks,10.31%,Rise by 10.78%,165.47%,Normal Case,
2016-08-07,17.4125,2017-03-12,17.8375,2016-07-31,Buy,31 Weeks,2.44%,Rise by -12.69%,167.91%,Normal Case,
2016-08-21,17.705,2017-03-12,17.8375,2016-08-14,Buy,29 Weeks,0.75%,Rise by -10.96%,168.66%,Normal Case,
2016-08-28,17.7625,2017-03-12,17.8375,2016-08-21,Buy,28 Weeks,0.42%,Rise by -11.25%,169.08%,Normal Case,
2016-09-04,18.2125,2017-03-12,17.8375,2016-08-28,Buy,27 Weeks,-2.06%,Rise by -11.37%,167.02%,Normal Case,
2016-09-11,18.1025,2017-03-12,17.8375,2016-09-04,Buy,26 Weeks,-1.46%,Rise by -10.83%,165.56%,Normal Case,
2016-10-16,18.0275,2017-03-12,17.8375,2016-07-03,Buy,21 Weeks,-1.05%,Rise by -12.55%,164.5%,Local Extrema Case,
2017-01-01,15.17,2017-03-12,17.8375,2016-12-25,Buy,10 Weeks,17.58%,Rise by 46.29%,182.09%,Normal Case,
2017-01-29,17.3975,2017-07-02,21.7425,2017-01-22,Buy,22 Weeks,24.97%,Rise by 27.56%,207.06%,Normal Case,
2017-03-19,18.2375,2017-07-02,21.7425,2017-03-05,Buy,15 Weeks,19.22%,Rise by 21.69%,226.28%,Normal Case,
2017-03-26,18.2125,2017-07-02,21.7425,2017-03-12,Buy,14 Weeks,19.38%,Rise by 21.85%,245.66%,Normal Case,
2017-04-02,18.805,2017-07-02,21.7425,2017-03-26,Buy,13 Weeks,15.62%,Rise by 18.01%,261.28%,Normal Case,
2017-04-09,19.13,2017-07-02,21.7425,2017-03-19,Buy,12 Weeks,13.66%,Rise by 16.01%,274.94%,Normal Case,
2017-04-16,19.3025,2017-07-02,21.7425,2017-04-09,Buy,11 Weeks,12.64%,Rise by 14.97%,287.58%,Normal Case,
2017-05-21,21.1775,2017-08-20,23.5825,2017-05-14,Buy,13 Weeks,11.36%,Rise by 17.24%,298.94%,Normal Case,
2017-07-02,21.7425,2017-10-01,24.0925,2015-11-22,Buy,13 Weeks,10.81%,Rise by 14.19%,309.75%,Tangent Case,
2017-07-09,21.9975,2017-10-01,24.0925,2017-06-25,Buy,12 Weeks,9.52%,Rise by 12.87%,319.27%,Normal Case,
2017-08-13,23.4,2018-02-18,25.19,2017-07-30,Buy,27 Weeks,7.65%,Rise by 16.45%,326.92%,Normal Case,
2017-08-20,23.5825,2018-02-18,25.19,2017-08-13,Buy,26 Weeks,6.82%,Rise by 15.55%,333.74%,Normal Case,
2017-11-19,24.25,2018-02-18,25.19,2017-11-05,Buy,13 Weeks,3.88%,Rise by 12.37%,337.61%,Normal Case,
2017-12-31,25.4175,2018-06-17,25.49,2017-12-24,Buy,24 Weeks,0.29%,Rise by 9.62%,337.9%,Normal Case,
2018-02-04,25.8,2018-06-17,25.49,2018-01-21,Buy,19 Weeks,-1.2%,Rise by 7.99%,336.7%,Normal Case,
2018-02-11,24.815,2018-06-17,25.49,2017-10-29,Buy,18 Weeks,2.72%,Rise by 12.28%,339.42%,Local Extrema Case,
2018-03-25,24.0025,2018-06-17,25.49,2018-03-11,Buy,12 Weeks,6.2%,Rise by 16.08%,345.61%,Normal Case,
2018-04-01,24.6925,2018-06-17,25.49,2018-03-18,Buy,11 Weeks,3.23%,Rise by 12.84%,348.84%,Normal Case,
2018-04-08,24.6775,2018-06-17,25.49,2017-12-10,Buy,10 Weeks,3.29%,Rise by 12.91%,352.14%,Local Extrema Case,
2018-04-08,24.6775,2018-06-17,25.49,2018-04-01,Buy,10 Weeks,3.29%,Rise by 12.91%,355.43%,Normal Case,
2018-05-06,24.135,2018-07-08,26.555,2018-04-29,Buy,9 Weeks,10.03%,Rise by 15.44%,365.45%,Normal Case,
2018-06-03,26.435,2018-12-16,25.11,2018-05-27,Buy,28 Weeks,-5.01%,Rise by 5.4%,360.44%,Normal Case,
2018-06-24,26.695,2018-12-16,25.11,2018-06-17,Buy,25 Weeks,-5.94%,Rise by -12.26%,354.51%,Normal Case,
2018-07-01,26.255,2018-12-16,25.11,2018-06-24,Buy,24 Weeks,-4.36%,Rise by -10.79%,350.14%,Normal Case,
2018-10-28,22.7425,2019-01-06,25.895,2018-10-21,Buy,10 Weeks,13.86%,Rise by 13.86%,364.01%,Normal Case,
2018-11-25,24.085,2019-04-21,28.98,2018-11-18,Buy,21 Weeks,20.32%,Rise by 34.98%,384.33%,Normal Case,
2018-12-09,25.115,2019-04-21,28.98,2018-08-19,Buy,19 Weeks,15.39%,Rise by 29.44%,399.72%,Local Extrema Case,
2018-12-09,25.115,2019-04-21,28.98,2018-12-02,Buy,19 Weeks,15.39%,Rise by 29.44%,415.11%,Normal Case,
2018-12-23,25.1,2019-04-21,28.98,2018-10-14,Buy,17 Weeks,15.46%,Rise by 29.52%,430.57%,Local Extrema Case,
