Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-09-08,134.62,2020-09-14,140.74,Sell,3 days,Fall by 1.690000%,-4.55
2020-10-22,137.36,2020-10-29,133.91,Sell,4 days,Fall by 0.990000%,2.51
2020-11-30,136.0,2020-12-09,141.72,Sell,6 days,Fall by 4.760000%,-4.21
2021-01-20,139.21,2021-01-27,129.82,Sell,4 days,Fall by -1.720000%,6.75
2021-03-02,141.41,2021-03-11,144.45,Buy,6 days,Rise by 4.580000%,2.15
2021-03-08,143.53,2021-03-19,146.55,Buy,8 days,Rise by 3.110000%,2.1
2021-03-16,146.32,2021-08-16,134.15,Buy,108 days,Rise by 1.150000%,-8.32
2021-04-20,138.85,2021-04-28,134.19,Sell,5 days,Fall by 9.400000%,3.36
2021-04-21,138.59,2021-04-28,134.19,Sell,4 days,Fall by 9.230000%,3.17
2021-04-28,134.19,2021-05-19,128.99,Sell,14 days,Fall by 6.250000%,3.88
2021-05-27,134.14,2021-06-02,134.37,Buy,3 days,Rise by -0.300000%,0.17
2021-10-14,150.49,2021-10-22,167.5,Buy,5 days,Rise by 10.210000%,11.3
2022-01-31,154.93,2022-02-18,159.13,Buy,13 days,Rise by 3.940000%,2.71
2022-02-22,157.21,2022-03-02,157.9,Sell,5 days,Fall by 1.270000%,-0.44
2022-02-25,158.24,2022-03-22,167.6,Buy,16 days,Rise by 7.750000%,5.92
2022-05-09,144.31,2022-06-02,148.67,Sell,17 days,Fall by 2.230000%,-3.02
2022-07-28,159.27,2022-08-04,162.36,Buy,4 days,Rise by 3.740000%,1.94
2022-10-25,157.25,2022-11-01,160.76,Buy,4 days,Rise by 9.820000%,2.23
2022-11-17,164.68,2022-11-23,168.69,Buy,3 days,Rise by 5.060000%,2.44
2022-11-21,167.01,2022-11-25,169.17,Buy,3 days,Rise by 3.600000%,1.29
2022-12-15,168.23,2022-12-21,165.09,Sell,3 days,Fall by 4.580000%,1.87
2023-01-26,157.91,2023-03-03,162.17,Sell,25 days,Fall by 0.510000%,-2.7
2023-03-03,162.17,2023-04-20,165.28,Buy,33 days,Rise by 3.760000%,1.92
2023-03-20,157.62,2023-03-28,156.28,Sell,5 days,Fall by -1.030000%,0.85
2023-04-03,160.02,2023-04-19,164.79,Buy,11 days,Rise by 5.160000%,2.98
2023-04-06,159.84,2023-04-21,166.53,Sell,10 days,Fall by 0.380000%,-4.19
2023-05-24,153.91,2023-06-29,158.67,Sell,25 days,Fall by 1.070000%,-3.09
2023-09-07,147.34,2023-09-14,156.16,Sell,4 days,Fall by 1.290000%,-5.99
2023-09-15,157.48,2023-12-07,160.87,Buy,58 days,Rise by -5.450000%,2.15
2023-11-13,155.34,2023-11-17,158.14,Buy,3 days,Rise by 9.080000%,1.8
2023-11-14,156.97,2023-12-07,160.87,Buy,16 days,Rise by 7.940000%,2.48
2023-12-01,160.23,2023-12-19,163.89,Buy,11 days,Rise by 5.750000%,2.28
2023-12-27,166.22,2024-01-08,167.25,Buy,7 days,Rise by 1.940000%,0.62
2024-01-12,169.22,2024-02-08,172.53,Buy,18 days,Rise by 5.060000%,1.96
2024-02-16,175.06,2024-02-28,176.14,Buy,7 days,Rise by 2.620000%,0.62
2024-02-23,177.69,2025-05-23,144.21,Buy,324 days,Rise by 1.100000%,-18.84
2024-04-17,174.93,2024-04-30,167.09,Sell,8 days,Fall by 4.820000%,4.48
2024-04-24,168.35,2024-05-09,174.06,Sell,10 days,Fall by -0.360000%,-3.39
2024-11-28,156.33,2025-05-23,144.21,Buy,125 days,Rise by -4.140000%,-7.75
2025-03-11,137.5,2025-04-02,143.53,Sell,15 days,Fall by 3.950000%,-4.39
2025-05-08,141.1,2025-05-15,150.95,Buy,4 days,Rise by 2.710000%,6.98
2025-05-13,146.59,2025-05-21,147.13,Buy,5 days,Rise by -1.140000%,0.37
2025-09-30,131.24,2025-10-08,134.51,Buy,5 days,Rise by 3.950000%,2.49
