Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-11-29 - 2019-12-11,8 days,2019-12-18,35.8,2020-01-03,35.2,12 days,1.7%,Fall by 5.11%,1.7%,
Buy,2020-02-21 - 2020-02-28,5 days,2020-03-10,28.48,2020-03-12,24.04,2 days,-15.6%,Rise by -22.51%,-13.9%,
Sell,2020-04-08 - 2020-04-09,1 days,2020-04-16,25.29,2020-04-24,25.94,6 days,-2.6%,Fall by -4.63%,-16.5%,
Sell,2020-06-03 - 2020-06-05,2 days,2020-06-11,27.56,2020-06-15,28.97,2 days,-5.1%,Fall by -5.12%,-21.6%,
Sell,2020-09-17 - 2020-09-18,1 days,2020-09-23,36.41,2020-09-25,37.62,2 days,-3.3%,Fall by 5.63%,-24.9%,
Buy,2020-11-09 - 2020-11-12,3 days,2020-11-16,36.7,2020-11-24,38.69,6 days,5.4%,Rise by 11.63%,-19.5%,
Sell,2020-11-27 - 2020-12-04,5 days,2020-12-09,39.84,2020-12-17,37.16,6 days,6.7%,Fall by 6.3%,-12.8%,
Buy,2020-12-18 - 2020-12-29,7 days,2020-12-31,38.03,2021-02-25,40.81,40 days,7.3%,Rise by 4.26%,-5.5%,
Sell,2020-12-31 - 2021-01-04,2 days,2021-01-08,37.73,2021-01-12,37.69,2 days,0.1%,Fall by 1.06%,-5.4%,
Sell,2021-01-19 - 2021-01-26,5 days,2021-02-10,39.42,2021-02-25,40.81,11 days,-3.5%,Fall by -1.55%,-8.9%,
Sell,2021-02-23 - 2021-02-25,2 days,2021-03-05,42.73,2021-03-08,42.61,1 days,0.3%,Fall by 6.32%,-8.6%,
Buy,2021-03-08 - 2021-03-12,4 days,2021-03-16,43.69,2021-05-19,39.26,46 days,-10.1%,Rise by -3.46%,-18.7%,
Sell,2021-03-19 - 2021-03-23,2 days,2021-04-13,41.26,2021-04-15,40.77,2 days,1.2%,Fall by 7.83%,-17.6%,
Buy,2021-04-13 - 2021-04-20,5 days,2021-04-22,40.82,2021-06-24,36.51,45 days,-10.6%,Rise by -4.31%,-28.1%,
Buy,2021-05-25 - 2021-06-02,6 days,2021-06-04,38.54,2021-07-13,33.15,27 days,-14.0%,Rise by -13.99%,-42.1%,
Buy,2021-07-12 - 2021-07-13,1 days,2021-07-20,33.67,2021-08-23,35.87,24 days,6.5%,Rise by 6.53%,-35.6%,
Buy,2021-10-29 - 2021-11-08,6 days,2021-11-11,34.12,2021-12-10,30.33,21 days,-11.1%,Rise by -11.11%,-46.7%,
Buy,2021-11-23 - 2021-12-03,8 days,2021-12-07,31.35,2022-01-21,27.95,33 days,-10.8%,Rise by 1.63%,-57.5%,
Sell,2021-12-31 - 2022-01-12,8 days,2022-01-21,27.95,2022-01-25,28.75,2 days,-2.9%,Fall by 7.66%,-60.4%,
Buy,2022-03-07 - 2022-03-08,1 days,2022-03-21,27.79,2022-03-23,29.18,2 days,5.0%,Rise by 15.44%,-55.4%,
Sell,2022-03-29 - 2022-03-31,2 days,2022-04-05,30.45,2022-04-11,30.4,4 days,0.2%,Fall by 11.26%,-55.2%,
Sell,2022-03-31 - 2022-04-20,14 days,2022-04-25,31.32,2022-04-29,29.75,4 days,5.0%,Fall by 13.73%,-50.2%,
Sell,2022-08-05 - 2022-08-11,4 days,2022-08-22,31.32,2022-08-25,32.33,3 days,-3.2%,Fall by 5.46%,-53.4%,
Sell,2022-10-17 - 2022-10-20,3 days,2022-11-03,26.98,2022-11-04,28.59,1 days,-6.0%,Fall by 9.3%,-59.4%,
Buy,2022-11-29 - 2022-12-02,3 days,2022-12-12,26.81,2023-01-10,28.32,21 days,5.6%,Rise by 20.44%,-53.8%,
Buy,2022-12-20 - 2022-12-21,1 days,2022-12-29,25.55,2023-01-05,26.85,5 days,5.1%,Rise by 26.38%,-48.7%,
Sell,2023-01-12 - 2023-01-13,1 days,2023-01-24,31.31,2023-01-26,31.3,2 days,0.0%,Fall by 3.16%,-48.6%,
Sell,2023-01-20 - 2023-02-02,9 days,2023-02-07,31.53,2023-02-09,30.56,2 days,3.1%,Fall by 10.82%,-45.6%,
