Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-02-01,26.98,2021-02-19,28.91,2020-12-29-2021-01-13,24.99-25.56,Sell,14 days,-7.15%,Fall by -1.0%,-7.15%
2021-03-23,30.18,2021-04-19,30.93,2020-11-04-2021-03-09,19.86-33.39,Buy,19 days,2.49%,Rise by 21.14%,-4.67%
2021-03-29,29.57,2021-04-23,30.96,2020-11-04-2021-03-09,19.86-33.39,Sell,19 days,-4.7%,Fall by 6.69%,-9.37%
2021-04-21,30.62,2021-04-23,30.96,2021-03-09-2021-03-25,29.68-31.23,Sell,2 days,-1.11%,Fall by 6.69%,-10.48%
2021-07-09,36.29,2021-07-09,36.29,2021-03-09-2021-06-03,29.1-31.23,Sell,0 days,-0.0%,Fall by 0%,-10.48%
2021-10-25,49.29,2021-11-30,50.62,2021-09-17-2021-10-12,41.27-42.5,Sell,26 days,-2.7%,Fall by 2.92%,-13.18%
2021-12-08,51.39,2021-12-08,51.39,2021-06-03-2021-11-15,28.7-53.46,Buy,0 days,0.0%,Rise by 0%,-13.18%
2022-01-21,54.48,2022-01-26,56.98,2021-11-15-2022-01-10,49.66-52.07,Sell,3 days,-4.59%,Fall by 13.25%,-17.77%
2022-01-26,56.98,2025-07-16,72.77,2022-01-10-2022-01-14,47.05-60.64,Buy,905 days,27.71%,Rise by 23.4%,9.94%
2022-02-23,49.43,2022-02-28,48.19,2020-11-04-2022-01-14,19.86-60.64,Sell,3 days,2.51%,Fall by 11.48%,12.45%
2022-02-28,48.19,2025-07-16,72.77,2020-11-04-2021-11-15,19.86-53.46,Buy,882 days,51.01%,Rise by 23.4%,63.46%
2022-03-01,46.65,2022-03-04,44.35,2022-01-10-2022-01-14,47.05-60.64,Sell,3 days,4.93%,Fall by 10.26%,68.39%
2022-03-03,45.76,2022-03-04,44.35,2021-06-03-2021-11-15,28.7-53.46,Sell,1 days,3.08%,Fall by 10.26%,71.47%
2022-03-04,44.35,2022-03-07,42.09,2020-11-04-2021-11-15,19.86-53.46,Sell,1 days,5.1%,Fall by 11.19%,76.57%
2022-03-10,45.1,2022-03-10,45.1,2021-06-03-2022-01-14,28.7-60.64,Buy,0 days,0.0%,Rise by 0%,76.57%
2022-03-29,48.78,2022-04-05,47.18,2022-01-14-2022-03-08,42.87-58.23,Sell,5 days,3.28%,Fall by 15.64%,79.85%
2022-06-13,34.78,2022-06-16,33.04,2022-03-31-2022-05-24,37.81-50.24,Sell,3 days,5.0%,Fall by -26.82%,84.85%
2022-07-06,33.64,2022-07-06,33.64,2021-07-14-2022-06-16,34.14-35.48,Sell,0 days,-0.0%,Fall by 0%,84.85%
2022-07-15,33.73,2022-07-18,35.86,2022-03-31-2022-06-16,34.14-50.24,Sell,1 days,-6.31%,Fall by -16.84%,78.54%
