Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2009-06-30,26.31,2025-06-30,134.79,4173 days,412.310000%,412.310000%,Rise by 22.120000%,412.310000%
