Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-08-21,31.03,2014-04-13,55.71,689 days,79.540000%,79.540000%,Rise by 10.250000%,79.540000%
Buy,2015-09-06,68.68,2018-02-11,82.1,634 days,19.540000%,19.540000%,Rise by 5.490000%,99.080000%
Buy,2019-01-06,85.96,2020-03-01,92.61,299 days,7.740000%,7.740000%,Rise by 8.130000%,106.810000%
Buy,2020-03-29,84.99,2020-03-29,84.99,0 days,0.00%,0.00%,Rise by 0%,106.810000%
