Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-05-27,57.15,2012-07-08,58.73,Sell,29 days,Fall by -2.150000%,-2.76,
2012-09-02,62.18,2014-04-06,58.7,Buy,414 days,Rise by -3.120000%,-5.6,
2012-09-09,62.52,2014-04-06,58.7,Buy,409 days,Rise by -3.650000%,-6.11,
2013-03-03,57.29,2013-04-28,54.88,Sell,39 days,Fall by 4.990000%,4.21,
2013-04-07,56.14,2013-05-12,54.49,Sell,24 days,Fall by 4.700000%,2.94,
2013-10-06,56.3,2014-03-09,58.9,Buy,109 days,Rise by 0.440000%,4.62,
2014-02-16,57.31,2014-04-06,58.7,Buy,34 days,Rise by 6.610000%,2.43,
2014-09-21,55.62,2014-11-09,54.48,Sell,34 days,Fall by 10.390000%,2.05,
2014-12-21,49.84,2015-01-18,46.7,Sell,19 days,Fall by 9.770000%,6.3,
2016-12-11,41.21,2017-01-15,40.84,Sell,24 days,Fall by 6.260000%,0.9,
2017-07-23,38.62,2017-08-27,39.59,Buy,24 days,Rise by 7.640000%,2.51,
2017-11-12,41.51,2018-01-21,42.7,Buy,49 days,Rise by 5.280000%,2.87,
2017-12-17,40.54,2018-01-14,42.7,Sell,19 days,Fall by -1.730000%,-5.33,
2017-12-31,42.53,2018-05-13,44.8,Buy,94 days,Rise by 5.570000%,5.34,
2018-02-25,42.87,2018-05-13,44.8,Buy,54 days,Rise by 4.740000%,4.5,
2018-07-22,41.61,2018-12-02,38.26,Sell,94 days,Fall by 1.080000%,8.05,
2018-11-18,39.97,2018-12-23,37.57,Sell,24 days,Fall by 9.110000%,6.0,
2019-07-28,36.1,2019-09-01,35.51,Sell,24 days,Fall by 2.990000%,1.63,
2019-12-29,37.05,2021-03-28,35.85,Buy,324 days,Rise by -10.090000%,-3.24,
2020-02-02,33.08,2020-03-29,26.35,Sell,39 days,Fall by 22.910000%,20.34,
2020-03-08,30.72,2020-04-05,25.06,Sell,19 days,Fall by 16.860000%,18.42,
2022-11-13,56.74,2023-09-17,60.73,Buy,219 days,Rise by -1.290000%,7.03,
2023-07-23,57.64,2023-09-24,59.82,Buy,44 days,Rise by 5.360000%,3.78,
2023-07-30,58.58,2023-10-01,59.16,Buy,44 days,Rise by 3.670000%,0.99,
2024-03-17,60.28,2024-04-28,63.15,Buy,29 days,Rise by 5.360000%,4.76,
2024-04-07,62.72,2024-12-22,65.39,Buy,184 days,Rise by 1.260000%,4.26,
2024-05-19,62.53,2024-12-15,66.56,Buy,149 days,Rise by 1.570000%,6.44,
2024-10-13,64.19,2025-01-05,66.48,Buy,59 days,Rise by 10.690000%,3.57,
2024-12-15,66.56,2025-02-02,69.03,Buy,34 days,Rise by 6.750000%,3.71,
2025-01-12,68.64,2025-06-08,72.49,Buy,104 days,Rise by 4.300000%,5.61,
