Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2004-10-31,19.71,2006-01-31,33.59,326 days,2004-03-31/19.5,70.42%,70.42%,Rise by 43.53%,70.42%,
Buy,2006-04-30,35.15,2008-10-31,25.43,654 days,2006-01-31/33.5933,-27.65%,-27.65%,Rise by 58.55%,42.77%,
Buy,2009-09-30,38.91,2016-01-31,30.57,1652 days,2009-07-31/35.78,-21.43%,-21.43%,Rise by 8.25%,21.33%,
Buy,2016-08-31,36.53,2016-08-31,36.53,0 days,2016-07-31/36.21,0.00%,0.00%,Rise by 0%,21.33%,
