Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-18 - 2020-01-02,11 days,2020-01-07,30.53,2020-01-28,30.27,15 days,0.9%,Fall by 2.0%,0.9%
Buy,2020-02-27 - 2020-03-09,7 days,2020-03-13,23.05,2020-03-16,19.89,1 days,-13.7%,Rise by -15.18%,-12.9%
Buy,2020-06-26 - 2020-07-09,9 days,2020-07-13,23.56,2020-11-09,27.01,85 days,14.6%,Rise by 7.43%,1.8%
Sell,2020-07-23 - 2020-08-12,14 days,2020-08-18,24.6,2020-08-27,25.26,7 days,-2.7%,Fall by 5.69%,-0.9%
Sell,2020-11-17 - 2020-11-18,1 days,2020-12-08,28.77,2020-12-09,28.7,1 days,0.2%,Fall by -0.63%,-0.7%
Sell,2020-12-31 - 2021-01-04,2 days,2021-01-11,31.02,2021-01-26,29.88,11 days,3.7%,Fall by 6.67%,3.0%
Sell,2021-02-17 - 2021-02-25,6 days,2021-03-16,34.21,2021-03-24,33.28,6 days,2.7%,Fall by -2.98%,5.7%
Sell,2021-03-12 - 2021-03-18,4 days,2021-03-23,33.16,2021-03-26,34.37,3 days,-3.6%,Fall by -6.24%,2.1%
Sell,2021-04-12 - 2021-04-14,2 days,2021-04-20,34.64,2021-04-26,35.52,4 days,-2.5%,Fall by -1.7%,-0.4%
Sell,2021-05-06 - 2021-05-10,2 days,2021-06-09,37.76,2021-06-11,37.56,2 days,0.5%,Fall by 7.02%,0.1%
Sell,2021-08-12 - 2021-08-13,1 days,2021-08-18,37.74,2021-08-20,37.69,2 days,0.1%,Fall by 3.29%,0.2%
Sell,2021-09-27 - 2021-09-28,1 days,2021-10-13,38.29,2021-10-15,39.51,2 days,-3.2%,Fall by 1.96%,-3.0%
Sell,2021-10-21 - 2021-10-26,3 days,2021-11-12,40.15,2021-11-22,39.57,6 days,1.4%,Fall by 6.5%,-1.5%
Sell,2022-01-11 - 2022-01-13,2 days,2022-01-19,39.25,2022-01-25,38.47,4 days,2.0%,Fall by 9.15%,0.5%
Sell,2022-02-09 - 2022-02-10,1 days,2022-02-18,39.22,2022-02-25,39.1,5 days,0.3%,Fall by 10.02%,0.8%
Sell,2022-03-21 - 2022-03-22,1 days,2022-03-31,38.32,2022-04-08,37.89,6 days,1.1%,Fall by 11.51%,1.9%
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,33.99,2022-08-16,35.81,61 days,5.4%,Rise by 5.35%,7.2%
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-02,33.06,2022-08-10,34.6,6 days,-4.7%,Fall by 0.76%,2.6%
Sell,2022-07-29 - 2022-08-08,6 days,2022-08-18,35.67,2022-08-25,34.76,5 days,2.6%,Fall by 8.02%,5.1%
Buy,2022-09-27 - 2022-10-13,12 days,2022-10-24,32.62,2023-01-31,36.56,71 days,12.1%,Rise by 11.31%,17.2%
Sell,2022-11-01 - 2022-11-02,1 days,2022-11-17,35.08,2022-11-23,35.99,4 days,-2.6%,Fall by 4.79%,14.6%
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-06,34.73,2022-12-07,34.59,1 days,0.4%,Fall by 10.8%,15.0%
Buy,2022-12-09 - 2022-12-19,6 days,2022-12-21,34.06,2023-01-13,36.12,17 days,6.0%,Rise by 8.63%,21.1%
Sell,2023-01-13 - 2023-01-27,10 days,2023-02-09,36.37,2023-02-27,35.65,12 days,2.0%,Fall by 13.03%,23.0%
Buy,2023-02-23 - 2023-03-02,5 days,2023-03-06,36.02,2023-03-13,31.63,5 days,-12.2%,Rise by -13.33%,10.9%
Buy,2023-03-09 - 2023-03-13,2 days,2023-03-20,31.17,2023-04-14,32.88,19 days,5.5%,Rise by 7.28%,16.3%
Sell,2023-06-08 - 2023-06-09,1 days,2023-06-23,32.74,2023-06-26,32.67,1 days,0.2%,Fall by -2.69%,16.6%
Sell,2023-07-20 - 2023-07-24,2 days,2023-07-28,35.2,2023-08-04,34.91,5 days,0.8%,Fall by 4.49%,17.4%
Buy,2023-09-25 - 2023-10-03,6 days,2023-10-05,32.76,2023-11-16,34.83,30 days,6.3%,Rise by 27.87%,23.7%
Sell,2023-12-13 - 2023-12-14,1 days,2023-12-21,37.26,2024-01-24,38.32,24 days,-2.8%,Fall by -0.03%,20.9%
Sell,2024-01-30 - 2024-01-31,1 days,2024-02-20,39.52,2024-03-06,40.61,11 days,-2.8%,Fall by -0.18%,18.1%
Sell,2024-03-21 - 2024-03-22,1 days,2024-04-02,41.67,2024-04-05,41.57,3 days,0.2%,Fall by 2.04%,18.3%
Sell,2024-05-10 - 2024-05-13,1 days,2024-05-21,42.18,2024-05-24,41.61,3 days,1.4%,Fall by 3.63%,19.7%
Sell,2024-07-18 - 2024-07-31,9 days,2024-08-05,40.84,2024-08-08,42.22,3 days,-3.4%,Fall by -8.42%,16.3%
Sell,2024-08-23 - 2024-09-03,7 days,2024-09-06,44.29,2024-09-19,45.69,9 days,-3.2%,Fall by -4.49%,13.2%
Sell,2024-11-26 - 2024-11-27,1 days,2024-12-03,50.45,2024-12-05,50.41,2 days,0.1%,Fall by 6.2%,13.2%
